name,cluster,environment,period_ms,pdot,pdot_source,logP,logPdot_abs,log_b_proxy
J1807-2459A,NGC 6544,globular_cluster,3.0595,-4.3350e-21,freire,-2.5144,-20.3630,-11.4387
J1807-2500B,NGC 6544,globular_cluster,4.1862,8.2324e-20,freire,-2.3782,-19.0845,-10.7313
J1807-2459C,NGC 6544,globular_cluster,5.7300,1.3650e-18,freire,-2.2418,-17.8649,-10.0534
B1820-30A,NGC 6624,globular_cluster,5.4400,3.3850e-18,freire,-2.2644,-17.4704,-9.8674
J1823-3021D,NGC 6624,globular_cluster,3.0200,8.6900e-19,freire,-2.5200,-18.0610,-10.2905
J1823-3021E,NGC 6624,globular_cluster,4.3940,9.1400e-19,freire,-2.3571,-18.0391,-10.1981
J1823-3021F,NGC 6624,globular_cluster,4.8500,8.6700e-19,freire,-2.3143,-18.0620,-10.1881
J1823-3021G,NGC 6624,globular_cluster,6.0913,-1.8000e-20,freire,-2.2153,-19.7447,-10.9800
J1823-3021H,NGC 6624,globular_cluster,5.1300,8.6850e-19,freire,-2.2899,-18.0612,-10.1756
J1823-3021I,NGC 6624,globular_cluster,4.3190,8.7310e-19,freire,-2.3646,-18.0589,-10.2118
J1823-3021J,NGC 6624,globular_cluster,20.8990,8.6820e-19,freire,-1.6799,-18.0614,-9.8706
J1823-3021K,NGC 6624,globular_cluster,1.4300,2.7680e-20,freire,-2.8447,-19.5578,-11.2012
B1821-24A,M28,globular_cluster,3.0543,1.5500e-18,freire,-2.5151,-17.8097,-10.1624
J1824-2452B,M28,globular_cluster,6.5467,-2.4150e-19,freire,-2.1840,-18.6171,-10.4005
J1824-2452C,M28,globular_cluster,4.1583,1.7016e-19,freire,-2.3811,-18.7691,-10.5751
J1824-2452E,M28,globular_cluster,5.4191,-1.0880e-19,freire,-2.2661,-18.9634,-10.6147
J1824-2452F,M28,globular_cluster,2.7940,2.4511e-20,freire,-2.5538,-19.6106,-11.0822
J1824-2452G,M28,globular_cluster,5.9091,1.7890e-19,freire,-2.2285,-18.7474,-10.4879
J1824-2452H,M28,globular_cluster,4.6294,8.1900e-20,freire,-2.3345,-19.0867,-10.7106
J1824-2452I,M28,globular_cluster,3.9318,1.1900e-18,freire,-2.4054,-17.9245,-10.1649
J1824-2452J,M28,globular_cluster,4.0397,-7.5700e-20,freire,-2.3937,-19.1209,-10.7573
J1824-2452K,M28,globular_cluster,4.4611,1.1980e-18,freire,-2.3506,-17.9215,-10.1361
J1824-2452L,M28,globular_cluster,4.1001,1.1900e-18,freire,-2.3872,-17.9245,-10.1558
J1824-2452M,M28,globular_cluster,4.7843,1.2282e-19,freire,-2.3202,-18.9107,-10.6155
J1824-2452N,M28,globular_cluster,3.3529,1.5921e-19,freire,-2.4746,-18.7980,-10.6363
J1831-3220A,M69,globular_cluster,3.8100,8.2100e-19,freire,-2.4191,-18.0857,-10.2524
J1831-3220B,M69,globular_cluster,4.8000,8.1900e-19,freire,-2.3188,-18.0867,-10.2027
J1835-3259A,NGC 6652,globular_cluster,3.8890,6.3350e-19,freire,-2.4102,-18.1983,-10.3042
J1835-3259B,NGC 6652,globular_cluster,1.8303,6.6500e-20,freire,-2.7375,-19.1772,-10.9573
J1836-2354A,M22,globular_cluster,0.6800,3.3543e-20,freire,-3.1675,-19.4744,-11.3209
J1836-2354B,M22,globular_cluster,3.2323,-4.8000e-22,freire,-2.4905,-21.3188,-11.9046
J1836-2354C,M22,globular_cluster,5.6400,8.7869e-19,freire,-2.2487,-18.0562,-10.1524
J1836-2354D,M22,globular_cluster,7.7900,8.9543e-19,freire,-2.1085,-18.0480,-10.0782
J1843-3217A,M70,globular_cluster,3.9300,7.0600e-19,freire,-2.4056,-18.1512,-10.2784
J1843-3217B,M70,globular_cluster,4.4400,7.1100e-19,freire,-2.3526,-18.1481,-10.2504
J1843-3217C,M70,globular_cluster,6.0600,7.1100e-19,freire,-2.2175,-18.1481,-10.1828
J1843-3217D,M70,globular_cluster,6.3700,7.1510e-19,freire,-2.1959,-18.1456,-10.1707
J1843-3217E,M70,globular_cluster,5.0500,7.1530e-19,freire,-2.2967,-18.1455,-10.2211
J1843-3217F,M70,globular_cluster,6.9400,7.0770e-19,freire,-2.1586,-18.1502,-10.1544
J1848-0129A,M70,globular_cluster,19.7800,4.9110e-18,freire,-1.7038,-17.3088,-9.5063
J1848-0129B,M70,globular_cluster,13.8008,4.8195e-18,freire,-1.8601,-17.3170,-9.5885
J1848-0129C,M70,globular_cluster,6.4400,4.8920e-18,freire,-2.1911,-17.3105,-9.7508
J1848-0129D,M70,globular_cluster,17.1000,4.5800e-18,freire,-1.7670,-17.3391,-9.5531
J1848-0129E,M70,globular_cluster,4.5400,4.7997e-18,freire,-2.3429,-17.3188,-9.8309
J1848-0129F,M70,globular_cluster,4.1700,5.2010e-18,freire,-2.3799,-17.2839,-9.8319
J1853-0842A,NGC 6712,globular_cluster,2.1494,-2.4020e-21,freire,-2.6677,-20.6194,-11.6436
J1905+0154A,NGC 6749,globular_cluster,3.1930,1.9369e-18,freire,-2.4958,-17.7129,-10.1043
J1911-5958A,NGC 6752,globular_cluster,6.3900,3.2662e-20,freire,-2.1945,-19.4860,-10.8402
J1910-5959B,NGC 6752,globular_cluster,8.3578,-7.9900e-19,freire,-2.0779,-18.0975,-10.0877
J1911-6000C,NGC 6752,globular_cluster,2.7000,5.2773e-20,freire,-2.5686,-19.2776,-10.9231
J1910-5959D,NGC 6752,globular_cluster,9.0353,9.6300e-19,freire,-2.0441,-18.0164,-10.0302
J1910-5959E,NGC 6752,globular_cluster,4.5718,-4.3700e-19,freire,-2.3399,-18.3595,-10.3497
J1910-5959F,NGC 6752,globular_cluster,8.4855,7.4122e-19,freire,-2.0713,-18.1301,-10.1007
J1910-5959G,NGC 6752,globular_cluster,4.7900,3.3300e-19,freire,-2.3197,-18.4776,-10.3986
J1910-5959H,NGC 6752,globular_cluster,2.0100,3.3250e-19,freire,-2.6968,-18.4782,-10.5875
J1910-5959I,NGC 6752,globular_cluster,2.6500,3.3330e-19,freire,-2.5768,-18.4772,-10.5270
J1911+0102A,NGC 6760,globular_cluster,3.6185,-6.5800e-21,freire,-2.4415,-20.1818,-11.3116
J1911+0101B,NGC 6760,globular_cluster,5.3843,-2.0000e-21,freire,-2.2689,-20.6990,-11.4839
J1953+1846A,M71,globular_cluster,4.8883,4.8502e-20,freire,-2.3108,-19.3142,-10.8125
J1953+1846B,M71,globular_cluster,1.6500,7.9899e-19,freire,-2.7825,-18.0975,-10.4400
J1953+1846C,M71,globular_cluster,1.8100,2.8933e-19,freire,-2.7423,-18.5386,-10.6405
J1953+1846D,M71,globular_cluster,1.0400,1.0068e-18,freire,-2.9830,-17.9971,-10.4900
J1953+1846E,M71,globular_cluster,2.7400,4.4441e-20,freire,-2.5622,-19.3522,-10.9572
B2127+11C,M15,globular_cluster,0.9440,3.0529e-19,freire,-3.0250,-18.5153,-10.7702
B2127+11D,M15,globular_cluster,4.8028,-1.0701e-18,freire,-2.3185,-17.9706,-10.1445
B2127+11E,M15,globular_cluster,4.6514,1.8547e-19,freire,-2.3324,-18.7317,-10.5321
B2127+11F,M15,globular_cluster,4.0270,2.7113e-20,freire,-2.3950,-19.5668,-10.9809
B2127+11H,M15,globular_cluster,6.7434,2.1380e-20,freire,-2.1711,-19.6700,-10.9206
J2129+1210I,M15,globular_cluster,5.1222,6.7500e-19,freire,-2.2905,-18.1707,-10.2306
J2129+1210J,M15,globular_cluster,11.8425,2.0407e-19,freire,-1.9266,-18.6902,-10.3084
J2129+1210M,M15,globular_cluster,4.8362,-2.3680e-19,freire,-2.3155,-18.6256,-10.4706
J2129+1210N,M15,globular_cluster,9.2896,6.6600e-19,freire,-2.0320,-18.1765,-10.1043
J2129+1210O,M15,globular_cluster,11.0669,-2.1946e-18,freire,-1.9560,-17.6586,-9.8073
J2133-0049A,M2,globular_cluster,10.1493,1.6832e-19,freire,-1.9936,-18.7739,-10.3837
J2133-0049B,M2,globular_cluster,0.5600,6.9745e-20,freire,-3.2518,-19.1565,-11.2041
J2133-0049C,M2,globular_cluster,3.0049,-2.2152e-20,freire,-2.5222,-19.6546,-11.0884
J2133-0049D,M2,globular_cluster,4.2157,7.6180e-20,freire,-2.3751,-19.1182,-10.7466
J2133-0049E,M2,globular_cluster,3.7031,3.9230e-20,freire,-2.4314,-19.4064,-10.9189
J2133-0049F,M2,globular_cluster,4.7809,3.0420e-20,freire,-2.3205,-19.5168,-10.9187
J2133-0049G,M2,globular_cluster,2.5357,2.6836e-20,freire,-2.5959,-19.5713,-11.0836
J2133-0049H,M2,globular_cluster,2.8780,4.3200e-19,freire,-2.5409,-18.3645,-10.4527
J2133-0049I,M2,globular_cluster,8.7800,4.4100e-19,freire,-2.0565,-18.3556,-10.2060
J2133-0049J,M2,globular_cluster,4.5000,4.3500e-19,freire,-2.3468,-18.3615,-10.3541
J2140-2310A,M30,globular_cluster,11.0193,-5.1810e-20,freire,-1.9578,-19.2856,-10.6217
J2140-2310B,M30,globular_cluster,1.2000,1.2990e-19,freire,-2.9208,-18.8864,-10.9036
J0023+0923,,field,3.0500,1.1400e-20,atnf,-2.5157,-19.9431,-11.2294
B0021-72C,,field,5.7570,-4.9900e-20,atnf,-2.2398,-19.3019,-10.7709
B0021-72D,,field,5.3580,-3.4200e-21,atnf,-2.2710,-20.4660,-11.3685
B0021-72E,,field,3.5360,9.8500e-20,atnf,-2.4515,-19.0066,-10.7290
B0021-72F,,field,2.6240,6.4500e-20,atnf,-2.5810,-19.1904,-10.8857
B0021-72G,,field,4.0400,-4.2200e-20,atnf,-2.3936,-19.3747,-10.8842
B0021-72H,,field,3.2100,-1.8300e-21,atnf,-2.4935,-20.7375,-11.6155
B0021-72I,,field,3.4850,-4.5900e-20,atnf,-2.4578,-19.3382,-10.8980
B0021-72J,,field,2.1010,-9.7900e-21,atnf,-2.6776,-20.0092,-11.3434
B0021-72L,,field,4.3460,-1.2200e-19,atnf,-2.3619,-18.9136,-10.6378
B0021-72M,,field,3.6770,-3.8400e-20,atnf,-2.4345,-19.4157,-10.9251
B0021-72N,,field,3.0540,-2.1900e-20,atnf,-2.5151,-19.6596,-11.0873
J0024-7204U,,field,4.3430,9.5200e-20,atnf,-2.3622,-19.0214,-10.6918
J0024-7204X,,field,4.7720,1.8400e-20,atnf,-2.3213,-19.7352,-11.0282
J0030+0451,,field,4.8650,1.0200e-20,atnf,-2.3129,-19.9914,-11.1522
J0034-0534,,field,1.8770,4.9700e-21,atnf,-2.7265,-20.3036,-11.5151
J0058-7218,,field,21.7660,2.8900e-14,atnf,-1.6622,-13.5391,-7.6007
J0101-6422,,field,2.5730,5.1600e-21,atnf,-2.5896,-20.2874,-11.4385
J0102+4839,,field,2.9640,1.1400e-20,atnf,-2.5281,-19.9431,-11.2356
J0125-2327,,field,3.6750,1.8400e-20,atnf,-2.4347,-19.7352,-11.0850
J0154+1833,,field,2.3650,2.9200e-21,atnf,-2.6262,-20.5346,-11.5804
J0203-0150,,field,5.1730,1.4300e-20,atnf,-2.2863,-19.8447,-11.0655
J0214+5222,,field,24.5750,2.9600e-19,atnf,-1.6095,-18.5287,-10.0691
J0218+4232,,field,2.3230,7.7400e-20,atnf,-2.6340,-19.1113,-10.8726
J0248+4230,,field,2.6010,1.6900e-20,atnf,-2.5849,-19.7721,-11.1785
J0251+2606,,field,2.5420,7.5700e-21,atnf,-2.5948,-20.1209,-11.3579
J0307+7443,,field,3.1560,1.7300e-20,atnf,-2.5009,-19.7620,-11.1314
J0312-0921,,field,3.7040,1.9700e-20,atnf,-2.4313,-19.7055,-11.0684
J0318+0253,,field,5.1900,1.7600e-20,atnf,-2.2848,-19.7545,-11.0197
J0337+1715,,field,2.7330,1.7700e-20,atnf,-2.5634,-19.7520,-11.1577
J0340+4130,,field,3.2990,7.0500e-21,atnf,-2.4816,-20.1518,-11.3167
J0406+3039,,field,2.6090,8.3100e-21,atnf,-2.5835,-20.0804,-11.3320
J0407+1607,,field,25.7020,7.9000e-20,atnf,-1.5900,-19.1024,-10.3462
J0418+6635,,field,2.9100,1.3700e-20,atnf,-2.5361,-19.8633,-11.1997
J0437-4715,,field,5.7570,5.7300e-20,atnf,-2.2398,-19.2418,-10.7408
J0447+2447,,field,2.9950,8.0000e-21,atnf,-2.5236,-20.0969,-11.3103
J0509+0856,,field,4.0560,4.4100e-21,atnf,-2.3919,-20.3556,-11.3737
J0533+6759,,field,4.3880,1.2600e-20,atnf,-2.3577,-19.8996,-11.1287
J0537-6910,,field,16.1220,5.1800e-14,atnf,-1.7926,-13.2857,-7.5391
J0557+1550,,field,2.5560,7.3500e-21,atnf,-2.5924,-20.1337,-11.3631
J0605+3757,,field,2.7280,4.7200e-21,atnf,-2.5642,-20.3261,-11.4451
J0610-2100,,field,3.8610,1.2300e-20,atnf,-2.4133,-19.9101,-11.1617
J0613-0200,,field,3.0620,9.5900e-21,atnf,-2.5140,-20.0182,-11.2661
J0614-3329,,field,3.1490,1.7400e-20,atnf,-2.5018,-19.7595,-11.1306
J0621+1002,,field,28.8540,4.7300e-20,atnf,-1.5398,-19.3251,-10.4325
J0621+2514,,field,2.7220,2.4800e-20,atnf,-2.5651,-19.6055,-11.0853
J0636+5128,,field,2.8690,3.5100e-21,atnf,-2.5423,-20.4547,-11.4985
J0645+5158,,field,8.8530,4.9200e-21,atnf,-2.0529,-20.3080,-11.1805
J0653+4706,,field,4.7580,2.0800e-20,atnf,-2.3226,-19.6819,-11.0023
J0711-6830,,field,5.4910,1.4900e-20,atnf,-2.2603,-19.8268,-11.0436
J0721-2038,,field,15.5420,4.4000e-20,atnf,-1.8085,-19.3565,-10.5825
J0732+2314,,field,4.0900,6.0200e-21,atnf,-2.3883,-20.2204,-11.3043
J0737-3039A,,field,22.6990,1.7600e-18,atnf,-1.6440,-17.7545,-9.6992
J0740+6620,,field,2.8860,1.2200e-20,atnf,-2.5397,-19.9136,-11.2267
J0742+4110,,field,3.1390,6.6900e-21,atnf,-2.5032,-20.1746,-11.3389
J0751+1807,,field,3.4790,7.7900e-21,atnf,-2.4585,-20.1085,-11.2835
J0824+0028,,field,9.8610,1.4700e-19,atnf,-2.0061,-18.8327,-10.4194
J0838-2827,,field,3.6150,1.0400e-20,atnf,-2.4419,-19.9830,-11.2124
J0900-3144,,field,11.1100,4.8900e-20,atnf,-1.9543,-19.3107,-10.6325
J0921-5202,,field,9.6800,1.7000e-20,atnf,-2.0141,-19.7696,-10.8918
J0925+6103,,field,5.9830,1.6100e-20,atnf,-2.2231,-19.7932,-11.0081
J0931-1902,,field,4.6380,3.6300e-21,atnf,-2.3337,-20.4401,-11.3869
J0952-0607,,field,1.4140,4.7700e-21,atnf,-2.8496,-20.3215,-11.5855
J0955-3947,,field,2.0230,3.8100e-20,atnf,-2.6940,-19.4191,-11.0565
J0955-6150,,field,1.9990,1.4300e-20,atnf,-2.6992,-19.8447,-11.2719
J1012+5307,,field,5.2560,1.7100e-20,atnf,-2.2793,-19.7670,-11.0232
J1012-4235,,field,3.1010,6.5500e-21,atnf,-2.5085,-20.1838,-11.3461
J1017-7156,,field,2.3390,2.2100e-21,atnf,-2.6310,-20.6556,-11.6433
J1022+1001,,field,16.4530,4.3300e-20,atnf,-1.7838,-19.3635,-10.5736
J1023+0038,,field,1.6880,6.9300e-21,atnf,-2.7726,-20.1593,-11.4659
J1024-0719,,field,5.1620,1.8500e-20,atnf,-2.2872,-19.7328,-11.0100
J1035-6720,,field,2.8720,4.6500e-20,atnf,-2.5418,-19.3325,-10.9372
J1038+0032,,field,28.8520,6.7000e-20,atnf,-1.5398,-19.1739,-10.3569
J1045-0436,,field,24.0480,7.8600e-20,atnf,-1.6189,-19.1046,-10.3617
J1045-4509,,field,7.4740,1.7700e-20,atnf,-2.1264,-19.7520,-10.9392
J1048+2339,,field,4.6650,3.0100e-20,atnf,-2.3311,-19.5214,-10.9263
J1056-7117,,field,26.3100,6.3000e-20,atnf,-1.5799,-19.2007,-10.3903
J1101-6424,,field,5.1090,1.8000e-21,atnf,-2.2917,-20.7447,-11.5182
J1103-5403,,field,3.3930,3.6800e-21,atnf,-2.4694,-20.4342,-11.4518
J1120-3618,,field,5.5570,9.3600e-22,atnf,-2.2552,-21.0287,-11.6419
J1122-3546,,field,7.8380,1.5200e-20,atnf,-2.1058,-19.8182,-10.9620
J1124-3653,,field,2.4100,6.0100e-21,atnf,-2.6180,-20.2211,-11.4196
J1125+7819,,field,4.2020,6.9400e-21,atnf,-2.3765,-20.1586,-11.2676
J1125-5825,,field,3.1020,6.0900e-20,atnf,-2.5084,-19.2154,-10.8619
J1125-6014,,field,2.6300,3.7300e-21,atnf,-2.5800,-20.4283,-11.5042
J1137+7528,,field,2.5130,3.2400e-21,atnf,-2.5998,-20.4895,-11.5446
J1142+0119,,field,5.0750,1.5000e-20,atnf,-2.2946,-19.8239,-11.0592
J1146-6610,,field,3.7220,7.9300e-21,atnf,-2.4292,-20.1007,-11.2650
J1207-5050,,field,4.8430,6.0600e-21,atnf,-2.3149,-20.2175,-11.2662
J1208-5936,,field,28.7140,2.9700e-20,atnf,-1.5419,-19.5272,-10.5346
J1216-6410,,field,3.5390,1.6200e-21,atnf,-2.4511,-20.7905,-11.6208
J1221-0633,,field,1.9350,5.2700e-21,atnf,-2.7133,-20.2782,-11.4958
J1227-4853,,field,1.6860,1.1100e-20,atnf,-2.7731,-19.9547,-11.3639
J1231-1411,,field,3.6840,2.2600e-20,atnf,-2.4337,-19.6459,-11.0398
J1239+3239,,field,4.7010,3.8700e-21,atnf,-2.3278,-20.4123,-11.3700
J1242-4712,,field,5.3130,2.1400e-20,atnf,-2.2747,-19.6696,-10.9721
B1257+12,,field,6.2190,1.1400e-19,atnf,-2.2063,-18.9431,-10.5747
J1301+0833,,field,1.8440,1.0600e-20,atnf,-2.7342,-19.9747,-11.3545
J1302-3258,,field,3.7710,6.5400e-21,atnf,-2.4235,-20.1844,-11.3040
J1311-3430,,field,2.5600,2.1000e-20,atnf,-2.5918,-19.6778,-11.1348
J1312+0051,,field,4.2280,1.7500e-20,atnf,-2.3739,-19.7570,-11.0654
J1317-0157,,field,2.9080,5.5000e-21,atnf,-2.5364,-20.2596,-11.3980
J1325-6253,,field,28.9690,4.8000e-20,atnf,-1.5381,-19.3188,-10.4284
J1327-0755,,field,2.6780,1.8000e-21,atnf,-2.5722,-20.7447,-11.6585
J1335-5656,,field,3.2380,1.2100e-20,atnf,-2.4897,-19.9172,-11.2035
J1337-6423,,field,9.4230,2.4700e-20,atnf,-2.0258,-19.6073,-10.8166
J1400-1431,,field,3.0840,7.2300e-21,atnf,-2.5109,-20.1409,-11.3259
J1402+1306,,field,5.8920,1.3500e-20,atnf,-2.2297,-19.8697,-11.0497
J1405-4656,,field,7.6020,2.7900e-20,atnf,-2.1191,-19.5544,-10.8367
J1421-4409,,field,6.3860,1.2400e-20,atnf,-2.1948,-19.9066,-11.0507
J1431-4715,,field,2.0120,1.4100e-20,atnf,-2.6964,-19.8508,-11.2736
J1431-5740,,field,4.1110,6.4200e-21,atnf,-2.3861,-20.1925,-11.2893
J1435-6100,,field,9.3480,2.4500e-20,atnf,-2.0293,-19.6108,-10.8201
J1439-5501,,field,28.6350,1.4200e-19,atnf,-1.5431,-18.8477,-10.1954
J1446-4701,,field,2.1950,9.8100e-21,atnf,-2.6586,-20.0083,-11.3334
J1453+1902,,field,5.7920,1.1700e-20,atnf,-2.2372,-19.9318,-11.0845
J1455-3330,,field,7.9870,2.4300e-20,atnf,-2.0976,-19.6144,-10.8560
J1502-6752,,field,26.7440,3.1500e-19,atnf,-1.5728,-18.5017,-10.0372
J1513-2550,,field,2.1190,2.1600e-20,atnf,-2.6739,-19.6655,-11.1697
J1514-4946,,field,3.5890,1.8600e-20,atnf,-2.4450,-19.7305,-11.0878
J1525-5545,,field,11.3600,1.3100e-19,atnf,-1.9446,-18.8827,-10.4137
J1526-2744,,field,2.4890,3.5400e-21,atnf,-2.6040,-20.4510,-11.5275
J1529-3828,,field,8.4860,2.7000e-20,atnf,-2.0713,-19.5686,-10.8200
J1536-4948,,field,3.0800,2.1200e-20,atnf,-2.5114,-19.6737,-11.0926
J1537-5312,,field,6.9270,1.5900e-20,atnf,-2.1595,-19.7986,-10.9790
J1543-5149,,field,2.0570,1.6200e-20,atnf,-2.6868,-19.7905,-11.2386
J1544+4937,,field,2.1590,2.8000e-21,atnf,-2.6657,-20.5528,-11.6093
J1545-4550,,field,3.5750,5.2500e-20,atnf,-2.4467,-19.2798,-10.8633
J1546-5925,,field,7.7970,1.6100e-20,atnf,-2.1081,-19.7932,-10.9506
J1547-5709,,field,4.2910,7.4500e-21,atnf,-2.3674,-20.1278,-11.2476
J1551-0658,,field,7.0940,2.0500e-20,atnf,-2.1491,-19.6882,-10.9187
J1552+5437,,field,2.4280,2.8000e-21,atnf,-2.6148,-20.5528,-11.5838
J1552-4937,,field,6.2840,1.9000e-20,atnf,-2.2018,-19.7212,-10.9615
J1555-2908,,field,1.7880,4.4500e-20,atnf,-2.7476,-19.3516,-11.0496
J1600-3053,,field,3.5980,9.5000e-21,atnf,-2.4439,-20.0223,-11.2331
J1602-1009,,field,3.1160,4.7700e-21,atnf,-2.5064,-20.3215,-11.4139
J1603-7202,,field,14.8420,1.5600e-20,atnf,-1.8285,-19.8069,-10.8177
J1614-2230,,field,3.1510,9.6200e-21,atnf,-2.5016,-20.0168,-11.2592
J1618-3921,,field,11.9870,5.4100e-20,atnf,-1.9213,-19.2668,-10.5940
J1618-4624,,field,5.9310,3.1000e-21,atnf,-2.2269,-20.5086,-11.3678
J1622-0315,,field,3.8450,1.1400e-20,atnf,-2.4151,-19.9431,-11.1791
J1622-6617,,field,23.6230,5.8800e-20,atnf,-1.6267,-19.2306,-10.4286
J1625-0021,,field,2.8340,2.1300e-20,atnf,-2.5476,-19.6716,-11.1096
J1627+3219,,field,2.1830,5.4800e-21,atnf,-2.6609,-20.2612,-11.4611
J1628-3205,,field,3.2120,1.2000e-20,atnf,-2.4932,-19.9208,-11.2070
J1629-6902,,field,6.0010,1.0000e-20,atnf,-2.2218,-20.0000,-11.1109
J1630+3550,,field,3.2290,2.2600e-20,atnf,-2.4909,-19.6459,-11.0684
J1630+3734,,field,3.3180,1.0700e-20,atnf,-2.4791,-19.9706,-11.2249
J1640+2224,,field,3.1630,2.8200e-21,atnf,-2.4999,-20.5498,-11.5248
J1641+8049,,field,2.0210,9.7900e-21,atnf,-2.6944,-20.0092,-11.3518
J1643-1224,,field,4.6220,1.8500e-20,atnf,-2.3352,-19.7328,-11.0340
J1646-2142,,field,5.8530,8.3100e-21,atnf,-2.2326,-20.0804,-11.1565
J1649-3012,,field,3.4240,1.3300e-20,atnf,-2.4655,-19.8761,-11.1708
J1653-0158,,field,1.9680,2.4000e-21,atnf,-2.7060,-20.6198,-11.6629
J1653-2054,,field,4.1290,1.1200e-20,atnf,-2.3842,-19.9508,-11.1675
J1658-5324,,field,2.4390,1.1200e-20,atnf,-2.6128,-19.9508,-11.2818
J1708-3506,,field,4.5050,1.1400e-20,atnf,-2.3463,-19.9431,-11.1447
J1709+2313,,field,4.6310,3.6300e-21,atnf,-2.3343,-20.4401,-11.3872
J1710+4923,,field,3.2200,1.8200e-20,atnf,-2.4921,-19.7399,-11.1160
J1713+0747,,field,4.5700,8.5300e-21,atnf,-2.3401,-20.0691,-11.2046
J1719-1438,,field,5.7900,8.0400e-21,atnf,-2.2373,-20.0947,-11.1660
J1720-0533,,field,3.2680,8.1700e-21,atnf,-2.4857,-20.0878,-11.2867
J1721-2457,,field,3.4970,5.5400e-21,atnf,-2.4563,-20.2565,-11.3564
J1723-2837,,field,1.8560,7.5400e-21,atnf,-2.7314,-20.1226,-11.4270
J1725-3853,,field,4.7920,5.0000e-20,atnf,-2.3195,-19.3010,-10.8103
J1727-2946,,field,27.0830,2.4600e-19,atnf,-1.5673,-18.6091,-10.0882
J1727-2951,,field,28.4050,3.1000e-19,atnf,-1.5466,-18.5086,-10.0276
J1730-2304,,field,8.1230,2.0200e-20,atnf,-2.0903,-19.6946,-10.8925
J1731-1847,,field,2.3450,2.5400e-20,atnf,-2.6299,-19.5952,-11.1125
J1732-5049,,field,5.3130,1.4200e-20,atnf,-2.2747,-19.8477,-11.0612
J1737-0811,,field,4.1750,7.9300e-21,atnf,-2.3793,-20.1007,-11.2400
J1738+0333,,field,5.8500,2.4100e-20,atnf,-2.2328,-19.6180,-10.9254
J1740-5340A,,field,3.6500,1.6800e-19,atnf,-2.4377,-18.7747,-10.6062
J1741+1351,,field,3.7470,3.0200e-20,atnf,-2.4263,-19.5200,-10.9732
J1744-1134,,field,4.0750,8.9300e-21,atnf,-2.3899,-20.0491,-11.2195
J1744-7619,,field,4.6880,9.6800e-21,atnf,-2.3290,-20.0141,-11.1716
J1745+1017,,field,2.6520,2.7300e-21,atnf,-2.5764,-20.5638,-11.5701
J1745-0952,,field,19.3760,9.2500e-20,atnf,-1.7127,-19.0339,-10.3733
J1747-4036,,field,1.6460,1.3100e-20,atnf,-2.7836,-19.8827,-11.3331
B1744-24A,,field,11.5630,-3.4000e-20,atnf,-1.9369,-19.4685,-10.7027
J1748-3009,,field,9.6840,-3.5800e-20,atnf,-2.0139,-19.4461,-10.7300
J1751-2857,,field,3.9150,1.1200e-20,atnf,-2.4073,-19.9508,-11.1790
J1753-2819,,field,18.6240,-4.9400e-20,atnf,-1.7299,-19.3063,-10.5181
J1755-3716,,field,12.7860,3.1100e-20,atnf,-1.8933,-19.5072,-10.7003
J1756-2251,,field,28.4620,1.0200e-18,atnf,-1.5457,-17.9914,-9.7686
J1757-1854,,field,21.4970,2.6300e-18,atnf,-1.6676,-17.5800,-9.6238
J1757-2745,,field,17.6870,-1.3000e-20,atnf,-1.7523,-19.8861,-10.8192
J1757-5322,,field,8.8700,2.6300e-20,atnf,-2.0521,-19.5800,-10.8161
J1801-1417,,field,3.6250,5.3000e-21,atnf,-2.4407,-20.2757,-11.3582
J1801-3210,,field,7.4540,7.2200e-23,atnf,-2.1276,-22.1415,-12.1345
J1802-2124,,field,12.6480,7.2600e-20,atnf,-1.8980,-19.1391,-10.5185
J1803-6707,,field,2.1350,1.8500e-20,atnf,-2.6706,-19.7328,-11.2017
J1804-2717,,field,9.3430,4.0900e-20,atnf,-2.0295,-19.3883,-10.7089
J1804-2858,,field,1.4930,-7.5700e-22,atnf,-2.8259,-21.1209,-11.9734
J1805+0615,,field,2.1290,2.2800e-20,atnf,-2.6718,-19.6421,-11.1569
J1806+2819,,field,15.0840,3.7500e-20,atnf,-1.8215,-19.4260,-10.6237
J1807-2459B,,field,4.1860,8.2300e-20,atnf,-2.3782,-19.0846,-10.7314
J1810+1744,,field,1.6630,4.4800e-21,atnf,-2.7791,-20.3487,-11.5639
J1811-0624,,field,4.1460,4.8100e-21,atnf,-2.3824,-20.3179,-11.3501
J1811-2405,,field,2.6610,1.3800e-20,atnf,-2.5750,-19.8601,-11.2175
J1813-0402,,field,4.1070,6.9400e-21,atnf,-2.3865,-20.1586,-11.2726
J1813-2621,,field,4.4300,1.2500e-20,atnf,-2.3536,-19.9031,-11.1283
J1816+4510,,field,3.1930,4.3100e-20,atnf,-2.4958,-19.3655,-10.9307
J1824+1014,,field,4.0660,5.3700e-21,atnf,-2.3908,-20.2700,-11.3304
J1824-0621,,field,3.2330,9.1400e-21,atnf,-2.4904,-20.0391,-11.2647
J1825-0319,,field,4.5540,6.8000e-21,atnf,-2.3416,-20.1675,-11.2545
J1826-2415,,field,4.6960,1.7400e-20,atnf,-2.3283,-19.7595,-11.0439
J1827-0849,,field,2.2420,1.1000e-20,atnf,-2.6494,-19.9586,-11.3040
