CID,sn_ra,sn_dec,sn_z,x1,HOST_LOGMASS,sigma_host,sigma_err,sdss_z,sdss_ra,sdss_dec,match_sep_arcsec,plate,mjd,fiberID,sigma_source
1995ac,341.392,-8.7513,0.0486,0.7562,10.3844,147.05194,7.102978,0.04990442,341.39197,-8.750724,2.0763455818542864,723,52201,430,SDSS_specObj
19969,31.9105,-0.324,0.17444,0.063822,10.367,46.482933,28.057224,0.17524233,31.909823,-0.324033,2.4400547776655404,1506,53003,155,SDSS_specObj
1997Y,191.381,54.7381,0.01705,-1.06703,10.0796,124.41219,5.973248,0.015951611,191.3829,54.737618,4.313280408861516,1038,52673,191,SDSS_specObj
1998aq,179.108,55.1287,0.00349,-0.45159,10.199,72.23309,13.621585,0.0036479866,179.10722999999996,55.129482,3.2306422508491446,8229,57430,470,SDSS_specObj
19990,34.8064,-0.3848,0.24896,-1.31072,10.628,100.411194,20.073055,0.24984002,34.806015,-0.38454798,1.6565180027407775,4236,55479,28,SDSS_specObj
1999dk,22.8622,14.2849,0.01389,0.54421,9.64099,349.3705,191.92325,0.015070226,22.862176,14.284745,0.5642468254576581,425,51884,166,SDSS_specObj
2002bf,153.926,55.6685,0.02525,-2.2722,10.3104,120.68633,2.9869337,0.024375958,153.92607,55.667498,3.609998795386261,946,52407,155,SDSS_specObj
2002de,244.127,35.7084,0.0295,0.32358,9.07466,150.54811,5.8612976,0.027893884,244.12782,35.708015,2.768884076754623,1056,52764,88,SDSS_specObj
20039,9.8786,1.0243,0.24553,0.79173,11.428,161.93884,10.884794,0.24688874,9.879425099999992,1.0236957,3.681430953451364,3587,55182,908,SDSS_specObj
2003kc,146.643,30.6553,0.03479,-0.627251,10.3635,119.52354,27.360422,0.033728503,146.64288999999997,30.655364,0.4112574896847966,11379,58438,500,SDSS_specObj
20040,328.879,0.8151,0.28665,1.11566,10.257,89.87031,28.855774,0.2880889,328.87942999999996,0.81508545,1.5487293924700156,4197,55479,908,SDSS_specObj
20048,339.308,0.7364,0.18402,-0.676762,10.86,190.47208,13.3515415,0.18531778,339.30810999999994,0.73629231,0.5541561012735335,4204,55470,638,SDSS_specObj
2004L,156.767,16.0187,0.03373,-1.03269,10.1437,93.97603,4.0562134,0.032293096,156.76647,16.017943,3.2848096018741835,2590,54175,633,SDSS_specObj
2004gu,191.603,11.9489,0.04664,1.42917,10.026,38.65651,13.117509,0.045586728,191.60341,11.949563,2.789623619848916,1694,53472,141,SDSS_specObj
2005bg,184.322,16.3716,0.02434,0.38747,9.73321,70.31838,6.2290535,0.023030378,184.32184,16.371623,0.5588136840272186,2597,54231,288,SDSS_specObj
2005hc,29.1998,-0.2137,0.04575,0.42521,7.0,92.88737,22.478983,0.046467576,29.199788000000012,-0.213723,0.0933919377240788,4233,55449,204,SDSS_specObj
2005hj,21.7017,-1.2381,0.05708,1.61884,9.22407,850.0,-3.0,0.057418585,21.701904,-1.238149,0.7551215168997569,1501,53740,188,SDSS_specObj
2005ir,19.1825,0.7946,0.0752,0.72205,9.78987,49.5344,12.389056,0.07632896,19.18279,0.79361496,3.6966016707487412,398,51789,378,SDSS_specObj
2005ku,344.927,-0.0137,0.04439,-0.1945,9.64568,49.629807,10.877623,0.045415632,344.92784,-0.013556727,3.067671328387833,380,51792,192,SDSS_specObj
2005mc,126.776,21.646,0.02626,-1.91661,10.5777,188.0617,2.9991853,0.025148604,126.77484,21.64529,4.64750888323653,1927,53321,587,SDSS_specObj
20064,358.586,-0.9176,0.10374,0.81627,10.7045,110.32798,14.568047,0.1052365,358.5863,-0.9172169,1.7516230450889323,386,51788,2,SDSS_specObj
2006al,159.868,5.1834,0.06886,-1.43923,10.5011,116.82588,7.5946326,0.06780233,159.86889,5.1836588,3.3241316184947816,578,52339,326,SDSS_specObj
2006hx,18.4888,0.3717,0.04487,-0.133588,10.1086,122.734375,5.3598933,0.04538947,18.48826,0.37142512,2.1813348887618207,397,51794,550,SDSS_specObj
2006oa,320.929,-0.8435,0.06153,1.27481,8.11091,177.52939,65.56606,0.06255059,320.92896,-0.84307355,1.5419571838340758,1027,52557,117,SDSS_specObj
2006ob,27.9506,0.2633,0.05824,-2.16098,11.0302,102.02777,15.199885,0.058612105,27.950608999999986,0.263313,0.05692080310761264,4232,55447,936,SDSS_specObj
2006on,328.994,-1.0702,0.07089,0.95018,10.2479,72.25963,7.2607546,0.07189542,328.99374,-1.07028,0.979149812071936,1106,52912,283,SDSS_specObj
2006py,340.425,-0.1369,0.05653,0.1865,9.57313,83.14673,9.565673,0.05782516,340.42521,-0.13693406,0.7658768958769403,377,52145,594,SDSS_specObj
2007jd,44.9724,1.1607,0.07222,-0.876053,9.75914,111.97968,19.829548,0.07262332,44.97361,1.1600265,4.984540072729498,411,51817,322,SDSS_specObj
2007jh,54.0064,1.1034,0.04167,-1.96997,10.84,251.23454,4.6648026,0.040743828,54.006625,1.1047554,4.94618955535382,415,51810,571,SDSS_specObj
2007su,334.787,13.1779,0.0274,0.24547,8.47416,32.858288,35.50737,0.027820876,334.78689,13.177906,0.38617664033128307,736,52210,595,SDSS_specObj
20084,347.975,-0.5781,0.13851,0.078701,9.92013,116.11277,44.44873,0.13971314,347.97524999999996,-0.57789331,1.1677236704272334,4209,55478,358,SDSS_specObj
20088,13.2052,0.6315,0.24329,-0.210518,11.383,185.19897,13.525488,0.24463622,13.205362999999977,0.63153464,0.5998695670881302,4223,55451,982,SDSS_specObj
20111,354.394,0.2481,0.2428,-0.025066,10.934,151.333,18.304852,0.24422309,354.39404,0.24743988,2.3807907641929917,4212,55447,971,SDSS_specObj
2016afk,155.625,15.0966,0.04738,-0.290903,9.44086,55.1058,12.008964,0.0456054,155.62445,15.09642,2.0185082548987103,2590,54175,148,SDSS_specObj
2017,328.943,0.5935,0.26172,1.4185,10.547,56.375233,17.269316,0.26315477,328.94390999999996,0.59346459,3.2783036294404226,4197,55479,920,SDSS_specObj
20227,349.12,-0.0985,0.27585,-1.22544,11.046,62.611523,19.59249,0.27732554,349.12005999999997,-0.09891156,1.4972781414719816,4210,55444,438,SDSS_specObj
20376,319.396,-0.5239,0.2084,-1.19101,10.717,152.36325,16.231739,0.21064758,319.39551000000006,-0.52398019,1.78739314473321,4192,55469,346,SDSS_specObj
20625,5.6834,-0.479,0.10707,-0.101771,10.0166,113.46315,16.359781,0.107963935,5.6831558,-0.47939663,1.676784106671619,391,51782,316,SDSS_specObj
20687,16.7181,1.1541,0.19042,-0.621992,10.976,93.83329,11.629753,0.19157039,16.71785699999998,1.1538974,1.1388286297521086,3736,55214,665,SDSS_specObj
20764,26.1208,0.2298,0.16495,-1.41288,11.011,166.0236,13.361664,0.1659537,26.120816999999988,0.22979322,0.06588725378409417,3639,55205,938,SDSS_specObj
21034,28.1414,1.2441,0.10774,0.064478,10.0033,110.77881,25.235996,0.10855829,28.14236,1.24414,3.4581846900571303,1076,52914,510,SDSS_specObj
22075,29.9631,1.2165,0.1292,-1.67195,10.7935,183.93127,9.608787,0.12996359,29.963686,1.2166167,2.1505596621485914,701,52179,409,SDSS_specObj
2308,34.2729,0.2803,0.1494,0.67412,10.3812,142.07185,17.833735,0.27193442,34.27340300000003,0.28078982,2.5275142537282274,4237,55478,532,SDSS_specObj
2372,40.5207,-0.5409,0.17973,0.30922,10.597,101.90217,18.727545,0.18044177,40.52084000000002,-0.54103168,0.6918922336158968,3651,55247,346,SDSS_specObj
2440,42.6337,0.8078,0.19044,0.42606,10.325,52.219772,23.992428,0.19112192,42.633892,0.80733705,1.8042407707248544,4241,55450,877,SDSS_specObj
2689,24.9003,-0.7587,0.16053,1.3874,11.351,282.1734,19.308666,0.16148943,24.900038,-0.75795991,2.826321423008117,401,51788,284,SDSS_specObj
2789,344.202,0.4011,0.28901,-0.791314,11.224,212.45123,18.557976,0.2905498,344.2020299999999,0.4005799,1.8754720468915764,4206,55471,926,SDSS_specObj
2992,55.497,-0.7827,0.12623,-0.956571,9.72723,40.854286,19.78175,0.12660429,55.497311,-0.78294432,1.4236860258512962,1157,52643,217,SDSS_specObj
300105,351.71,-0.7301,0.09205,0.32783,9.04492,76.41772,28.926424,0.093144305,351.7105,-0.730549,2.4191367406911746,1095,52521,95,SDSS_specObj
3080,16.9323,-1.0395,0.17331,0.10905,10.961,194.36356,17.929773,0.1746119,16.931695999999988,-1.039488,2.1744713213367626,3735,55209,54,SDSS_specObj
3087,20.4067,-0.9772,0.16448,0.52853,9.664,146.7218,54.992886,0.16548094,20.406575999999973,-0.97722053,0.45241285503196205,4228,55484,252,SDSS_specObj
3256,329.268,-0.2235,0.10711,-0.424628,9.894,61.926968,19.712942,0.10826043,329.26748999999995,-0.22345789,1.8422339875135676,4197,55479,36,SDSS_specObj
3451,334.069,0.7081,0.24846,0.69046,10.839,122.45769,19.802572,0.24984457,334.06851000000006,0.70778118,2.104413367267689,4200,55499,958,SDSS_specObj
3452,334.672,0.6392,0.22978,0.90942,9.23,521.3608,180.01407,0.2311672,334.6713,0.63951539,2.7638291406904996,4201,55443,648,SDSS_specObj
350080,130.635,43.9989,0.28588,-0.339335,11.229,179.72621,20.425716,0.28543937,130.63503000000003,43.999035,0.49217044196351056,6783,56284,272,SDSS_specObj
3592,19.0524,0.7919,0.08572,-0.153731,10.1853,86.685555,10.322151,0.086421505,19.052887,0.7906068,4.974634714575132,398,51789,362,SDSS_specObj
360156,150.807,1.8953,0.04656,-0.863374,9.8038,78.10343,7.0060973,0.04550716,150.80631,1.8953358,2.4859840462323315,501,52235,198,SDSS_specObj
370308,131.317,43.3857,0.20087,0.72474,11.239,158.10767,17.152569,0.19976738,131.31777,43.38624,2.7995486048039813,6783,56284,129,SDSS_specObj
4000,31.016,-0.3658,0.27668,-1.09129,10.919,120.57803,19.97816,0.27767766,31.016697000000022,-0.36630493,3.0983923973422343,4234,55478,104,SDSS_specObj
420159,333.685,1.2178,0.18073,0.26889,11.338,111.76655,11.630291,0.18219317,333.6842,1.21712,3.779333219947942,1104,52912,458,SDSS_specObj
460105,129.37,44.0453,0.21084,-1.68923,11.5,199.73999,12.496378,0.21018633,129.37011,44.046562,4.55210775375943,762,52232,511,SDSS_specObj
490007,184.268,46.6275,0.05541,-0.205706,9.16275,41.94386,22.13804,0.054393634,184.26859,46.626946,2.4708831145522847,1451,53117,255,SDSS_specObj
500038,150.193,2.5513,0.10794,1.20471,9.73659,139.21597,36.943027,0.106814764,150.19391,2.5512759,3.273902542021191,500,51994,547,SDSS_specObj
5103,359.884,0.7372,0.16077,-0.229473,9.086,850.0,-3.0,0.16199166,359.88431,0.73684562,1.6949436323833866,4216,55477,675,SDSS_specObj
5533,328.67,0.4134,0.21898,-0.502697,9.959,107.131744,72.878006,0.22025602,328.66992000000005,0.41303423,1.3478976911595668,4198,55480,530,SDSS_specObj
5549,3.2505,0.2482,0.12014,0.25819,8.5812,339.19492,208.30226,0.12124707,3.249869100000012,0.24856347,2.621180174700559,4217,55478,992,SDSS_specObj
5550,3.5983,0.3331,0.15511,1.90274,9.564,43.64736,38.576622,0.15627393,3.5984553999999775,0.33323246,0.735087869560881,4218,55479,820,SDSS_specObj
5751,11.6342,0.8382,0.1295,0.76202,10.1354,77.31112,14.558997,0.13060819,11.634364000000005,0.83817077,0.5996419758953735,3590,55201,680,SDSS_specObj
590194,130.237,44.5243,0.09039,0.27044,9.75408,76.49572,17.445494,0.08949331,130.23703,44.52427,0.1326380010625153,762,52232,602,SDSS_specObj
5957,34.7606,-0.2728,0.27935,-0.167927,10.463,72.27491,25.112139,0.28034478,34.759815,-0.27257684,2.937942834901397,4237,55478,392,SDSS_specObj
6057,52.5536,-0.9746,0.06654,-0.423267,9.52798,106.42979,22.010939,0.06705841,52.553682,-0.97448106,0.5200570828750081,415,51810,281,SDSS_specObj
6196,337.631,-0.5027,0.2799,-1.44873,11.406,189.02924,18.951508,0.2813185,337.63120000000004,-0.50238896,1.3312350452264554,4203,55447,386,SDSS_specObj
6249,3.2656,-0.6201,0.29365,0.60496,10.047,110.53382,37.295124,0.2950725,3.2655947000000083,-0.62026061,0.5785106897576917,4218,55479,303,SDSS_specObj
6406,46.0886,-1.063,0.12393,0.12939,10.0062,88.378555,18.186516,0.12448843,46.088626,-1.0631187,0.4374475132095052,709,52205,41,SDSS_specObj
6422,349.139,-0.6632,0.18515,0.81936,9.765,93.35321,41.4711,0.18644077,349.13885000000005,-0.6634341,1.000902261210746,4209,55478,92,SDSS_specObj
6936,323.234,-0.6998,0.17901,0.045589,10.259,52.237263,25.130718,0.18020777,323.23389,-0.70005738,1.0076313104610963,4194,55450,188,SDSS_specObj
7147,350.018,-0.0554,0.10908,-1.94961,10.039,114.69669,6.951071,0.11022433,350.0185200000001,-0.05560598,2.0135154550510914,4210,55444,276,SDSS_specObj
744,329.198,0.3175,0.1271,1.39569,9.90923,105.093056,18.51413,0.12827982,329.19849,0.31704319,2.4116453845679504,4197,55479,964,SDSS_specObj
762,15.5353,-0.879,0.19025,1.13375,11.236,116.699814,14.603806,0.19139792,15.53606,-0.87966157,3.6271475333214647,693,52254,126,SDSS_specObj
7847,32.4599,-0.0618,0.21174,0.15361,10.696,88.52679,18.335474,0.21283267,32.45970199999999,-0.06168699,0.8207306384506696,4236,55479,520,SDSS_specObj
7876,19.1825,0.7946,0.0752,0.46915,9.78646,49.5344,12.389056,0.07632896,19.18279,0.79361496,3.6966016707487412,398,51789,378,SDSS_specObj
