apogee_id,teff,logg,m_h,mass,age,distance,age_gyr
2M00443718+4040456,3786.699,0.7855553,-0.68193,1.04713,6139421000.0,-9999.0,6.139421
2M01362271+5415023,3582.424,0.6148623,-0.30984,1.198713,4835390000.0,-9999.0,4.83539
2M03585942+5611127,5013.6,2.766265,-2.3933,1.022559,6043282000.0,-9999.0,6.043282
2M04052283+4911567,3456.346,0.5055646,-0.34614,1.139552,5580977000.0,-9999.0,5.580977
2M19361890+2932500,4875.305,2.577446,-0.16013,1.352093,3614378000.0,-9999.0,3.614378
2M19440526+2326478,4694.507,2.366679,0.087208,1.795243,1920685000.0,-9999.0,1.920685
2M19563154+3106201,3955.769,1.796372,-0.32431,1.055907,7331211000.0,-9999.0,7.331211
2M20063994+3314280,3792.242,1.010622,-0.13703,1.310687,4067422000.0,-9999.0,4.067422
2M21510198+1237320,3724.849,1.339452,-0.47218,1.011711,7722431000.0,-9999.0,7.722431
2M23261483+5810546,5424.058,0.6189197,-0.48716,2.081414,1001821000.0,-9999.0,1.001821
2M23333994+4849059,3618.854,0.6174031,-0.33379,1.142204,5582880000.0,-9999.0,5.58288
2M00120998-1756177,4057.223,1.543483,0.09722,1.840373,1837985000.0,-9999.0,1.837985
2M00182075+3023452,4492.34,2.44489,0.0028396,1.110264,7951435000.0,-9999.0,7.951435
2M00254772+0707595,4198.215,1.568771,-0.16434,1.106566,7010152000.0,-9999.0,7.010152
2M00273168+3535143,3452.234,0.09973592,-0.82641,0.7080801,22457870000.0,-9999.0,22.45787
2M00383338+2918431,5038.613,2.522847,-0.55979,1.079712,5884400000.0,-9999.0,5.8844
2M01025662+0753247,4897.179,2.518188,-0.27962,1.351272,3342772000.0,-9999.0,3.342772
2M01040448+3841187,3675.671,0.6878917,-0.43925,1.085591,6191956000.0,-9999.0,6.191956
2M01041945+6134487,5771.224,3.345026,-0.093246,1.936055,1394275000.0,-9999.0,1.394275
2M01051223+1911522,3652.013,0.9238028,0.0059764,1.262565,5156536000.0,-9999.0,5.156536
2M01054129+8719084,4708.826,2.585471,0.056633,1.328667,4614040000.0,-9999.0,4.61404
2M01070015+5656058,4536.144,2.537961,0.092767,1.141383,7972727000.0,-9999.0,7.972727
2M01094391+3537137,3930.647,1.091074,-0.30185,1.439203,2696472000.0,-9999.0,2.696472
2M01112722+2102047,4931.557,2.573431,-0.03542,2.308415,981257300.0,-9999.0,0.9812573
2M01161893+3306531,4705.38,2.566188,0.24187,1.763983,2271843000.0,-9999.0,2.271843
2M01194468+0609427,3574.299,0.6458204,-0.11428,1.182574,5817743000.0,-9999.0,5.817743
2M01301114+0608377,4106.592,1.716425,-0.37309,0.9551927,10066990000.0,-9999.0,10.06699
2M01335435+3536293,3680.888,0.8644678,-0.12936,1.150212,6314051000.0,-9999.0,6.314051
2M01335585+5913554,4891.365,2.539207,-0.22688,1.315198,3777316000.0,-9999.0,3.777316
2M01344905+1827378,3864.808,1.052957,-0.075633,1.154341,6508477000.0,-9999.0,6.508477
2M01355254+4104350,4695.743,2.561286,0.018221,1.08716,8673972000.0,-9999.0,8.673972
2M01391546+1417081,4593.911,2.504373,-0.26121,1.068743,7349987000.0,-9999.0,7.349987
2M01450060+5847286,4911.108,2.509732,-0.33134,1.283698,3818052000.0,-9999.0,3.818052
2M01545578+2750305,5015.607,2.934454,0.098911,2.48251,877822800.0,-9999.0,0.8778228
2M02125999+0850478,5106.946,2.55453,-0.17409,2.625131,627249000.0,-9999.0,0.627249
2M02475454+2914492,4709.998,2.538152,0.070575,1.242653,5861154000.0,-9999.0,5.861154
2M02590369+3510592,4451.78,2.034184,-0.10294,1.279088,4519769000.0,-9999.0,4.519769
2M03044065+1551215,4304.093,1.711097,-0.14465,1.04521,8667904000.0,-9999.0,8.667904
2M03051057+3850243,3619.32,0.6781068,-0.42747,1.074237,6462974000.0,-9999.0,6.462974
2M03113776+1943360,4880.276,2.771569,0.11001,2.133858,1353880000.0,-9999.0,1.35388
2M03535489+1536415,3596.611,0.7972251,-0.17675,1.151454,6068096000.0,-9999.0,6.068096
2M04044170+2204549,4819.438,2.628219,0.091002,1.984946,1533033000.0,-9999.0,1.533033
2M04202463+3434002,5014.943,3.001354,0.11776,2.346095,1061705000.0,-9999.0,1.061705
2M04242550+2901114,3716.59,1.036569,-0.15293,1.201914,5350876000.0,-9999.0,5.350876
2M04355524+1630331,3982.441,1.404772,-0.10794,1.224378,5204929000.0,-9999.0,5.204929
2M04474794+2208218,3624.081,0.743965,-0.037879,1.173586,6345282000.0,-9999.0,6.345282
2M05022869+4104329,4066.148,1.43351,-0.05543,1.364424,3784984000.0,-9999.0,3.784984
2M05032304+5037581,3470.876,0.1033884,-0.84775,0.9193546,8971593000.0,-9999.0,8.971593
2M05093674+6938219,4680.061,2.531244,-0.015581,1.075309,8741873000.0,-9999.0,8.741873
2M05191659+2205475,5075.087,2.983189,0.053476,2.359799,975890700.0,-9999.0,0.9758907
2M05234329+5605202,4703.264,2.289208,-0.45746,1.327934,3181649000.0,-9999.0,3.181649
2M05270744+3408586,3287.415,0.770754,-1.0975,0.9034263,8817211000.0,-9999.0,8.817211
2M06344463+4230128,3893.121,-0.1261452,-1.0699,0.1925471,22220210000.0,-9999.0,22.22021
2M06482229+0532296,3718.234,0.5309193,-0.29752,1.255482,4191901000.0,-9999.0,4.191901
2M06551520+4549351,5012.256,3.152194,0.058457,1.928213,1548965000.0,-9999.0,1.548965
2M07232854+2503021,5194.801,3.305907,0.029384,2.169098,1191712000.0,-9999.0,1.191712
2M07240847+4040206,4615.757,2.099659,0.037524,1.449236,3383080000.0,-9999.0,3.38308
2M07364702+5545181,4663.722,2.71857,0.094832,1.447255,3731425000.0,-9999.0,3.731425
2M07405852+2301067,4027.613,1.578017,0.14028,1.527272,3548172000.0,-9999.0,3.548172
2M07432219+2223582,5035.179,3.131374,-0.0019786,1.989916,1384454000.0,-9999.0,1.384454
2M07565946+1547250,4423.913,2.123178,0.09043,1.542936,3019992000.0,-9999.0,3.019992
2M08004732+1718313,4408.829,1.945764,-0.023319,1.675234,2041778000.0,-9999.0,2.041778
2M08004810+1948583,4716.813,2.282922,0.001555,1.478618,3049498000.0,-9999.0,3.049498
2M08021108+2638162,5061.759,3.177359,0.12462,2.073177,1487321000.0,-9999.0,1.487321
2M08072540+5518051,4775.814,2.767421,0.18591,1.813542,2421739000.0,-9999.0,2.421739
2M08102717+2530268,5218.191,3.489051,-0.070071,1.604966,2244735000.0,-9999.0,2.244735
2M08401279+6419405,4517.833,2.207837,-0.17982,1.336106,3705817000.0,-9999.0,3.705817
2M08483954+1232489,3698.768,0.6829739,-0.14847,1.13814,6447964000.0,-9999.0,6.447964
2M08501230+1151246,3987.938,1.430337,-0.0359,1.359198,3890606000.0,-9999.0,3.890606
2M08555556+1137335,4124.837,1.412703,-0.056662,1.055582,9002237000.0,-9999.0,9.002237
2M09221297+1232571,4912.434,3.292971,-0.47152,1.11067,5625952000.0,-9999.0,5.625952
2M09462333+1148363,4098.345,1.333377,-0.36967,1.266274,3897119000.0,-9999.0,3.897119
2M09524585+2600248,4545.086,2.489177,0.31786,1.516007,3377214000.0,-9999.0,3.377214
2M09555182+2651039,4773.617,2.537591,-0.1733,1.270165,4392697000.0,-9999.0,4.392697
2M10265652+2456511,4738.698,2.578989,0.054414,1.482215,3219035000.0,-9999.0,3.219035
2M10464902+3333349,4722.84,2.526832,-0.14946,1.044073,8667714000.0,-9999.0,8.667714
2M10533444+5435064,4287.74,1.790222,-0.1647,1.208666,5206466000.0,-9999.0,5.206466
2M11050103+0720096,6494.491,3.276573,-0.15117,2.184619,1064551000.0,-9999.0,1.064551
2M11301888-0300128,4034.265,1.257046,-0.37271,1.153154,5274903000.0,-9999.0,5.274903
2M11465561+5537416,4487.452,2.46364,0.32942,1.259706,6285251000.0,-9999.0,6.285251
2M11555839+5635546,4628.005,2.592245,0.0078833,1.05831,9437525000.0,-9999.0,9.437525
2M12011006+0337563,5692.935,3.404689,-0.30613,1.468829,2523824000.0,-9999.0,2.523824
2M12131940+2915234,4665.214,2.768785,-0.007858,1.234897,5482710000.0,-9999.0,5.48271
2M12150848+7012000,4417.06,2.025364,-0.43633,1.014114,7832059000.0,-9999.0,7.832059
2M12202099+0318453,4413.956,1.845149,-0.4252,0.9781784,8946169000.0,-9999.0,8.946169
2M12215625+4710558,4697.015,2.710107,0.10073,1.44456,3800819000.0,-9999.0,3.800819
2M12240149+5133439,5193.709,2.903433,-0.00012302,2.762003,594512800.0,-9999.0,0.5945128
2M12251511+2355344,4717.972,2.324916,-0.12669,1.454165,2926883000.0,-9999.0,2.926883
2M12584733+7528212,4807.089,2.581602,-0.074576,1.645776,2081224000.0,-9999.0,2.081224
2M13371098+7114319,4460.978,2.157884,-0.19152,1.292112,4100014000.0,-9999.0,4.100014
2M14023185+0941100,4809.841,1.538299,-2.5,0.3505719,20437680000.0,-9999.0,20.43768
2M14153968+1910558,4313.223,1.741093,-0.5452,0.9554808,9018629000.0,-9999.0,9.018629
2M14281216-0213406,5497.772,3.372707,-0.040853,1.614856,2245405000.0,-9999.0,2.245405
2M15170588+7149258,4280.54,1.877463,0.0083728,1.373007,3910377000.0,-9999.0,3.910377
2M15223844+6320292,4292.881,2.12092,0.13656,1.087138,9827945000.0,-9999.0,9.827945
2M15260106-0911388,4576.053,0.9980737,-2.495,0.4732792,20435800000.0,-9999.0,20.4358
2M15351620+5355195,4655.603,2.606171,0.31581,1.665424,2508901000.0,-9999.0,2.508901
2M16002376-1220575,3281.302,0.3039564,-1.8408,0.8283488,10757720000.0,-9999.0,10.75772
2M16014101+6648101,4131.743,0.9015672,-1.4011,1.542252,1558327000.0,-9999.0,1.558327
2M16135090-1150160,4347.113,1.910486,-0.064633,1.393823,3505693000.0,-9999.0,3.505693
2M16142073-0341393,3907.381,1.297152,-0.11126,1.201245,5532975000.0,-9999.0,5.532975
2M16303355+2028449,4337.245,1.200515,-1.1436,1.424218,2020186000.0,-9999.0,2.020186
2M16312819+7236443,4314.21,2.094083,-0.021676,1.112417,7728231000.0,-9999.0,7.728231
2M16410057+2451311,4317.271,2.049248,0.0384,1.116913,8058608000.0,-9999.0,8.058608
2M16531756+4724598,4259.295,1.734944,-0.4202,1.390664,2803654000.0,-9999.0,2.803654
2M17063452+2358186,3766.188,0.7991891,-0.66378,0.8207969,14411840000.0,-9999.0,14.41184
2M17214533+5325135,4133.959,1.444833,-0.17049,1.557255,2301608000.0,-9999.0,2.301608
2M17242709+3657069,5235.265,2.90161,-0.042282,2.520169,760057500.0,-9999.0,0.7600575
2M17363764+4835082,4593.522,2.156717,-0.31398,1.365802,3160756000.0,-9999.0,3.160756
2M18103166+5417114,4941.021,3.213785,0.036222,1.425171,3567007000.0,-9999.0,3.567007
2M18255915+6533486,4446.587,2.049626,-0.41179,1.082544,6358238000.0,-9999.0,6.358238
2M18470646+7443316,5059.989,2.720646,-1.3636,0.9114854,8119784000.0,-9999.0,8.119784
2M18534630+5729115,4481.671,2.166355,-0.0017467,1.544329,2648682000.0,-9999.0,2.648682
2M18564503+5748534,4591.871,2.603153,0.10044,1.523551,3211037000.0,-9999.0,3.211037
2M19304330+2757347,4338.8,1.67939,-0.038143,1.032938,9870139000.0,-9999.0,9.870139
2M19362654+5013155,5129.285,2.621961,-0.2976,1.670393,1751747000.0,-9999.0,1.751747
2M19433947+5702337,5013.677,3.076473,-0.30141,1.370513,3150560000.0,-9999.0,3.15056
2M20132760+6038257,4077.863,1.529548,-0.15116,1.109219,7023967000.0,-9999.0,7.023967
2M20312114+5218341,4811.662,2.724639,-0.11376,1.545767,2441964000.0,-9999.0,2.441964
2M20575316+4447171,3516.902,0.07168864,-0.33031,1.039934,7695527000.0,-9999.0,7.695527
2M20592537+5926190,4153.733,1.468614,-0.34735,1.263202,3981784000.0,-9999.0,3.981784
2M21562398+2114233,3923.88,1.258609,-0.096023,1.32037,4091262000.0,-9999.0,4.091262
2M22403085+4416345,4371.628,1.922425,-0.13269,1.423816,3117505000.0,-9999.0,3.117505
2M23292881+3025578,4730.276,1.170526,-2.0232,1.798562,1034741000.0,-9999.0,1.034741
CD_Cyg,5515.229,1.167974,-0.1402,2.433576,799148400.0,-9999.0,0.7991484
FF_Aql,5865.815,1.430056,-0.17725,2.727092,560170600.0,-9999.0,0.5601706
FN_Aql,5648.204,1.512599,-0.2924,3.038192,388257700.0,-9999.0,0.3882577
GQ_Ori,5555.269,1.532066,-0.25545,2.438006,744749200.0,-9999.0,0.7447492
RS_Ori,5766.772,1.380083,-0.21016,3.452866,284974000.0,-9999.0,0.284974
RU_Sct,5215.634,1.114393,-0.27714,2.073452,1117810000.0,-9999.0,1.11781
S_Sge,5836.619,1.495637,-0.031178,3.12478,409346000.0,-9999.0,0.409346
SV_Vul,5075.674,0.8897699,-0.1356,1.872267,1460552000.0,-9999.0,1.460552
T_Mon,5112.768,1.340736,-0.13648,2.053523,1225972000.0,-9999.0,1.225972
T_Vul,5744.881,1.76268,-0.18935,2.664277,595583300.0,-9999.0,0.5955833
TT_Aql,5248.839,1.350267,-0.22418,1.945344,1297997000.0,-9999.0,1.297997
TX_Cyg,5456.851,1.077293,-0.18844,2.118306,1119894000.0,-9999.0,1.119894
V1154_Cyg,5601.078,1.639447,-0.42887,1.843643,1317555000.0,-9999.0,1.317555
WZ_Sgr,5259.66,1.217721,-0.008482,2.506433,786592900.0,-9999.0,0.7865929
X_Cyg,5490.742,1.280146,0.032357,3.881676,230891900.0,-9999.0,0.2308919
Y_Oph,5477.528,1.392063,-0.1478,2.213373,1032891000.0,-9999.0,1.032891
YZ_Aur,5265.258,1.059209,-0.68071,1.692684,1441296000.0,-9999.0,1.441296
2M00003088+5933348,4923.407,2.423551,-0.14333,1.551337,2369249000.0,-9999.0,2.369249
2M00014289+2415111,4506.632,2.172317,-0.31826,1.112652,6158731000.0,-9999.0,6.158731
2M00044199+6709592,4793.312,2.573996,-0.035823,1.497363,2841700000.0,-9999.0,2.8417
2M00045599+2638556,4230.261,1.935054,-0.0071464,1.157471,6829762000.0,-9999.0,6.829762
2M00050116+2740290,4943.604,2.925065,-0.13224,1.671775,1924473000.0,-9999.0,1.924473
2M00050380-0030109,4741.402,2.629523,0.12675,1.540438,3318651000.0,-9999.0,3.318651
2M00052013-0542275,4706.917,2.790901,-0.12805,1.191243,5617153000.0,-9999.0,5.617153
2M00052642-1425198,4894.102,2.749256,-0.069336,1.746236,1776700000.0,-9999.0,1.7767
2M00054195+1323465,5106.634,2.91882,-0.079298,2.521711,743953300.0,-9999.0,0.7439533
2M00062019+4053555,4637.987,2.690966,-0.14841,1.108627,7051811000.0,-9999.0,7.051811
2M00063555+2833124,5009.309,2.994394,0.10891,2.367746,1021963000.0,-9999.0,1.021963
2M00072254+2627025,4734.252,2.856172,-0.23024,1.054301,7878394000.0,-9999.0,7.878394
2M00073518+3140082,4723.613,2.62893,0.11609,1.572437,3025576000.0,-9999.0,3.025576
2M00073769+4004424,4951.053,3.14237,0.17116,2.038369,1719976000.0,-9999.0,1.719976
2M00073790+4008522,4818.382,3.069176,-0.064466,1.151543,6622014000.0,-9999.0,6.622014
2M00093102+1933326,4811.407,2.984879,0.042961,1.416572,3669607000.0,-9999.0,3.669607
2M00101886-0514549,4854.601,3.026079,-0.12561,1.242217,4894858000.0,-9999.0,4.894858
2M00395951+7652162,4642.601,2.946269,0.20631,1.170865,8608899000.0,-9999.0,8.608899
2M00402003+5927517,4634.652,2.430867,-0.055192,1.095782,7913357000.0,-9999.0,7.913357
2M00404236-0421065,4632.559,2.054986,-0.45204,1.387053,2778081000.0,-9999.0,2.778081
2M00410716+3927312,5087.965,2.830821,-0.094661,2.562988,703283500.0,-9999.0,0.7032835
2M00420342+6608511,4802.925,2.487512,-0.13997,1.730991,1748195000.0,-9999.0,1.748195
2M00421454-1148176,4218.157,1.797073,-0.19677,1.034222,8635532000.0,-9999.0,8.635532
2M00424761+3006093,4798.654,2.591681,-0.016915,1.324295,4307237000.0,-9999.0,4.307237
2M00425274+1639450,4598.132,2.453532,0.12352,1.236336,6504870000.0,-9999.0,6.50487
2M00435010-1200419,4657.9,2.963984,0.16699,1.100146,9862792000.0,-9999.0,9.862792
2M00440298+7049242,5088.059,3.020501,-0.023572,2.403525,881695900.0,-9999.0,0.8816959
2M00441140-1036344,4839.135,2.661286,-0.015222,1.691062,1999198000.0,-9999.0,1.999198
2M00462434+3056336,4911.526,3.401876,0.068198,1.379861,4146849000.0,-9999.0,4.146849
2M00462703+3057056,4936.08,3.392536,0.063622,1.520196,3011883000.0,-9999.0,3.011883
2M00470143+1158256,4915.063,2.936978,0.080765,1.978097,1518591000.0,-9999.0,1.518591
2M00481742+0717596,4642.644,2.290273,-0.17428,1.247507,4657026000.0,-9999.0,4.657026
2M00490968+2843093,5030.042,3.080688,0.013648,2.133596,1223238000.0,-9999.0,1.223238
2M00491615+4104545,4771.497,2.739095,-0.15239,1.36417,3530478000.0,-9999.0,3.530478
2M00503858+2535059,5084.629,3.047431,-0.021934,2.282178,1018761000.0,-9999.0,1.018761
2M01172412+3144404,4600.147,2.689001,0.032892,1.268738,5217747000.0,-9999.0,5.217747
2M01174530+5637537,4957.586,2.919547,0.20134,2.515386,943041500.0,-9999.0,0.9430415
2M01191080+7647477,4599.791,2.556814,0.27789,1.386776,4534321000.0,-9999.0,4.534321
2M01192413+1808159,4786.558,3.020992,0.087834,1.324364,4896554000.0,-9999.0,4.896554
2M01201938+7734143,4985.874,2.493549,-0.47138,1.163962,4821084000.0,-9999.0,4.821084
2M01202781-1114203,4729.877,2.612652,0.055905,1.360475,4264298000.0,-9999.0,4.264298
2M01203458-0314490,4892.065,2.772041,0.016763,1.866627,1590476000.0,-9999.0,1.590476
2M01204065-1353237,4979.327,2.88025,0.11386,2.420307,963481400.0,-9999.0,0.9634814
2M01210738+2844177,4210.815,1.870748,-0.078505,1.218897,5405268000.0,-9999.0,5.405268
2M01211750-0609340,4923.871,2.637275,-0.16303,1.707568,1786866000.0,-9999.0,1.786866
2M01215829+1236149,4935.924,3.290061,0.052503,1.437809,3541710000.0,-9999.0,3.54171
2M01220270+7901307,4485.582,2.328805,0.20301,1.127863,9528293000.0,-9999.0,9.528293
2M01222043+4531437,4779.455,2.679547,0.16808,1.859944,2173997000.0,-9999.0,2.173997
2M01222228+1649324,4666.309,2.649672,-0.14123,1.21393,5222167000.0,-9999.0,5.222167
2M01223405-0348010,4619.608,2.477663,0.12535,1.180744,7518691000.0,-9999.0,7.518691
2M01223482-0026588,4755.166,2.686041,0.076119,1.580945,2722228000.0,-9999.0,2.722228
2M01223695+0143347,3996.135,1.395546,-0.10371,1.245203,4937048000.0,-9999.0,4.937048
2M01225360+1121595,4611.761,2.796283,0.14714,1.089067,9904436000.0,-9999.0,9.904436
2M01254154+4447116,4831.777,3.043683,-0.0014076,1.315289,4467481000.0,-9999.0,4.467481
2M01255235-0355384,4411.098,2.418708,0.44508,1.304475,5577915000.0,-9999.0,5.577915
2M01255517-0830159,4765.593,2.689339,0.18749,1.864137,2244658000.0,-9999.0,2.244658
2M01255599+6807480,4795.135,2.69794,0.078863,1.70578,2178609000.0,-9999.0,2.178609
2M01262359+2004148,4999.51,3.200845,0.051562,1.801332,1796898000.0,-9999.0,1.796898
2M01264167+1914255,4668.548,2.481574,-0.0057592,1.300996,4614591000.0,-9999.0,4.614591
2M01560933+3715066,4733.876,2.447905,-0.17438,1.225753,4934806000.0,-9999.0,4.934806
2M01572105+1749033,5151.338,3.041258,-0.081793,2.168632,1122942000.0,-9999.0,1.122942
2M01580327+4938338,4476.31,2.513417,0.030949,1.066344,9386089000.0,-9999.0,9.386089
2M01580554+7622122,4696.106,2.761396,-0.36076,1.134341,5613437000.0,-9999.0,5.613437
2M01583350+4912154,4803.636,2.782294,-0.14499,1.443828,2956546000.0,-9999.0,2.956546
2M01584597-1118036,4555.199,2.382616,-0.23196,1.078997,7265133000.0,-9999.0,7.265133
2M01593566+2103307,4798.703,2.508027,-0.12616,1.333268,3876233000.0,-9999.0,3.876233
2M01595840+0602076,4787.626,2.501115,-0.33589,1.037566,7727076000.0,-9999.0,7.727076
2M02004944-0828182,4899.021,3.375816,-0.032498,1.098833,7989320000.0,-9999.0,7.98932
2M02011031+2426397,5110.642,2.978436,-0.076877,2.44077,820077600.0,-9999.0,0.8200776
2M02020789+2824009,4875.667,2.921389,0.12679,1.938067,1738968000.0,-9999.0,1.738968
2M02025703+7754586,5054.327,2.307917,-0.26105,2.205392,978586100.0,-9999.0,0.9785861
2M02025856-1518212,5021.85,2.8241,0.057109,2.61437,724920600.0,-9999.0,0.7249206
2M02034815-0020249,4901.99,2.952971,-0.016905,1.64001,2180567000.0,-9999.0,2.180567
2M02042117+2555124,4966.367,2.756632,-0.099977,2.025789,1280003000.0,-9999.0,1.280003
2M02045100+0744085,4663.412,2.522779,-0.0094407,1.065778,9067236000.0,-9999.0,9.067236
2M02053160+7606541,5009.797,2.695197,-0.025727,2.597223,701796600.0,-9999.0,0.7017966
2M02065596+2619243,4755.743,2.910696,-0.097136,1.163754,6223975000.0,-9999.0,6.223975
2M02070253-0836228,4964.476,2.464106,-0.35607,1.396544,2869961000.0,-9999.0,2.869961
2M02083175-0640408,5011.91,2.697355,-0.21059,2.013762,1225232000.0,-9999.0,1.225232
2M02100774+5350352,5017.091,2.820544,-0.042274,2.447799,828050600.0,-9999.0,0.8280506
2M02380205+7249057,5103.678,3.044252,-0.041988,2.337746,944699000.0,-9999.0,0.944699
2M02390344+1038132,4797.51,2.448514,0.027892,1.542251,2740188000.0,-9999.0,2.740188
2M02401764+3435056,4997.829,3.322999,-0.14351,1.193224,5520841000.0,-9999.0,5.520841
2M02403358+0151586,4850.094,2.585691,-0.14524,1.241307,4835581000.0,-9999.0,4.835581
2M02404734+0253546,4771.099,2.628893,-0.35437,1.105188,6150759000.0,-9999.0,6.150759
2M02414832-0312494,4624.807,2.200709,-0.066046,1.754369,1758699000.0,-9999.0,1.758699
2M02420009+1032413,4494.762,2.42503,0.25035,1.139124,8899574000.0,-9999.0,8.899574
2M02420072+3056087,4914.162,2.999555,0.25367,2.260662,1206520000.0,-9999.0,1.20652
2M02425951+5331340,4677.18,2.554175,0.061715,1.239999,5831616000.0,-9999.0,5.831616
2M02432892-0231536,4899.406,2.792727,-0.095737,1.571966,2348816000.0,-9999.0,2.348816
2M02435555-0754450,4597.234,2.822919,0.30243,1.299629,5649154000.0,-9999.0,5.649154
2M02441912+1745501,4687.448,2.738252,0.11738,1.503873,3484347000.0,-9999.0,3.484347
2M02444813+2136507,4910.349,2.982756,-0.29186,1.384977,3064669000.0,-9999.0,3.064669
2M02465832+3559004,5023.338,2.882446,-0.052754,2.346699,929613800.0,-9999.0,0.9296138
2M02475454+2914492,4688.65,2.597857,0.089881,1.4266,3868148000.0,-9999.0,3.868148
2M02483208+1817018,4447.467,2.042684,-0.2329,1.363814,3344773000.0,-9999.0,3.344773
2M02533823+0158093,4769.385,2.631736,-0.69857,0.9818971,7585023000.0,-9999.0,7.585023
2M02543883-0519509,4804.961,3.174361,0.16599,1.172678,8243569000.0,-9999.0,8.243569
2M02545791-0318248,4736.586,2.556616,-0.077996,1.097562,7721605000.0,-9999.0,7.721605
2M02551404+0026126,4638.809,2.503225,0.052525,1.129993,7860443000.0,-9999.0,7.860443
2M03224525+2044315,4433.081,2.200677,0.13518,1.441636,4168507000.0,-9999.0,4.168507
2M03241013+1237465,4944.718,2.636902,0.27093,2.699054,728176300.0,-9999.0,0.7281763
2M03241847+2443267,4505.396,2.58249,0.15989,1.237553,6998216000.0,-9999.0,6.998216
2M03252031-0439188,5018.532,2.991488,0.04152,2.234535,1119233000.0,-9999.0,1.119233
2M03263538+2842543,4059.001,3.199951,-0.32614,1.361865,3166367000.0,-9999.0,3.166367
2M03280097-1117119,4747.095,2.68832,0.20837,1.848136,2300977000.0,-9999.0,2.300977
2M03282127+2616142,4620.331,2.85307,0.30715,1.283957,5888066000.0,-9999.0,5.888066
2M03282658+2248147,4804.422,3.002127,-0.29219,0.979956,9721259000.0,-9999.0,9.721259
2M03283020+4010157,4752.909,3.01326,0.12788,1.289188,5771320000.0,-9999.0,5.77132
2M03284901+3548266,4503.431,2.593222,0.043116,1.075733,9209940000.0,-9999.0,9.20994
2M03293914-0648159,4858.816,2.653861,0.0018022,1.863282,1579240000.0,-9999.0,1.57924
2M03304541+0611192,5053.495,2.735438,-0.11322,2.566027,693747600.0,-9999.0,0.6937476
2M03314005-0329517,4891.987,2.80508,0.057655,2.08166,1335288000.0,-9999.0,1.335288
2M03332119+1346566,4825.862,3.034229,0.18905,1.61602,3405629000.0,-9999.0,3.405629
2M03355766-1111376,4982.73,2.698173,-0.26862,1.646103,1850889000.0,-9999.0,1.850889
2M03364773-1405576,5130.203,3.402526,-0.24878,1.315528,3719404000.0,-9999.0,3.719404
2M03382925-0723304,4974.203,2.791684,-0.0082176,2.287055,1020458000.0,-9999.0,1.020458
2M03391704+1353296,5061.632,3.301892,-0.087147,1.670976,1979228000.0,-9999.0,1.979228
2M03392541-1026140,4711.008,2.465659,-0.22087,1.162607,5688053000.0,-9999.0,5.688053
2M03392574+1632121,5048.61,3.021436,0.072636,2.447352,892779000.0,-9999.0,0.892779
2M04104776-0849114,4793.664,2.554606,0.040113,1.65808,2229139000.0,-9999.0,2.229139
2M04113165-0025210,4720.042,2.611831,0.088334,1.507985,3231529000.0,-9999.0,3.231529
2M04115408+6302269,4909.131,3.028706,0.016918,1.658228,2171792000.0,-9999.0,2.171792
2M04121376+7901481,4582.354,2.490166,-0.12473,1.33991,3817610000.0,-9999.0,3.81761
2M04123299-0230448,5038.942,3.368984,-0.048043,1.604553,2277916000.0,-9999.0,2.277916
2M04125623-0623177,4697.324,2.644373,-0.13998,1.262447,4591207000.0,-9999.0,4.591207
2M04134111+4905385,4955.165,3.019898,-0.26938,1.297571,3836554000.0,-9999.0,3.836554
2M04134483+7207342,4876.972,2.799727,0.015822,1.751357,1860541000.0,-9999.0,1.860541
2M04134982+1245134,4639.362,2.50479,0.090707,1.271971,5604238000.0,-9999.0,5.604238
2M04135637+0915497,5116.627,2.664685,-0.16096,2.718316,570530700.0,-9999.0,0.5705307
2M04142369-1015226,4596.814,2.518084,0.1671,1.65771,3019930000.0,-9999.0,3.01993
2M04151036+2954077,4778.529,3.285839,0.25811,1.179862,7877017000.0,-9999.0,7.877017
2M04170809+5751372,4671.892,2.766411,0.080642,1.495415,3269007000.0,-9999.0,3.269007
2M04171922-0628201,4876.07,2.607686,0.074152,2.285235,1086490000.0,-9999.0,1.08649
2M04194460+1416257,4769.188,3.18306,-0.080615,1.080053,8146190000.0,-9999.0,8.14619
2M04195362-1223567,5076.801,2.888444,0.010442,2.595653,717624800.0,-9999.0,0.7176248
2M04200995+3157113,4067.786,1.598953,-0.017187,1.346159,4078351000.0,-9999.0,4.078351
2M04212705-0005532,4288.864,2.123734,0.024659,1.076427,9031588000.0,-9999.0,9.031588
2M04260630+3126203,4957.029,2.921582,0.12581,2.307183,1127066000.0,-9999.0,1.127066
2M04263638+1442494,4983.676,2.583159,-0.1454,2.19202,1059181000.0,-9999.0,1.059181
2M04264106-0624147,5121.17,3.090369,-0.01757,2.280113,1023534000.0,-9999.0,1.023534
2M05002074+8111388,4334.374,2.001636,-0.065471,1.384257,3583254000.0,-9999.0,3.583254
2M05004725+0434034,4816.313,2.585315,-0.11906,1.191686,5648956000.0,-9999.0,5.648956
2M05015035+0043194,4464.183,2.191431,0.0424,1.440048,3475447000.0,-9999.0,3.475447
2M05021983+7416095,4010.496,1.463308,-0.13362,1.149514,6306198000.0,-9999.0,6.306198
2M05023147+0725264,5038.494,2.898212,-0.12386,2.157025,1112826000.0,-9999.0,1.112826
