apogee_id,teff,logg,m_h,alpha_m,fe_h,c_fe,n_fe,glon,glat,dist50,dist16,dist84,mass50
2M18140181-2303176,3675.494,1.019634,0.15992,0.0247954,0.15355,0.03880601,0.104806,8.27762032,-2.60769248,7.395791,7.31757,7.990815,1.020047
2M18140463-2308058,3932.195,1.498834,0.27482,0.0340519,0.26865,0.049068,0.19714,8.21235657,-2.65535593,5.65627,5.46891,5.982768,0.9989247
2M18140706-2259262,4418.756,2.15572,0.24214,0.141265,0.23296,0.072109,0.4549201,8.3438015,-2.59475732,2.441345,2.412554,2.476856,2.291829
2M18140717-2304372,4334.53,2.140364,0.12619,0.0349125,0.097932,0.064721,0.302088,8.26798916,-2.63629007,1.970986,1.952932,2.017797,1.224307
2M18140980-2327327,3902.021,1.603999,0.44198,0.015248,0.43606,0.081815,0.25762,7.93647194,-2.82719469,5.141735,4.921241,5.400212,1.14691
2M18141417-2315510,4012.41,1.601702,0.20954,0.037739,0.2066,0.008535907,0.32795,8.11602879,-2.74903965,4.858678,4.513702,6.01518,1.236924
2M17301402-1659335,4639.767,2.477143,0.23952,-0.031009,0.22056,-0.01129,0.29828,8.29244995,9.32552338,1.001603,0.9873622,1.021466,1.390429
2M17302590-1728089,4700.942,2.435732,0.023447,0.048675,0.015147,0.0115027,0.24451,7.90982676,9.03124237,1.559253,1.503153,1.616131,1.142653
2M17303224-1704441,3749.004,1.356123,0.32454,0.008268001,0.31002,0.068434,0.24189,8.25771046,9.21810722,6.987418,6.883238,7.037168,0.985
2M17303334-1735435,4336.551,1.826033,-0.47221,0.203165,-0.48361,0.08621302,0.11473,7.81771564,8.93880272,3.585544,3.441666,3.764998,0.9344594
2M17303479-1712333,4279.277,1.75495,-0.41857,0.245365,-0.4374,0.07282999,0.27753,8.15150833,9.14002514,3.830373,3.35215,4.99215,1.175663
2M17304126-1657052,3759.335,0.8418384,-0.17985,0.126965,-0.21516,0.054592,0.14265,8.38640594,9.25562477,5.432454,5.176462,6.177304,1.201216
2M17304281-1733497,3746.611,0.8744614,-0.068764,0.050653,-0.080646,0.0161268,0.232202,7.86512709,8.92387009,3.447806,3.153024,3.792001,1.14986
2M12573499+2842315,4769.167,3.017781,-0.2094,0.253955,-0.21145,0.14866,0.1688,82.6280136,87.9166946,1.20646,1.17624,1.247224,0.9729099
2M12573938+2630186,4533.653,1.193693,-1.494,0.250025,-1.465,-0.5891598,0.21412,9.09552956,88.4791107,6.103744,5.912338,6.234171,0.839895
2M12574048+2628149,4880.756,1.601682,-1.3587,0.179835,-1.3386,-0.5607101,0.40524,7.99515533,88.4608078,9.145443,8.73994,10.26117,1.599619
2M12574557+2701516,6335.935,4.08858,0.017437,-0.0110017,0.01454,-0.022652,0.312257,29.3338795,88.5895157,0.3301059,0.3261909,0.3348773,1.306237
2M12575467+2835324,4661.733,2.370876,-0.14785,0.191235,-0.15744,0.17252,0.18419,78.9660568,87.9530792,1.579411,1.548445,1.617033,0.9378106
2M12582845+2636529,4745.303,2.892807,-0.17455,0.154475,-0.17455,0.1075,0.07109,15.205205,88.3489761,0.5268753,0.5189574,0.5340372,0.9857073
2M12582896+2837252,5359.209,3.740739,0.13563,0.0222089,0.13456,-0.03749901,0.1132,77.1868591,87.8414536,0.5348146,0.5342025,0.5364743,1.258
2M12583057+2756388,4886.361,3.025532,-0.44228,0.235285,-0.44475,0.08230901,0.03375202,60.8303909,88.232872,2.054275,1.970629,2.215222,1.158296
2M12583598+2711429,6130.278,4.020512,-0.24634,0.0409953,-0.24531,0.07820399,-0.49017,35.7448654,88.4056244,0.2467944,0.2453531,0.2492053,1.138784
2M12584731+2604068,4756.598,2.390931,-0.28026,0.205615,-0.2985,0.13282,0.12568,0.524543464,88.0447845,1.302894,1.274107,1.341451,0.9427496
2M12590217+2657335,4599.845,2.616564,0.092578,0.053858,0.087634,0.04388601,0.200904,27.6582756,88.2997513,0.8550798,0.8376307,0.8674613,1.099
2M12592914+2809184,4807.162,3.238525,0.16568,0.0217754,0.15953,-0.007879987,0.21639,63.3418083,87.9431686,1.131017,1.129721,1.154041,1.138
2M12593502+2838094,4841.519,2.759825,-0.51146,0.244395,-0.51673,0.09788501,0.11427,73.3524246,87.6521378,2.258114,2.191898,2.325968,1.271958
2M12595433+2837537,5135.979,2.966144,-0.26723,0.063177,-0.267,-0.10239,0.20788,72.2002106,87.5999069,0.4624231,0.4547347,0.4723134,1.85071
2M13000712+2713281,4858.07,2.422908,-0.2991,0.08148,-0.30316,-0.008415014,0.16482,36.278019,88.0670624,0.8061626,0.7913189,0.8223528,0.9323764
2M13002174+2646026,5863.09,3.957055,-0.018886,0.0072854,-0.019568,0.0082903,0.173882,23.1518593,87.9787216,0.3050799,0.3025604,0.3090153,1.165342
2M13002453+2833221,4642.746,2.65733,-0.0092223,0.045835,-0.017151,-0.0404593,0.1819187,69.2051926,87.5565109,1.099263,1.064915,1.141487,1.265738
2M13003092+2827319,5977.33,3.959198,-0.14813,0.0174363,-0.14636,0.004610091,0.024693,66.9921875,87.5916901,0.2650749,0.2633055,0.2674202,1.127018
2M13003747+2715225,6090.572,3.866151,-0.16706,0.0310103,-0.15856,0.04519099,0.05156599,37.0388145,87.9532318,0.522475,0.5087588,0.5369757,1.401881
2M13004843+2748037,4601.133,2.534563,0.075934,0.0293422,0.069238,-0.042498,0.235826,51.405098,87.8156052,1.229255,1.192795,1.267537,1.473866
2M13010369+2608161,4859.924,2.747638,-0.50933,0.139345,-0.50486,0.02145001,0.079566,8.74446678,87.632309,1.687229,1.62212,1.744777,0.948059
2M13010652+2814499,4838.845,3.01339,-0.2006,0.105066,-0.20314,0.016633,0.06188101,61.0826302,87.5845184,1.076926,1.053409,1.095619,1.094391
2M13013278+2657323,4892.503,3.15973,-0.37895,0.289435,-0.37864,0.13136,0.036605,29.2037392,87.7429123,1.08175,1.06756,1.13079,0.9129519
2M13013687+2735570,4731.884,2.30669,-0.32775,0.242975,-0.33463,0.09869301,0.14787,45.2853584,87.6920547,1.875481,1.829105,1.91467,0.8972404
2M13014078+2616267,5996.405,4.042614,-0.22284,0.0372863,-0.21318,-0.01638159,0.44738,13.0311108,87.5583954,0.5423731,0.5289556,0.5595794,1.0717
2M13014578+2757406,4625.476,2.455478,-0.28039,0.224505,-0.28462,0.08522899,0.24623,53.5239716,87.5645523,1.437207,1.403727,1.491467,1.215837
2M13021347+2709280,5898.637,3.839026,-0.38799,0.0520313,-0.38408,0.10753,-0.08472699,34.2499886,87.6002197,0.7131022,0.6958814,0.7322753,1.087805
2M13023611+2631455,4018.574,0.800664,-1.2077,0.258915,-1.2047,-0.13476,0.31062,20.0402145,87.4385071,11.00584,10.97808,11.19554,0.764
2M13025250+2749475,5763.965,3.900554,-0.16646,0.0211783,-0.16161,0.040199,-0.18686,49.0471535,87.3682098,0.6582336,0.6303298,0.6778895,1.091665
2M13025414+2623277,4816.59,2.415213,-0.31107,0.162615,-0.3209,0.0133197,0.1235,17.5082245,87.3368607,0.6642406,0.6506067,0.6786261,0.9643518
2M13030193+2738134,4642.721,2.546925,-0.34906,0.266425,-0.3576,0.11727,0.09349,44.7764511,87.3765182,1.348552,1.310247,1.380355,0.9865108
2M13033113+2742275,5914.975,4.101474,-0.0062129,-0.0192437,0.0011046,-0.0007813,0.3355425,45.8178482,87.2572784,0.5245782,0.5053011,0.535831,1.032409
2M13033749+2735307,4892.584,2.466674,-0.22445,0.037713,-0.23035,-0.08183099,0.18176,43.3500633,87.2547684,0.6858596,0.67381,0.6976505,1.344688
2M13034252+2807265,4895.932,3.059216,-0.18515,0.085491,-0.19477,0.029332,0.15959,53.7584229,87.1055679,0.5078607,0.4983313,0.5184786,1.096998
2M13034902+2739198,5907.042,4.243521,-0.24138,0.0112572,-0.23499,0.039112,0.3895,44.5016594,87.2022018,0.5026802,0.4922407,0.5093676,0.9554737
2M13035433+2812319,4760.17,2.858126,-0.046232,0.051603,-0.052048,-0.010184,0.179506,55.0272865,87.0357666,0.7240941,0.7225025,0.7599182,1.151277
2M13041065+2743309,6273.687,4.122234,0.090335,-0.0310007,0.087885,-0.0018555,-0.49648,45.5857201,87.110878,0.2865122,0.2845284,0.2887568,1.334457
2M13041782+2720367,4312.652,1.163321,-1.26,0.160195,-1.2522,-0.4233199,0.11718,37.971653,87.1336823,12.27054,11.99595,12.60978,0.7866113
2M13041806+2806250,6394.571,4.029743,0.057282,-0.0222057,0.053569,0.032646,-0.459347,52.6276894,86.9874191,0.2352491,0.2328998,0.2368131,1.489061
2M13042143+2618256,4880.676,2.377519,-0.38047,0.105336,-0.38831,-0.01126403,0.15287,17.7727337,87.0005722,0.8221356,0.8054122,0.8402677,0.8953408
2M13043112+2824273,6141.157,4.311363,-0.060394,-0.0534247,-0.060331,-0.104573,0.454347,57.5375404,86.8364334,0.4282627,0.4209098,0.4345789,1.038997
2M13043358+2736325,4931.591,3.41679,-0.021415,0.069502,-0.032212,0.0060254,0.07415099,43.052948,87.0474777,0.3450747,0.3422886,0.348163,1.075
2M13043527+2616047,4877.298,2.586501,-0.040562,-0.002304999,-0.041388,-0.132774,0.233746,17.3470802,86.9397278,0.5429897,0.5331789,0.5595903,1.719067
2M16093908+2347128,4133.874,1.404083,-0.45037,0.274945,-0.44635,0.13443,0.093591,40.1566925,45.4174461,4.425898,4.211225,4.788785,1.146592
2M16093984+2442064,4158.98,1.449879,-0.56676,0.214095,-0.64337,0.07786578,0.153145,41.4205971,45.6480331,4.069698,4.040228,4.112365,0.859
2M16094424+2433453,4841.16,3.306144,-0.073416,0.144635,-0.076037,0.05874699,0.024095,41.2337418,45.5972786,0.7303324,0.7190671,0.7345517,1.001628
2M16094695+2410551,4957.657,2.389663,-1.2219,0.365885,-1.1892,-0.105444,0.4163001,40.7116737,45.4910164,4.113009,3.939203,4.24196,0.8610536
2M16094808+2346238,4503.208,2.43046,0.13341,0.080405,0.16354,-0.0008269995,0.22667,40.1508026,45.3807602,9.956061,9.670491,10.93923,1.132811
2M16094982+2231268,4844.704,2.498709,-0.54107,0.093311,-0.541,0.02389002,0.14849,38.4478035,45.0330582,2.811258,2.678279,2.923658,1.154569
2M16095131+2246013,4840.137,2.515375,-0.44648,0.238485,-0.46838,0.13561,0.02987748,38.7801018,45.095932,2.649616,2.532811,2.735933,1.552887
2M16095301+2356192,6279.955,4.29837,-0.056772,-0.0157487,-0.058022,-0.019591,-0.39262,40.3851242,45.4058952,0.4002253,0.3972325,0.4041731,1.147863
2M16100026+2209152,4692.003,2.929138,-0.05305,0.07961001,-0.039224,0.040435,0.084933,37.9632225,44.8886185,1.001835,0.9977979,1.00351,0.9431292
2M16100036+2220178,4896.911,2.377496,-0.34949,0.295945,-0.36811,0.11998,0.24493,38.2122879,44.9412422,0.7937341,0.782078,0.8067911,0.9380904
2M16100093+2351209,4825.608,2.501464,-0.27429,0.104694,-0.29396,0.03059801,0.19934,40.2824707,45.3551445,1.83531,1.83295,1.9505,0.9578892
2M16100207+2415280,4772.954,2.686749,-0.60685,0.318535,-0.60749,0.14877,0.095083,40.8371506,45.4548645,1.993,1.950421,2.037828,0.9675577
2M16101704+2456140,4257.542,1.543919,-0.44301,0.250735,-0.46188,0.114149,0.22997,41.7962646,45.569519,1.656148,1.609375,1.697268,0.9674119
2M16101801+2500108,4834.661,2.404624,-0.37308,0.262405,-0.38103,0.20702,0.09044001,41.8886642,45.5820045,2.242358,2.186877,2.298215,0.893966
2M16102076+2401178,4803.313,3.145523,0.15623,0.051425,0.12979,-0.05996699,0.31049,40.5381889,45.3254204,0.8543031,0.8428484,0.8617631,1.301875
2M16102077+2412414,4855.558,2.864789,-0.45853,0.193165,-0.44043,0.07189998,0.0008699894,40.7992821,45.3743286,1.954776,1.886853,2.070406,1.029693
2M16102104+2236458,4689.48,2.369342,-0.62731,0.248575,-0.63118,-0.01431102,0.08873004,38.6160202,44.9429131,2.138398,2.09477,2.184031,0.9245742
2M16102850+2315307,6181.57,3.927266,0.06166,-0.0232037,0.063206,-0.016899,-0.264436,39.5050964,45.0943222,0.3064135,0.3016738,0.3069483,1.466827
2M16102859+2307533,4880.477,2.899822,-0.58881,0.278625,-0.60726,0.13193,0.05644596,39.332119,45.0593033,1.367316,1.337505,1.406464,0.935963
2M16103810+2324186,4750.347,2.124014,-0.48445,0.263505,-0.49217,0.07510298,0.15781,39.7191277,45.0986404,3.666461,3.526779,3.747739,0.8875055
2M16103953+2409507,4261.894,1.024961,-1.2412,0.260325,-1.2179,-0.4271599,0.3152301,40.7601204,45.2932587,9.745506,9.085449,10.07535,0.7853993
2M16104309+2356458,4552.849,2.401195,-0.2105,0.202765,-0.22998,0.12773,0.22275,40.4659386,45.2237091,1.369977,1.331503,1.397125,1.040575
2M16104636+2242007,4852.955,2.686076,-0.60586,0.270525,-0.60606,0.02217901,0.18395,38.7732391,44.8741188,2.955635,2.788864,3.113153,1.148472
2M16104717+2325014,4881.807,2.936532,-0.1054,0.051875,-0.099998,-0.276772,0.326118,39.7486076,45.0684357,0.9168192,0.8950886,0.949853,1.387064
2M16104988+2334203,4842.036,2.8712,-0.46795,0.09392,-0.4635,0.06072602,0.07338101,39.9643517,45.1001053,1.225147,1.17765,1.284073,1.079101
2M16105053+2424103,4845.927,1.879711,-1.6449,0.373545,-1.611,-0.18101,0.60067,41.1035385,45.3137894,5.155341,5.013728,5.410684,0.7986668
2M16105294+2247467,4647.802,2.569896,-0.36512,0.248705,-0.38716,0.100962,0.108309,38.913414,44.8767662,2.449212,2.392146,2.511044,0.972454
2M16105522+2329557,4616.169,2.917541,0.24535,0.01251,0.2285,0.070686,0.24344,39.8718109,45.0607758,1.296721,1.266687,1.326626,1.158236
2M16110274+2234051,4847.689,3.047371,-0.33511,0.172375,-0.33825,0.06941101,0.09855601,38.6195641,44.776432,1.498179,1.468579,1.532361,0.976111
2M16111164+2412587,4886.584,3.269557,-0.24995,0.183205,-0.24705,0.056881,0.12793,40.8763504,45.1887093,1.344417,1.324379,1.371034,0.9352375
2M16111369+2243526,4712.201,2.918101,0.18845,0.014307,0.16806,-0.01060101,0.28113,38.8568916,44.7820358,0.6176974,0.6116279,0.6252432,1.312
2M16111413+2502284,4504.869,2.019805,-0.59291,0.286425,-0.58081,-0.01777476,0.026061,42.0149879,45.3857384,5.786008,5.529269,5.934379,0.929918
2M16111693+2232196,4403.12,1.701251,-0.75837,0.237865,-0.73024,0.04567701,0.06795901,38.6018219,44.7157364,1.250338,1.218412,1.283032,0.8942863
2M16112111+2402271,5095.643,3.61074,0.00050378,0.045095,0.00058866,-0.05796988,0.2691951,40.6491776,45.1086273,0.7060888,0.6991403,0.7137288,1.357173
2M16115777+2329181,4670.316,2.410634,0.049373,0.047427,0.030504,0.065394,0.0229979,39.9483109,44.8277321,2.417585,2.350729,2.49864,0.9115004
2M16120244+2212304,4714.95,1.254812,-1.9813,0.330545,-1.9131,-0.2193201,0.78239,38.2280312,44.4530678,11.66855,11.19827,11.88882,0.7267804
2M16120308+2331167,5232.724,2.710309,-0.80689,0.170975,-0.80582,-0.01353103,-0.13099,40.0007057,44.8170662,4.035233,3.890516,4.205284,1.605951
2M16120576+2218597,4848.757,2.426958,-0.40901,0.254105,-0.42278,0.14402,0.22381,38.3782883,44.4720078,1.471162,1.409847,1.514226,1.092735
2M16122190+2359267,6125.856,4.287525,-0.077746,-0.0224767,-0.075167,-0.03536099,0.003633708,40.665966,44.8722076,0.4433808,0.4397058,0.4472294,1.097713
2M16122428+2357283,5130.993,2.332806,-0.70606,0.174055,-0.69541,-0.05670696,0.22135,40.6245193,44.8548622,7.357564,7.197734,7.523681,0.8157654
2M16122436+2241381,4473.656,1.053931,-1.998,0.314095,-1.9369,-0.35598,0.01074398,38.9139328,44.5108833,8.476624,8.311815,8.689467,0.7364172
2M16122547+2220408,4813.513,3.00238,-0.45183,0.297515,-0.44425,0.12904,0.09102598,38.4465523,44.4073448,2.610505,2.555548,2.737148,0.9530388
2M16122941+2320019,4680.781,2.203026,-0.65163,0.286625,-0.66489,0.049119,0.1321,39.7849236,44.6695061,1.872929,1.840914,1.920106,0.9208728
2M16123248+2314389,4877.435,3.243191,-0.29698,0.230445,-0.29257,0.09297401,0.10191,39.6681023,44.6337128,2.68319,2.591338,2.78189,0.9743692
2M16123896+2347271,4678.022,2.388231,0.034371,0.058013,0.026832,-0.062305,0.247159,40.4182281,44.7569427,1.606393,1.577281,1.641115,0.9870774
2M16124307+2343027,5072.429,3.44238,-0.22939,0.075216,-0.23143,0.013258,0.035643,40.3243866,44.722332,1.38397,1.329601,1.437429,1.225366
2M16125478+2432038,4263.872,1.771327,-0.53895,0.292665,-0.5192,0.12136,0.10827,41.4527283,44.8912354,10.6464,10.42786,10.81939,0.9268472
2M16125798+2330576,4661.032,2.1972,-0.59051,0.209835,-0.58652,0.08056504,0.031232,40.0729141,44.6135979,4.861457,4.726097,4.96086,0.9530503
2M16130140+2415440,4172.889,1.973428,0.16553,0.053397,0.14454,0.049413,0.20853,41.0906219,44.7975311,1.018521,1.001175,1.039227,1.021277
2M16130141+2220036,5019.728,3.054067,-0.26576,0.08745401,-0.28105,-0.04087999,0.14789,38.4884415,44.2717133,0.7059585,0.6959797,0.7156285,1.329847
2M16130360+2308414,5029.971,2.322541,-0.75981,0.283325,-0.77176,0.11602,0.14583,39.5799294,44.4918709,2.550486,2.504914,2.60024,0.8352441
2M16130467+2243003,4790.657,2.720875,-0.60827,0.316885,-0.59104,0.05886,0.12179,39.0057983,44.3686523,6.313922,6.011311,6.504426,0.9231781
2M16131090+2356406,4791.326,2.820335,-0.44744,0.203945,-0.4564,0.12137,0.08501902,40.6720848,44.6800575,2.403728,2.286693,2.467997,0.9473938
2M16131262+2302375,4687.375,2.496943,-0.48115,0.308895,-0.46629,0.09917998,0.10822,39.4571648,44.4307518,6.538858,6.346009,6.821592,0.9694508
2M16131834+2306355,4665.529,2.466073,0.19648,0.038064,0.18148,0.03179701,0.27451,39.5546379,44.4279556,0.6442862,0.6353033,0.6535487,1.172695
2M16132081+2224536,4790.511,2.554394,-0.19851,0.093409,-0.22086,-0.07310301,0.52388,38.6261444,44.2232742,1.204452,1.17634,1.245715,1.523475
2M16132832+2309519,5114.14,2.393456,-0.74657,0.246505,-0.73212,-0.05398899,0.3509,39.642807,44.4062271,2.754662,2.70393,2.822409,0.8487257
2M16132890+2317194,4163.251,1.634721,-0.13715,0.164495,-0.14374,0.007799298,0.43013,39.8110466,44.4381638,1.831928,1.670202,1.896177,1.681594
2M16132915+2428383,4774.326,2.58848,-0.65118,0.313445,-0.64601,0.1069899,0.01191795,41.4214706,44.7507057,4.104535,3.996061,4.256588,0.9257999
2M16133397+2220089,4669.868,2.405451,-0.47038,0.297525,-0.46622,0.04974297,0.07564199,38.5408401,44.1519508,3.012306,2.848936,3.212009,1.104205
2M16134160+2232202,4810.102,3.309888,-0.087342,0.065928,-0.093569,-0.020552,0.017609,38.8238983,44.1820602,1.011234,0.9806463,1.020293,0.9561349
2M16134221+2328247,4901.946,3.420601,-0.068165,0.069708,-0.079783,-0.08206799,0.099649,40.0794983,44.4394188,0.7964392,0.7826445,0.8087676,1.097407
2M16134240+2220419,4878.918,2.981609,-0.42368,0.277785,-0.41195,0.22438,0.05680698,38.5661125,44.1234741,3.395214,3.256397,3.55441,0.9744138
2M16134497+2405171,4892.87,2.445644,-0.48897,0.291045,-0.50041,0.13299,0.039179,40.9143486,44.5924492,4.746192,4.677647,4.826206,0.8879746
2M16135157+2453282,4837.397,2.506171,-0.1697,0.047497,-0.19949,-0.02145199,0.08560599,42.0157089,44.7723999,0.8704821,0.8608788,0.8800857,1.34028
2M16135198+2340417,5057.318,3.413435,-0.10584,0.079695,-0.095811,-0.155579,0.131811,40.369751,44.458519,0.5167647,0.5113238,0.5218869,1.031193
2M16135374+2232297,4700.177,2.536542,-0.28202,0.125682,-0.29517,0.01008981,0.107252,38.8460159,44.1380196,2.438968,2.343882,2.51154,1.264155
2M16135629+2338058,4712.849,2.884619,-0.20293,0.184875,-0.21336,0.11233,0.1219,40.3175011,44.4310722,1.236502,1.216634,1.259423,0.9649716
2M16135851+2427553,4762.185,1.590657,-1.8812,0.289445,-1.8712,-0.5301701,0.41527,41.4450951,44.6399803,3.287275,3.166185,3.409238,0.7821419
2M16135874+2259308,4982.446,3.284441,-0.25262,0.141225,-0.24129,0.04552899,0.09797999,39.4561348,44.2464294,3.536406,3.399567,3.81428,1.155365
2M16140082+2413166,4450.288,0.9302767,-1.6357,0.234035,-1.6001,-0.7516,0.5487301,41.1169052,44.5688324,14.76764,14.57858,15.23702,0.7340611
2M16140246+2334100,4538.284,2.398584,-0.36051,0.215765,-0.37979,0.15505,0.06849802,40.2380142,44.3907738,3.01588,2.827245,3.078314,0.9900244
2M16140350+2258046,5516.049,3.689422,-1.2855,0.374285,-1.2274,0.2364099,1.1161,39.4311485,44.2222176,2.474292,2.322117,2.574253,0.8306182
2M16140578+2415086,4836.165,2.451189,-0.20934,0.08504,-0.20851,-0.11875,0.07170799,41.1659164,44.5586739,9.224191,9.096789,9.35432,0.8980368
2M16140759+2307591,4842.035,2.81054,0.12557,-0.011943,0.12229,-0.10466,0.23618,39.6586647,44.2529449,0.5529111,0.5522681,0.5714675,2.3
2M16140969+2240283,4703.938,2.581671,-0.15918,0.175885,-0.16643,0.105226,0.14753,39.0478668,44.1169701,4.635478,4.511495,4.828046,1.367712
2M16175029+2329196,4317.989,1.908195,-0.42427,0.298925,-0.42673,0.16907,0.14377,40.4578552,43.5311508,3.680005,3.484691,3.768077,0.9456136
2M16182695+2311432,5083.584,3.270554,-0.3947,0.096055,-0.39172,-0.000916481,0.04136801,40.1226311,43.3154984,0.5379072,0.5302327,0.546419,1.157182
2M16183579+2254541,4416.178,2.125016,-0.26629,0.208005,-0.26517,0.0995,0.17462,39.7661476,43.2045097,2.04728,2.041947,2.133284,0.9206888
2M16184311+2257064,4532.807,1.36038,-1.4006,0.162815,-1.3779,-0.5461599,0.017138,39.8253746,43.1878815,8.223731,7.953855,8.775455,0.8136097
2M16184989+2259217,4663.917,1.995142,-0.79814,0.201745,-0.82292,0.08006603,0.21829,39.8848839,43.1735077,1.396263,1.356565,1.428027,1.162632
2M15581402+2306192,4813.348,2.447307,-0.45196,0.104115,-0.45348,-0.03504598,0.20443,38.1903839,47.7620621,1.381091,1.319858,1.428416,1.373888
2M15582191+2324196,4926.811,2.432827,-0.39553,0.172765,-0.40584,0.16147,0.07032502,38.633007,47.8124428,2.038698,2.006633,2.075545,0.8538589
2M15585297+2239240,3930.77,1.037795,-0.69953,0.288285,-0.6918,0.10365,0.229,37.6100044,47.4962616,2.502921,2.439315,2.536055,0.878
2M15592022+2311334,4795.992,1.515842,-1.611,0.231205,-1.5875,-0.01918936,0.4964,38.4158325,47.540966,5.858657,5.760539,5.974018,0.7569693
2M16001904+2253430,4465.734,1.572269,-0.80703,0.222675,-0.80382,-0.04252398,0.23106,38.082634,47.2436638,1.375836,1.307149,1.424577,1.1051
2M16003124+2208266,4902.558,3.216934,-0.05733,0.054395,-0.057187,-0.020914,0.169797,37.0370903,46.9880943,1.054026,1.039803,1.072361,1.214816
2M16005478+2258134,4595.595,2.209229,-0.135,0.153285,-0.13908,0.102543,0.18524,38.2438354,47.1320992,1.430798,1.417839,1.510151,0.9458346
2M16010670+2352359,5757.015,3.806437,-0.24756,-0.0038655,-0.24489,0.07609601,0.00198181,39.5489616,47.3268852,0.843564,0.8336293,0.8452585,1.195
2M16011731+2323251,5031.741,2.423063,-0.64318,0.282875,-0.65794,0.1273,0.20224,38.8726807,47.161396,2.818234,2.770332,2.871666,0.8485559
2M16011851+2221576,4532.1,2.116168,-0.69994,0.311825,-0.69254,0.04411197,0.03584999,37.4291801,46.8772087,3.353065,3.29071,3.552041,0.8863853
2M16012254+2420021,6102.747,4.041672,-0.29341,0.0345333,-0.27854,0.04769298,0.14598,40.2246361,47.3836365,0.6228624,0.6107872,0.6311892,1.135587
2M16012433+2254213,4948.81,2.34214,-0.54811,0.218875,-0.56456,0.12217,0.1261,38.19804,47.0054474,3.604049,3.537598,3.675257,0.8631001
2M16012597+2341075,4571.28,2.364809,0.22933,0.009362001,0.22341,-0.001141191,0.18552,39.3045311,47.2066994,1.473588,1.445312,1.512102,1.017793
2M16012661+2210432,5769.23,3.756264,-0.30329,0.0241203,-0.29619,0.03558597,0.16786,37.1795311,46.7941246,0.5942196,0.5751388,0.6117817,1.13185
2M16013569+2220342,4303.571,1.892875,-0.22604,0.223285,-0.23013,0.20606,0.13397,37.423996,46.8071556,2.558888,2.475768,2.786387,1.115295
2M16013610+2222542,6433.077,4.177989,-0.12118,0.0200843,-0.11713,-0.002135098,0.047337,37.4791756,46.816597,0.2464612,0.2432519,0.2479344,1.237367
2M16013942+2259264,4633.595,2.507126,-0.19134,0.247995,-0.18808,0.10661,0.10743,38.3407097,46.9727821,2.408137,2.352909,2.462244,1.028133
2M16014112+2257047,4573.752,2.361818,-0.3227,0.258085,-0.31905,0.104,0.14095,38.2877884,46.9558067,0.9562939,0.9454793,0.9718138,0.999282
2M16014125+2306430,5977.263,4.218974,0.010813,-0.0144287,0.0036542,0.0578298,0.2138688,38.5146446,46.9988327,0.2421436,0.240435,0.2436262,1.098493
2M16014458+2223467,5835.689,3.868455,-0.22579,0.0103315,-0.22612,0.02044,0.007770598,37.5130653,46.7893753,0.7548972,0.7403045,0.7767903,1.193227
2M16014731+2353339,6264.444,4.284365,-0.1822,0.0190643,-0.182,-0.01323001,0.46195,39.6301765,47.1814461,0.2913737,0.2848803,0.2983139,1.09981
2M16014764+2304011,4484.779,1.956112,-0.64151,0.260995,-0.64235,0.06456602,0.12107,38.4608421,46.9631004,2.328176,2.255189,2.368254,0.8899274
2M16021149+2313447,3944.1,0.8801717,-0.87162,0.240535,-0.86786,-0.020482,0.18261,38.7255096,46.918663,2.827503,2.796108,2.855483,0.804
2M16021882+2204481,4723.991,2.701535,-0.32221,0.219525,-0.32643,0.13208,0.06205499,37.1258545,46.5728302,2.186415,2.128976,2.248968,0.999092
2M16022148+2203208,4676.218,2.195397,-0.32306,0.216405,-0.33134,0.07221898,0.18242,37.0963478,46.556015,0.7152269,0.7021509,0.7366257,0.822
2M16022208+2306302,4182.177,1.326663,-0.57779,0.289655,-0.57039,0.02856094,0.1487899,38.5713692,46.8471794,9.418039,9.275378,9.851677,0.8565669
2M16022951+2154534,6176.518,4.100211,0.027859,-0.0326047,0.024496,-0.01392,0.109083,36.9132996,46.485569,0.2500856,0.2488635,0.2516453,1.170377
2M16023212+2233258,6027.444,3.789164,-0.21589,0.0258023,-0.2127,0.02403699,-0.048198,37.8131752,46.6588097,0.3512574,0.3451488,0.3526701,1.278865
2M16025881+2331001,4262.832,1.656012,-0.36672,0.213515,-0.36895,0.11153,0.17147,39.2013588,46.8204651,2.44218,2.309853,2.543204,1.206993
2M16031904+2221054,4674.013,2.434505,-0.092277,0.158815,-0.098705,0.09093101,0.170558,37.6000862,46.427578,2.76719,2.712932,2.838597,0.970502
2M16032272+2157015,5820.879,3.807968,-0.1064,-0.0047219,-0.10379,-0.027165,-0.064016,37.0491104,46.2990685,0.1748659,0.1742385,0.1755103,1.159
2M16032794+2159592,5037.659,2.460567,-1.4272,0.315375,-1.4092,-0.27248,0.35416,37.1259613,46.2940712,3.032885,2.908425,3.144097,0.8372186
2M16033161+2349086,4561.682,2.292871,-0.41586,0.272055,-0.41928,0.11118,0.12758,39.6754456,46.7783928,3.079473,3.023032,3.134621,0.9787785
2M16033585+2420171,4467.844,2.16811,-0.34889,0.229125,-0.35196,0.091438,0.1245,40.4153519,46.8944321,1.538339,1.501196,1.560497,0.9778208
