apogee_id,teff,logg,m_h,alpha_m,fe_h,c_fe,n_fe,glon,glat,dist50,dist16,dist84,mass50
2M18185437-1113405,3746.773,0.6172679,-0.6248,0.106004,-0.64308,0.01095796,0.12345,19.2395306,1.98930955,3.107298,2.861002,3.950831,0.6772293
2M18185796-1036497,4181.843,1.689966,-0.31288,0.235645,-0.33136,0.12273,0.28944,19.7882919,2.26615047,6.170293,5.730962,6.267194,1.798233
2M18185911-1059331,3234.623,0.05066779,-0.16446,0.044159,-0.17409,0.004594088,-0.010745,19.4563618,2.08330631,10.31244,9.255559,12.18039,0.8914682
2M18190016-1050488,3673.052,1.048188,0.15496,0.0335514,0.13999,0.03819901,0.27667,19.5868664,2.14825225,8.960832,6.909591,9.422812,1.754517
2M18190250-1119517,3456.921,0.5917975,0.026631,0.036698,0.024932,0.0113665,0.052844,19.1642838,1.91133416,6.298562,5.900347,6.848323,0.9274147
2M18190330-1128425,4634.243,2.572536,0.27981,0.006083,0.24795,-0.010713,0.40515,19.0357628,1.83887863,1.386447,1.375671,1.40022,1.60752
2M18190524-1117581,3507.45,0.8457025,0.22976,0.0271215,0.22203,0.02581401,0.22087,19.1973972,1.91636586,3.044466,2.827994,3.059722,1.093
2M18191039-1129377,3596.293,0.9095209,0.13917,0.0225406,0.13146,0.03855501,0.22155,19.0359173,1.80611694,6.59514,4.56874,7.193341,2.080714
2M18191181-1108166,3797.738,0.8707814,-0.33219,0.11819,-0.33838,0.0003133118,0.07205299,19.3525887,1.96889317,9.353837,8.824139,10.53065,1.151792
2M18191438-1117519,3356.678,0.5644153,0.21968,0.0197383,0.21325,0.02574401,0.10844,19.2165546,1.8842659,4.252826,4.229412,4.500881,1.188598
2M18191520-1101024,4715.8,2.535548,0.14223,0.005572001,0.12903,-0.23425,0.58278,19.4655323,2.01359081,1.650735,1.626173,1.666284,1.576147
2M18191684-1051043,3742.525,1.041995,0.04596,0.046812,0.026658,0.04608601,0.167792,19.6153011,2.0860064,5.215946,5.126805,5.380476,0.948
2M18191696-1046089,4397.809,2.370628,0.1348,0.042267,0.11583,0.08448201,0.14234,19.6879234,2.12428045,5.098787,4.683032,5.365019,1.117197
2M18192131-1051556,3955.974,1.033439,-0.23162,0.123158,-0.24602,0.029477,0.25056,19.6113491,2.06317139,7.787146,7.646186,9.74573,1.695
2M18192469-1108540,4108.594,1.556268,-0.10175,0.0334321,-0.11037,-0.019724,0.20871,19.3682556,1.9175818,4.333263,3.975794,4.402713,1.814402
2M18192590-1107018,4086.682,1.596929,0.068708,0.012402,0.056159,-0.042637,0.208799,19.3980923,1.92789972,3.659923,3.475879,3.715102,1.882412
2M18192727-1123582,3692.683,0.5836012,-0.25112,0.116234,-0.29714,0.054386,0.21847,19.1516609,1.78980947,9.694273,6.179057,10.7486,2.787978
2M18192820-0948547,6217.998,4.364473,0.0036588,-0.0581587,0.0027132,-0.0558524,-0.3773144,20.5517578,2.53315735,0.09032964,0.08999285,0.09055058,1.145715
2M18192995-1054029,4656.895,2.420777,-0.10861,0.138435,-0.11341,0.047677,0.23865,19.5968323,2.01531053,2.168133,2.113757,2.674538,1.095072
2M18193137-1128420,4032.547,1.602972,0.1758,0.0207232,0.15902,-0.008673012,0.30147,19.0899982,1.73788559,2.295974,2.084659,2.3767,1.290086
2M18193304-1102202,3421.092,-0.01119092,-0.54892,0.0246731,-0.54727,0.005536795,0.12469,19.4808979,1.93904984,11.71139,11.35909,11.7587,0.769434
2M18193617-1050044,3846.572,1.423713,0.29037,0.0290346,0.28142,0.06198099,0.26553,19.6672955,2.02409267,5.191351,4.173391,5.488582,1.346028
2M18194029-1052574,4614.247,2.315411,0.1851,-0.026854,0.16377,-0.060663,0.48043,19.6328278,1.98657787,2.716055,2.685176,2.76319,2.372
2M18194462-1110227,4407.642,2.23066,0.28802,0.0183963,0.26368,-0.013971,0.3622,19.3849545,1.83409715,2.091444,2.061568,2.367848,1.477008
2M18110319-0753170,4594.634,2.37297,0.17919,0.011339,0.17347,0.05071999,0.18314,21.267683,5.27653217,4.64042,4.454673,5.381467,1.091142
2M18110330-0829018,4247.479,1.743423,-0.033711,0.107073,-0.040294,0.067311,0.243863,20.7416401,4.99288225,5.04526,4.929289,5.585898,1.263245
2M18110566-0815241,4435.795,2.030141,-0.39944,0.232085,-0.38739,0.08996001,0.11521,20.9468632,5.09233809,6.616495,6.346147,7.336673,0.9897547
2M18110705-0917159,4225.661,1.51178,-0.54987,0.310055,-0.55195,0.10597,0.15466,20.0396576,4.5964241,8.375153,7.373695,10.66574,1.130931
2M18110738-0857102,4739.883,2.603763,-0.29614,0.084275,-0.2965,0.05429702,0.10416,20.3357391,4.75482941,3.566447,3.215546,3.902881,1.209722
2M18110821-0850206,4351.11,1.841695,-0.17536,0.055031,-0.16657,-0.02610201,0.13011,20.437767,4.80602264,6.548626,6.138016,7.168352,1.113518
2M18111156-0859001,4787.343,2.299361,-0.39592,0.244965,-0.4005,0.11548,0.12722,20.317028,4.72514391,7.426081,5.003317,7.730366,2.350398
2M18111245-0815345,4280.405,1.962505,0.26222,-0.019108,0.24946,-0.038018,0.33211,20.9576893,5.06634617,2.758545,2.659949,2.762409,1.675894
2M18111348-0917372,4611.536,2.354414,0.09959,-0.003527999,0.098996,-0.037026,0.181294,20.0470791,4.57036781,1.677333,1.642343,1.72444,1.027081
2M18111544-0856173,4556.33,1.966698,-0.83327,0.322395,-0.82053,-0.005059719,0.003372014,20.3645668,4.73263979,7.671184,7.448199,8.104699,0.8987919
2M18111628-0920483,4190.149,2.016751,0.32253,0.0359996,0.30765,0.071006,0.25176,20.0057697,4.5349493,5.483925,5.300225,5.99949,1.216123
2M18111645-0906421,4583.86,2.505841,0.098079,0.086439,0.083543,0.040174,0.238176,20.2134171,4.6463418,5.705741,5.58429,6.135756,1.527927
2M18111654-0840475,4954.67,3.024726,-0.038156,0.001428001,-0.037262,-0.0445,0.169246,20.5946712,4.85160542,2.880222,2.679339,3.041497,1.696448
2M18111656-0757339,4639.902,2.431796,0.10133,-0.010075,0.10013,0.019148,0.16825,21.2309361,5.19407988,4.769728,4.037185,5.391965,1.479038
2M18111998-0831312,4232.798,1.851659,-0.19041,0.231185,-0.18743,0.14009,0.22524,20.7378254,4.91267967,6.821113,6.327966,7.261029,1.03149
2M18112006-0918342,3835.702,0.9905611,-0.39399,0.289255,-0.39877,0.17888,0.19014,20.0460587,4.53902626,6.531342,6.517704,6.763919,0.895
2M18112103-0814009,4235.332,1.60154,-0.45255,0.265975,-0.44262,0.10232,0.14976,20.9975204,5.04758883,8.65098,8.320132,9.670336,1.01988
2M18112263-0818503,4975.453,3.25741,0.085467,0.014924,0.092583,-0.094389,0.329774,20.929678,5.00358343,1.713607,1.650299,1.79272,1.539935
2M18112340-0906405,3882.939,0.8116713,-0.6271,0.102016,-0.63281,-0.01663697,0.19953,20.2274761,4.621418,17.08917,16.76387,17.45071,0.8690394
2M18112411-0836334,4575.005,2.356576,0.16946,0.012403,0.15705,0.09557702,0.19984,20.671854,4.85776711,5.45999,4.248163,6.195321,1.66059
2M18112634-0820447,4168.301,1.970119,0.30935,0.041001,0.30588,0.06959099,0.23136,20.9089127,4.97499609,5.011086,4.74766,5.196384,1.313845
2M18112639-0808549,4204.674,1.804733,0.16988,0.0195323,0.1674,0.061694,0.21198,21.0831451,5.06854248,4.62651,4.171721,4.803843,1.447514
2M18112688-0847446,3781.17,0.7112315,-0.52231,0.08596,-0.53533,-0.03132403,0.24287,20.5127277,4.75900221,15.09139,13.8767,15.26075,1.04633
2M18112727-0815042,4785.89,2.494976,-0.056125,0.0200233,-0.05728,-0.050837,0.221315,20.9942741,5.01660013,2.575934,2.555874,2.631822,1.384513
2M18112814-0832407,3949.326,1.376446,0.086092,0.070053,0.074775,0.050665,0.257687,20.7368431,4.87392807,8.923805,8.339644,9.971399,1.169425
2M18112987-0858049,4500.973,2.371424,0.3665,-0.019764,0.35335,-0.0005610287,0.21734,20.3665638,4.66620064,4.934646,4.768235,5.246905,1.108481
2M18113262-0850029,4222.13,1.33891,-0.73774,0.265545,-0.73052,0.007161021,0.26999,20.4901009,4.71996832,11.68057,11.32146,12.2036,0.9083367
2M18113345-0823034,4163.02,1.812897,0.15403,0.091088,0.14385,0.07746699,0.27151,20.8888874,4.93090391,7.563786,6.984215,7.809683,1.059439
2M18113375-0849517,4437.903,1.726972,-0.51861,0.262875,-0.51346,0.01355097,0.15803,20.4950676,4.71735382,8.24174,7.343185,10.25767,1.316992
2M18113470-0844309,4631.058,2.379545,0.028361,0.075996,0.026826,0.06207,0.183185,20.5755844,4.75630093,2.094862,2.052439,2.159314,1.028797
2M18113654-0859023,4581.385,2.624226,0.21425,0.029832,0.21072,-0.007937998,0.25133,20.3655987,4.6344409,4.071915,3.875868,4.262121,1.471754
2M18113712-0855453,4172.831,1.442456,-0.3224,0.196315,-0.32905,0.033306,0.45692,20.4150276,4.65840387,9.947035,9.034008,11.28602,1.156257
2M18113753-0855357,4448.882,1.751593,-0.47817,0.253225,-0.47648,0.04921001,0.20576,20.4181805,4.65819645,8.257564,7.092019,10.22937,1.492815
2M18113864-0851156,4596.562,1.703616,-0.80186,0.324695,-0.80013,-0.02900094,0.20662,20.4841175,4.6885438,9.151155,8.585083,11.51729,1.154874
2M18114211-0810375,4218.419,1.88402,0.22049,0.016725,0.20381,0.03672698,0.27758,21.0888977,4.9979434,2.91926,2.896671,2.944282,1.366216
2M18114216-0850272,4493.082,2.116955,-0.5737,0.302305,-0.56943,0.08133,0.08460298,20.5029049,4.68220854,4.916892,4.777357,5.391532,0.9528249
2M18114876-0821270,4329.167,2.111075,-0.054296,0.113875,-0.048418,0.061001,0.175782,20.9426289,4.88811111,6.487,6.044798,6.654139,1.018288
2M18115403-0836439,4468.459,2.289894,0.31685,0.075497,0.3037,0.07293001,0.32027,20.7280998,4.74796104,5.298901,5.064487,6.03405,1.055483
2M18115591-0829563,4591.74,2.623332,0.26992,0.013876,0.26083,-0.003428996,0.39567,20.8317337,4.79495668,2.748464,2.685393,3.013785,1.558478
2M17390686-0526124,4183.717,1.453049,-0.51466,0.304345,-0.51498,0.10529,0.12032,19.5458527,13.4013882,6.876652,6.839511,6.913813,0.971594
2M17391032-0605324,4670.096,2.453268,-0.5061,0.301915,-0.505,0.04540899,0.12475,18.9678268,13.0647268,5.382481,5.196546,5.712663,0.9769617
2M17391740-0530225,4907.257,3.03143,-0.39865,0.236145,-0.39004,0.13431,0.03653002,19.5059471,13.3290777,2.995879,2.83592,3.163763,1.020752
2M17393098-0602299,4111.688,1.413596,-0.45056,0.253945,-0.45057,0.11259,0.14266,19.0565395,13.015461,5.899172,5.741235,6.039066,0.9711894
2M17393744-0540212,4311.289,1.480038,-0.76486,0.277585,-0.74927,0.03439605,0.12846,19.3994961,13.1747065,12.82707,12.33919,13.06355,0.8976287
2M17393841-0535024,4437.804,2.000307,0.039336,0.075255,0.033727,-0.172971,0.573579,19.4806423,13.2149248,7.439432,7.037808,7.918636,2.305
2M17394167-0513029,4744.93,2.300696,-0.12113,0.007471001,-0.13069,0.098816,0.34765,19.8151875,13.3838501,1.40306,1.369967,1.453963,0.9674079
2M17394755-0557103,4588.861,2.315372,-0.023759,0.122471,-0.035557,0.095771,0.169528,19.1706009,12.9997444,3.040529,2.860752,3.136014,0.9945204
2M17394822-0628445,6091.942,4.304736,0.064878,-0.0345097,0.069126,-0.096911,0.231302,18.7031631,12.7366753,0.1020453,0.1017378,0.1023223,1.11413
2M17395016-0509001,3881.487,1.057669,-0.35225,0.270265,-0.36258,0.19063,0.15853,19.8933525,13.3863993,4.171161,4.132098,4.304604,0.9051132
2M17395381-0552539,4611.874,2.735178,0.026147,0.132565,0.027271,0.010841,0.253046,19.2472954,13.0124292,3.97005,3.785861,4.208769,1.099971
2M17395504-0503296,4495.235,2.18065,0.072128,0.009935001,0.072,-0.005006596,0.156808,19.9857521,13.4139347,5.460049,5.37139,5.707766,1.478436
2M17400030-0615273,4757.484,2.700259,-0.2286,0.136775,-0.22527,0.05893901,0.01648101,18.9257736,12.8030024,4.132347,3.821301,4.435315,1.279782
2M17400396-0457222,4671.022,2.571136,-0.32591,0.206755,-0.3327,0.10843,0.14348,20.0958309,13.4318447,2.663641,2.583951,2.773703,0.9948756
2M17401259-0530075,4310.508,1.48061,-0.74021,0.309105,-0.72882,-0.024638,0.11541,19.6256256,13.132041,9.80956,9.670738,10.05746,0.9044771
2M17401330-0617309,4250.397,1.551054,-0.56146,0.309195,-0.55963,0.06399494,0.05576193,18.9225349,12.7392578,7.240184,7.05911,7.498793,0.9541134
2M17401490-0611146,6073.853,4.286789,0.11628,-0.0401627,0.1126,-0.04532,0.12657,19.0190144,12.7852354,0.1601302,0.1595566,0.1610998,1.145417
2M17401745-0527141,4880.674,2.422167,-0.44679,0.150705,-0.4505,0.08733702,0.08611,19.6788673,13.1382332,3.986235,3.840971,5.105927,0.9942343
2M17402158-0540028,3977.81,1.305285,-0.26258,0.250855,-0.25995,0.1715,0.21511,19.49683,13.0180492,1.870912,1.785478,1.935952,1.827136
2M17402836-0629488,4533.885,2.368994,0.32204,0.040336,0.33459,0.074424,0.22569,18.771719,12.5835066,5.864246,5.68706,6.033707,1.127465
2M17403339-0607515,4499.152,2.549525,0.24773,0.045342,0.2428,0.06963301,0.21574,19.1081467,12.7465544,2.018585,1.935958,2.082635,1.159806
2M17403510-0637570,4689.874,2.715676,-0.43974,0.237565,-0.43454,0.11987,0.14476,18.6652584,12.4920435,3.880303,3.749504,4.068685,0.935293
2M17403535-0549088,4720.999,2.894329,0.14022,0.067514,0.13873,0.045233,0.21714,19.3903446,12.8935766,2.981953,2.821023,3.163268,1.381391
2M17403635-0543138,4625.711,2.486166,-0.023078,0.094489,-0.042453,0.100888,0.131935,19.4804401,12.9386082,5.139679,5.014108,5.560683,1.477137
2M17404376-0449346,4188.662,1.615015,-0.19822,0.087457,-0.20141,0.0001453906,0.12718,20.2955284,13.3516474,3.684896,3.59562,3.704192,1.19339
2M17404435-0623561,4376.789,1.576922,-0.83132,0.340835,-0.81549,-0.01757419,0.13728,18.8925076,12.5745497,11.42569,10.8962,11.63798,0.9001429
2M17405254-0509454,4720.272,2.462184,-0.30933,0.231955,-0.30567,-0.19215,0.58091,20.0128632,13.154789,6.42688,5.983137,7.026255,1.519547
2M17405507-0529330,4582.73,2.626795,-0.048251,0.140015,-0.049358,0.135337,0.246467,19.7232838,12.9834366,4.413873,4.299345,4.660313,1.069794
2M17410030-0436553,4431.073,2.312344,0.084059,0.104088,0.088646,0.04830799,0.241993,20.5191135,13.3950815,6.403054,6.05687,6.929205,1.167056
2M17410032-0547025,4608.801,1.719655,-0.73319,0.253795,-0.72255,-0.0156523,0.22739,19.4740372,12.8208399,11.35819,10.91329,11.59822,0.8195193
2M17410164-0513157,4101.456,1.284825,-0.50412,0.276305,-0.50801,0.07819504,0.16464,19.9796543,13.093215,10.72559,10.13569,11.27848,1.305262
2M17410779-0631297,4256.912,1.794045,-0.36367,0.254915,-0.36334,0.13212,0.1371,18.8296261,12.4278393,5.677291,5.551815,5.802978,0.9614981
2M17411205-0507191,3701.951,0.4758255,-0.42098,0.135125,-0.46495,0.05465198,0.140494,20.0900345,13.104229,6.196894,6.163831,6.422877,0.596
2M17411234-0629069,4891.676,2.492578,-0.32044,0.234455,-0.31049,0.10121,0.25017,18.8744526,12.4311256,5.8305,5.548907,7.288488,1.609681
2M17411252-0626134,4554.575,2.539212,0.060501,0.056014,0.071018,0.004736997,0.185263,18.9177265,12.4543171,2.61799,2.517251,2.761893,1.163436
2M17412008-0526230,4937.745,2.400355,-0.56622,0.266175,-0.57229,0.102326,0.08349901,19.8228054,12.9190855,3.334562,3.256487,3.475868,0.9051175
2M17412250-0521045,4671.241,2.390848,-0.010469,0.09913,-0.0119,0.08234701,0.152021,19.9069118,12.9538164,5.80332,5.669427,6.02434,0.9871853
2M17412331-0510535,3972.006,1.143431,-0.46327,0.290555,-0.46851,0.16543,0.26231,20.0603085,13.0342779,6.143543,5.799988,6.163073,1.697812
2M17412568-0538320,4471.895,2.213451,-0.26513,0.219785,-0.27704,0.050046,0.08749399,19.6537113,12.7992153,3.866986,3.777215,4.217001,1.015356
2M17412895-0456084,4411.49,1.224172,-1.2716,0.243305,-1.2641,-0.29433,0.2652099,20.2920609,13.1345005,5.270867,5.119414,5.347641,0.8618102
2M17413172-0445076,4428.943,1.999509,-0.32672,0.250035,-0.32254,0.13603,0.16302,20.4622192,13.2143517,5.933147,5.571714,6.463584,1.012596
2M17413315-0520531,3961.717,1.530371,0.2676,0.0283296,0.26244,0.03496,0.15918,19.932024,12.9169207,1.447625,1.411504,1.509661,1.046857
2M17413362-0658305,3990.452,1.250765,-0.39192,0.278415,-0.39712,0.17941,0.19584,18.4836617,12.1118546,4.721122,4.597324,6.127917,1.113081
2M17413762-0519514,4778.123,3.239944,0.24805,0.0198944,0.24673,0.02740902,0.27274,19.9566841,12.9091806,1.53265,1.421238,1.548202,1.205725
2M17414132-0557053,4586.99,1.888925,-0.88256,0.305195,-0.87262,-0.08554006,0.01312697,19.410574,12.5904284,7.557994,7.371029,7.986948,0.886284
2M17414154-0613109,4223.506,2.03262,0.19575,0.0298831,0.18779,0.054648,0.22322,19.17206,12.4572878,1.642869,1.608585,1.653,1.036575
2M17414225-0438165,4640.177,1.980276,-0.55993,0.258205,-0.55432,-0.01823807,0.26715,20.5864983,13.2321119,6.341047,6.26477,7.996657,0.8072824
2M17414326-0623376,4632.287,2.45496,-0.51944,0.307285,-0.50712,0.11049,0.10572,19.0206738,12.3651047,4.294713,4.09248,4.427296,0.9566839
2M17415343-0654115,4023.749,1.522068,-0.018061,0.052994,-0.038271,0.0256158,0.13126,18.5890999,12.0763617,1.822819,1.749681,1.859455,1.364
2M17415381-0606009,3991.859,1.062923,-0.81152,0.315785,-0.79707,0.07327604,0.12502,19.3041382,12.4720449,10.628,10.45981,11.11471,0.865437
2M14550430+1812408,4512.688,2.617172,0.11154,0.089613,0.099695,0.07645801,0.194785,22.0851173,60.2106018,1.737336,1.724887,1.739089,0.9723737
2M14550460+1647451,4638.632,2.923316,0.27211,0.0316806,0.26325,0.03969899,0.28317,19.5091972,59.6299934,0.8557201,0.850759,0.8722794,1.085
2M14550516+1835176,4509.692,2.374332,0.24994,0.0315763,0.23282,0.104485,0.22036,22.7888737,60.3531914,1.012324,0.9969088,1.029354,1.010292
2M14550521+1611431,4576.999,2.306436,-0.51441,0.273225,-0.52492,0.07803297,0.102922,18.4454231,59.3670311,2.172834,2.170071,2.196554,0.8838151
2M14550588+1746411,4527.854,2.676636,0.24215,0.056758,0.21847,0.106012,0.26245,21.2918167,60.0328484,1.06718,1.065541,1.077228,1.098
2M14550892+1751391,4358.127,1.347297,-1.0686,0.172555,-1.0515,-0.3355801,0.08118492,21.4533691,60.0550194,6.59376,6.576665,6.752906,0.7931876
2M14551426+1730135,5105.21,2.390974,-0.78579,0.279155,-0.805,0.13046,0.117242,20.817976,59.8910866,2.985657,2.930342,3.048518,0.8258086
2M14551445+1646242,4287.695,0.8285686,-1.5015,0.282375,-1.4699,-0.5990399,0.48064,19.5021839,59.5848656,14.90518,13.98888,15.35483,0.7947139
2M14552819+1748195,4783.425,1.869167,-1.6264,0.328325,-1.6092,-0.2671,0.24915,21.413063,59.9627686,6.900775,6.753421,7.240975,0.7888944
2M14553759+1726438,6053.264,4.091638,-0.049829,-0.0073367,-0.049777,0.04785,0.200368,20.7878418,59.7826233,0.4094258,0.4035537,0.4154202,1.111615
2M14554342+1550242,6235.032,4.326488,-0.011438,-0.0285647,-0.012006,-0.013332,-0.487992,17.9568443,59.0718536,0.2891713,0.2869809,0.2925502,1.16574
2M14554601+1645220,4838.612,2.289855,-0.78847,0.211365,-0.78855,0.1163201,0.07977808,19.5774536,59.4636307,1.604732,1.56657,1.708656,0.9806437
2M14554799+1814066,4963.783,2.48899,-0.58774,0.284885,-0.60821,0.14707,0.07985502,22.2648144,60.0607529,1.979611,1.842125,2.027861,1.167791
2M14560205+1655068,6205.466,4.131644,-0.25953,0.0182923,-0.24609,0.07242998,1.36646,19.9204063,59.4747162,0.3262141,0.3229725,0.3298551,1.081548
2M14560426+1732581,4477.664,2.171889,-0.49454,0.289655,-0.50989,0.12642,0.08230901,21.0621929,59.7283554,2.763353,2.683541,2.820599,0.9389347
2M14560893+1805142,5997.53,4.29806,-0.41454,0.0486583,-0.4145,0.07479101,0.04696602,22.0576534,59.926548,0.3411306,0.337245,0.3443888,0.9147568
2M14561557+1707154,4392.776,1.861444,-0.52239,0.287165,-0.52707,0.08592197,0.10683,20.3267918,59.5107994,2.638809,2.59423,2.688517,0.9520482
2M14561679+1727572,6052.052,4.275516,-0.072849,0.0021609,-0.066247,0.08674201,0.170188,20.9512348,59.6488228,0.316083,0.3129643,0.3194463,1.068675
2M14562489+1705232,4676.834,2.437077,0.060467,0.002490001,0.053018,-0.046633,0.253499,20.301527,59.4640465,0.6315765,0.6175164,0.6469895,1.099688
2M14562839+1611290,4594.165,2.457527,-0.26334,0.180105,-0.25468,0.11072,0.32374,18.7248764,59.0664558,2.497808,2.442009,2.570638,0.9777654
2M14563364+1652317,4856.046,2.352005,-0.5618,0.299975,-0.57019,0.14865,0.19693,19.9482784,59.3423386,2.124782,2.040082,2.160577,0.8749809
2M14564832+1619443,4853.029,2.459034,-0.24137,0.1227,-0.25437,0.05429199,0.09548999,19.0333328,59.0549355,0.6409088,0.6310517,0.6509638,1.286957
2M14571867+1720395,4596.887,2.629683,-0.22072,0.219155,-0.23407,0.15029,0.16352,20.9311008,59.374588,1.801301,1.770777,1.815781,0.9330085
2M14571988+1751501,4565.213,1.201306,-1.8645,-0.003472999,-1.9032,0.3576699,0.67021,21.870966,59.5799866,14.9706,14.52796,15.63336,0.7627854
2M14572453+1825247,5089.188,3.393822,-0.05248,0.02632917,-0.052305,-0.03145,0.221795,22.9058475,59.7813721,0.8382602,0.8310028,0.8576685,1.455
2M14574752+1731082,5053.145,3.278823,-0.30621,0.103757,-0.30565,-0.00963971,0.19401,21.3357449,59.3410606,1.669613,1.603009,1.731126,1.27781
2M14580125+1747075,4834.656,2.181375,-0.53465,0.121711,-0.5427,-0.07088906,0.15228,21.8576679,59.3982048,2.235868,2.20079,2.284751,0.8727373
2M14581943+1753259,4763.762,1.585398,-1.821,0.275585,-1.7755,-0.4736099,0.1405901,22.1033039,59.3737068,5.695785,5.531425,5.963621,0.7860074
2M14583481+1709281,4477.954,1.792056,-0.85853,0.275685,-0.85815,-0.05813199,0.11428,20.8426552,59.0216866,3.16255,2.853486,3.223371,0.881115
2M14584747+1643260,5151.289,2.290763,-0.78319,0.267275,-0.78786,0.04914498,0.40939,20.1201286,58.7945023,3.214734,3.141279,3.286,0.8065022
2M14584788+1804480,4651.918,1.684764,-1.2,0.222615,-1.1857,-0.25614,0.34874,22.5320606,59.3444099,4.536629,4.421394,4.635378,0.8473366
2M14585305+1713500,4872.729,2.39053,-0.36814,0.192615,-0.37976,0.17823,0.05564499,21.0294685,58.9854813,3.302159,3.246299,3.361917,0.8752591
2M14590887+1754566,4706.467,2.548659,-0.5404,0.261445,-0.54764,0.05651301,0.051321,22.3000336,59.2035255,3.068702,3.000011,3.252199,0.9232145
2M14591729+1737010,4875.26,2.347302,-0.55397,0.267105,-0.56658,0.13014,0.14861,21.7915096,59.054203,2.572142,2.471331,2.615777,0.8574528
2M14591902+1757047,4508.075,1.886034,-0.61237,0.116907,-0.60491,-0.11129,0.18939,22.3948154,59.1805115,7.998568,7.826424,8.358295,0.9031766
2M14593962+1655453,4629.069,2.626001,-0.38562,0.234895,-0.38027,0.10873,0.10108,20.6476288,58.6919746,4.840132,4.6448,4.998135,0.950487
2M14594738+1653115,4309.772,1.25111,-1.1869,0.204945,-1.1743,-0.4327401,0.04616499,20.5978241,58.6460304,17.19006,16.4061,17.73543,0.8046775
2M15000393+1654169,4958.612,2.484913,-0.57044,0.264585,-0.58916,0.16356,0.110331,20.6823845,58.5936165,2.729127,2.681447,2.779723,0.871111
2M18304958-1235203,3502.271,0.1789354,-0.21774,0.064987,-0.23831,0.0260998,0.15358,19.3991699,-1.22458673,9.840496,9.826048,9.871213,2.683987
2M18305792-1220571,4715.867,2.862067,0.28366,-0.023146,0.26521,-0.06561601,0.39143,19.6274929,-1.14376605,1.844431,1.759311,1.886165,1.681759
2M18310216-1243586,4410.261,2.176073,0.19638,-0.026169,0.16973,0.008101016,0.33554,19.2951431,-1.33648646,1.714266,1.511741,1.718881,2.121429
2M18310245-1223570,4637.182,2.661866,0.10522,0.001442,0.089562,-0.013392,0.268038,19.5917187,-1.18320823,0.8539925,0.8344873,0.863747,1.368981
2M18310520-1159596,3331.008,0.4438711,0.010193,0.040436,0.0023189,0.0166183,0.0503061,19.950983,-1.00848508,8.618109,8.037403,9.957078,0.9153486
2M18310577-1220575,4078.604,1.574419,0.086411,0.009935001,0.071734,-0.003312007,0.280007,19.6421776,-1.17214394,3.02289,2.920232,3.033115,1.924114
2M18310908-1224263,4190.177,1.991472,0.26122,0.0240682,0.24254,0.06147501,0.30947,19.5969734,-1.21091378,2.195306,2.06866,2.253373,1.233757
2M18311113-1220384,4458.856,2.313051,0.074606,0.00117,0.057384,-0.0003549978,0.278752,19.656971,-1.18901885,2.944473,2.833728,3.211573,1.346796
2M18311476-1221275,4188.763,1.917966,0.22681,0.02751841,0.20323,0.0156461,0.34862,19.6517105,-1.20844555,2.991666,2.713375,3.096699,1.449924
2M18311527-1243128,3497.534,0.773676,0.22721,0.008289,0.20891,0.05588199,0.1219,19.3310471,-1.37786138,4.807003,4.665824,4.840741,0.9841455
2M18311710-1225345,4785.312,2.503329,-0.060181,0.0308686,-0.068197,-0.01855,0.217506,19.5952568,-1.24858212,2.820657,2.791361,2.86698,1.405994
2M18311838-1222275,4690.041,2.812004,0.24314,-0.004967999,0.22593,-0.06657702,0.46289,19.6437511,-1.2292037,1.466146,1.406212,1.525285,1.503376
2M18312108-1245500,4598.282,2.440476,0.29998,0.010319,0.27444,0.04772702,0.29043,19.3032455,-1.41899967,5.376206,5.126271,6.367671,1.505016
2M18312174-1244064,3810.855,1.388143,0.29614,0.01301,0.28474,0.05922198,0.24484,19.3300056,-1.40807939,4.113762,4.111942,4.116272,1.108719
2M18312569-1223196,3770.48,0.9767851,-0.017111,0.061235,-0.045063,0.055185,0.169002,19.6446571,-1.2622894,6.460207,6.007864,7.246249,1.088819
2M18312572-1225593,4813.94,2.854206,0.25037,-0.032572,0.23059,-0.05244501,0.35945,19.6053638,-1.28286767,2.379724,2.254403,2.522347,1.950073
2M18312632-1250127,3904.779,1.48174,0.27089,0.0298948,0.25092,0.06704101,0.28254,19.2483406,-1.47159064,4.109734,4.025967,4.543964,1.11455
2M18312738-1237080,3478.879,0.5984966,-0.084931,0.0249077,-0.095229,0.0132363,0.120028,19.4437122,-1.37471282,8.582388,5.784555,9.922564,1.920142
2M18312851-1220102,4789.117,2.728898,0.32744,-0.036504,0.31448,-0.085812,0.39587,19.696619,-1.24813771,2.748763,2.57161,2.783914,2.091932
2M18312932-1228598,4461.826,2.092855,0.26331,-0.042513,0.23221,-0.02237602,0.52237,19.5676498,-1.31904519,2.677881,2.653311,2.685113,3.254
2M18313058-1225478,4685.167,2.618929,-0.092304,0.0224665,-0.099252,-0.08744501,0.306118,19.6173306,-1.29894686,2.498775,2.399849,2.632214,1.304594
2M18313144-1222511,4378.971,2.043821,0.15193,-0.036943,0.13273,-0.048754,0.34584,19.6624889,-1.27935767,1.581117,1.528062,1.680576,1.955298
2M18313501-1221147,4589.016,2.354265,0.1472,-0.011622,0.12722,-0.059689,0.37821,19.6929493,-1.27987885,2.003101,1.917589,2.065485,1.982801
