apogee_id,field,glon,glat,teff,logg,m_h,alpha_m,vmicro,vsini,r_arcmin
2M16404950+3516055,M13,57.4137248421579,40.9460805638691,4761.825,3.10392,0.11541,0.0287739,0.7787356,-9999.0,95.80097218650012
2M16405314+3629118,M13,59.0192892661628,41.076153666701,5077.405,3.036672,-0.8351,0.258125,1.356594,2.191442,9.984788086209822
2M16405490+3619223,M13,58.8042642088623,41.0524373491419,4210.455,2.036789,0.202,0.04134,1.071877,-9999.0,15.01386729221537
2M16405539+3635433,M13,59.1638099841321,41.0802765853339,4883.095,2.036753,-1.5298,0.261085,1.498166,-9999.0,13.767565370612495
2M16405580+3542023,M13,57.9855409335147,40.977942368706,4774.316,1.937986,-1.2554,0.215085,1.604834,-9999.0,61.60257429466345
2M16405637+3622185,M13,58.8694623967883,41.0529046450217,4934.792,1.864817,-1.4337,0.101421,2.206023,-9999.0,12.025855468404794
2M16410030+3621045,M13,58.8443177479752,41.0375572425563,4773.746,3.036282,-0.0098307,0.054825,1.007626,-9999.0,12.545806134022714
2M16410260+3626158,M13,58.9593674616339,41.0393333551853,5004.365,2.16106,-1.4548,0.08458801,1.587925,-9999.0,8.333473137748394
2M16410507+3628208,M13,59.0063327750433,41.0348864588786,4922.368,2.141002,-1.4933,0.164365,1.080988,-9999.0,7.4964174203705545
2M16410536+3621553,M13,58.8653780905498,41.022238677303,5111.836,2.631961,-1.5217,0.171635,1.013833,-9999.0,10.983936569040292
2M16410648+3628136,M13,59.0043932900494,41.0299640108697,4789.734,1.557354,-1.3603,0.093244,2.129757,-9999.0,7.205697520816234
2M16410950+3658340,M13,59.6726239617512,41.0728886261682,4622.877,2.402284,0.12834,-0.004726999,1.175799,-9999.0,40.941074597506116
2M16410966+3626448,M13,58.9734241600267,41.0166875188442,4941.07,2.313806,-1.5351,0.248385,1.252331,-9999.0,6.766983632962637
2M16411040+3506234,M13,57.2135387067148,40.8549161929132,4864.374,2.521118,-0.50097,0.275565,1.200621,-9999.0,107.83833573766967
2M16411253+3510564,M13,57.3142032968983,40.857449438923,4686.057,2.773412,-0.22042,0.207215,0.5997359,-9999.0,101.79664469417624
2M16411373+3621579,M13,58.8704207175466,40.994406226885,4950.111,3.176637,-0.68194,0.285345,0.330035,2.316061,9.786952233346335
2M16411511+3623538,M13,58.9135100548827,40.9933396185373,4906.053,2.079558,-1.5509,0.276365,1.331864,-9999.0,7.649894476138607
2M16411512+3601018,M13,58.411964575359,40.9503489376237,4607.21,2.08886,-0.78039,0.155775,1.404591,-9999.0,35.96370199540696
2M16411521+3629240,M13,59.0343316353848,41.0030056142526,4911.001,1.859695,-1.3323,0.0711,1.982257,-9999.0,5.7681419839331065
2M16411583+3633177,M13,59.1201726903322,41.0079703796861,5001.372,2.365692,-1.4592,0.283435,1.253179,-9999.0,8.845924551291724
2M16411700+3625479,M13,58.9561561180881,40.9905097205339,4879.751,1.714678,-1.311,0.0194968,2.725022,-9999.0,5.811327162640377
2M16411831+3626407,M13,58.9761144522432,40.9877674579852,5010.232,2.157195,-1.3973,0.048193,1.841705,-9999.0,5.089757197129393
2M16411850+3620036,M13,58.8309514812288,40.974976045843,5194.275,2.602179,-1.4471,0.0337159,1.590633,-9999.0,11.42842644405545
2M16411882+3628232,M13,59.0138574292735,40.9891700253248,5000.369,2.328969,-1.5551,0.194515,1.544827,-9999.0,4.7558365840207495
2M16411948+3630280,M13,59.0597962283547,40.9907387971259,5053.846,2.307899,-1.4969,0.199645,1.3266,-9999.0,5.691599405341937
2M16411961+3641229,M13,59.2995541485239,41.0097465714189,5041.954,2.157648,-1.4372,0.158685,1.391265,-9999.0,18.37518817247946
2M16411983+3624381,M13,58.9320153586558,40.9789685860008,4809.801,1.741853,-1.538,0.234195,1.830459,-9999.0,6.246420775605823
2M16412408+3625306,M13,58.9532730468828,40.9663923192154,4362.878,0.8134057,-1.6148,0.184335,2.291606,-9999.0,4.799265272438148
2M16412450+3629378,M13,59.0438763355127,40.9725032872873,4832.577,1.933291,-1.5409,0.276965,1.397269,-9999.0,4.265602103590911
2M16412464+3625449,M13,58.9587868257933,40.9649772683354,4687.505,1.3496,-1.2936,0.02755673,2.505821,-9999.0,4.5081083932639805
2M16412470+3625193,M13,58.9494424916419,40.9639881744144,4902.889,2.203407,-1.5083,0.132055,2.196494,-9999.0,4.867747452621997
2M16412557+3513053,M13,57.3686364649381,40.8179734733884,4909.996,2.768168,-0.63802,0.172485,1.11754,-9999.0,98.63648051807161
2M16412709+3628002,M13,59.0094473887742,40.9609275661858,4401.021,0.8936372,-1.686,0.223205,2.235939,-9999.0,3.0558338561504503
2M16412729+3632226,M13,59.1054792109857,40.9681635498268,4952.986,2.054262,-1.5336,0.142215,2.326859,-9999.0,6.708010266246209
2M16412815+3625274,M13,58.9540935186198,40.9527310526882,4883.101,1.387391,-1.5142,0.115577,2.460141,-9999.0,4.222004155251791
2M16412837+3627038,M13,58.9894176926777,40.9549450290512,4784.781,1.631538,-1.4015,0.136785,2.025816,-9999.0,2.966019763933501
2M16412844+3627332,M13,59.000204062738,40.9555923184654,4918.291,1.918101,-1.391,0.090211,2.031187,-9999.0,2.7979691927557204
2M16412857+3621497,M13,58.8747181999897,40.9446467583661,5131.619,2.439828,-1.3384,0.049445,2.015719,-9999.0,8.37887986579937
2M16412975+3631563,M13,59.0970298609373,40.9592132442695,5074.634,1.599005,-1.6496,0.214195,2.276722,-9999.0,5.9988419201262015
2M16413013+3635284,M13,59.1748011270175,40.9642840420152,4943.569,2.245125,-1.5709,0.298845,1.219641,-9999.0,10.41067756015398
2M16413042+3623318,M13,58.9129333860716,40.9416303484221,5012.682,2.342118,-1.5036,0.196045,1.512063,-9999.0,6.125411278516915
2M16413053+3629434,M13,59.0488425656383,40.9525900874022,4591.273,1.245265,-1.4389,0.111873,2.180168,-9999.0,3.4585513760902917
2M16413072+3630075,M13,59.0577290483228,40.9526947283235,4931.321,1.821273,-1.3217,0.065912,2.393702,-9999.0,3.842297069398046
2M16413082+3630130,M13,59.059805026942,40.9525057889805,4863.115,1.602574,-1.5813,0.240035,1.913992,-9999.0,3.9286407445802904
2M16413091+3713500,M13,60.0177421979957,41.0274051611245,4745.133,1.89522,-1.4135,0.272985,1.336503,-9999.0,60.87349106242862
2M16413097+3548233,M13,58.1433812350683,40.8724918696041,4884.257,2.621287,-0.67372,0.127165,1.188483,-9999.0,52.04580479615195
2M16413107+3625587,M13,58.9669465006176,40.9439709387849,4750.469,1.436464,-1.263,0.013991,2.555289,-9999.0,3.290510988827032
2M16413125+3628022,M13,59.0121671722583,40.9471108444085,4748.023,1.585902,-1.4306,0.099092,2.177158,-9999.0,2.230444141850061
2M16413127+3625182,M13,58.9522457108441,40.9420440601726,4794.422,1.704891,-1.4071,0.116186,2.269551,-9999.0,3.9628988063907196
2M16413182+3628553,M13,59.0318751262628,40.9468314794861,4913.287,1.840363,-1.2795,0.036841,2.468312,-9999.0,2.570269345522992
2M16413200+3628299,M13,59.0226627155985,40.9454744007794,4374.68,0.8864223,-1.385,-0.01185,3.052179,-9999.0,2.2599997604317297
2M16413253+3624424,M13,58.9397769278073,40.9367499027149,4353.71,0.8679461,-1.4851,0.106425,2.353206,-9999.0,4.50872640424933
2M16413327+3632285,M13,59.1105137115279,40.9484505563554,4988.438,2.091251,-1.4454,0.181915,1.684186,-9999.0,6.4570291435733225
2M16413392+3630057,M13,59.0586206871879,40.9419690137304,4480.655,1.034308,-1.3542,0.02693506,2.562595,-9999.0,3.4913551268047467
2M16413437+3625048,M13,58.9488663959671,40.9313194203756,4553.804,1.154665,-1.3964,0.106261,2.282496,-9999.0,3.88466302501643
2M16413448+3626365,M13,58.9824361420795,40.9337429993224,4613.529,1.147994,-1.2846,-0.013238,2.594418,-9999.0,2.1827933042378964
2M16413476+3627596,M13,59.0129330853118,40.9353371622874,4373.724,0.9187081,-1.4313,0.072624,2.378757,-9999.0,1.5303820490347069
2M16413482+3627197,M13,58.9983966660123,40.9339275581787,4345.818,0.8874807,-1.4769,0.104674,2.487597,-9999.0,1.5955549003690461
2M16413500+3625253,M13,58.9566611798885,40.929848989658,4676.554,1.557531,-1.4857,0.213995,1.76084,-9999.0,3.414739175513849
2M16413665+3626355,M13,58.9831291554075,40.9265078591063,4390.45,0.7428505,-1.4552,-0.008086,3.345569,-9999.0,1.892190826792249
2M16413684+3629289,M13,59.0465702669369,40.9311379034629,4753.528,1.816222,-1.4851,0.201855,1.558727,-9999.0,2.534384223418876
2M16413701+3621058,M13,58.8628296560107,40.9151571478956,5034.586,2.353696,-1.5463,0.274565,1.557041,-9999.0,8.83564048429089
2M16413707+3630378,M13,59.071892251281,40.9324641998981,4768.879,1.802598,-1.4998,0.266625,1.472516,-9999.0,3.9505756244493337
2M16413725+3629368,M13,59.0496795072223,40.9300122829376,4444.543,1.163059,-1.5354,0.210725,1.842977,-9999.0,2.6664277868349657
2M16413806+3618143,M13,58.8007066506868,40.9063175816061,5039.321,2.377713,-1.5057,0.202855,1.741005,-9999.0,12.559544521162882
2M16413806+3627494,M13,59.0108021322284,40.9240482561571,4402.435,1.048918,-1.4536,0.148685,2.134765,-9999.0,0.8442682641215145
2M16413837+3652023,M13,59.5422140803527,40.9661022449811,4064.786,1.293716,-0.73575,0.292775,1.789452,-9999.0,32.10977173981983
2M16413869+3622400,M13,58.8980986721051,40.9124649154991,4745.578,1.496869,-1.369,0.09041,2.370282,-9999.0,6.71570835988382
2M16413870+3625380,M13,58.9631075245168,40.9179122768042,4321.087,0.7612144,-1.4474,0.085558,2.536413,-9999.0,2.8533191500789212
2M16413902+3626352,M13,58.9841771438504,40.9185909477564,4813.444,1.667862,-1.3701,0.014682,2.576974,-9999.0,1.6328647889747039
2M16413933+3635509,M13,59.1874053899679,40.9343752529434,5770.486,2.100777,-1.8889,0.362785,4.506092,-9999.0,10.74432739842681
2M16413945+3632029,M13,59.1041319553991,40.9271288787115,5023.609,2.06302,-1.3714,0.113862,1.541168,-9999.0,5.740662387513927
2M16413961+3627381,M13,59.0074436668793,40.9185312314547,4373.581,1.0112,-1.5373,0.196685,1.905899,-9999.0,0.5343597074703528
2M16413987+3629173,M13,59.0438069987675,40.9207058686394,4857.965,1.940634,-1.5112,0.205025,1.795354,-9999.0,2.127699142351777
2M16414053+3624430,M13,58.943904540728,40.9101326634373,5017.566,2.220357,-1.4337,0.203885,1.450842,-9999.0,3.9657355445705935
2M16414069+3626202,M13,58.9794978628608,40.9125754866903,5286.306,1.500564,-1.6754,-0.104205,4.786742,-9999.0,1.836640576242554
2M16414081+3634114,M13,59.1517624020291,40.9264588280245,4792.845,1.824021,-1.5252,0.223735,1.647821,-9999.0,8.562879068187458
2M16414108+3627550,M13,59.0143162741873,40.9141515282438,4663.997,1.423797,-1.4683,0.116755,1.995033,-9999.0,0.35932641793870446
2M16414113+3628499,M13,59.0344100338609,40.9156567094734,4749.343,1.739739,-1.5104,0.206935,1.688418,-9999.0,1.5034138533900254
2M16414196+3626518,M13,58.9916673975627,40.909317221198,4088.733,0.4059744,-1.5934,0.070981,2.898812,-9999.0,1.1007187635628097
2M16414291+3626104,M13,58.9770030413283,40.9048749730729,4941.954,1.930064,-1.3893,0.139115,2.243985,-9999.0,2.0035555039245088
2M16414295+3619485,M13,58.8375638408797,40.8929657678144,4945.558,2.207797,-1.5357,0.278935,1.249079,-9999.0,10.396529158229908
2M16414394+3624419,M13,58.9451855210724,40.8987169931327,5003.586,2.448562,-1.5164,0.269355,1.416185,-9999.0,3.947353863215573
2M16414398+3622338,M13,58.8984134084732,40.8946195742815,4735.617,1.205641,-1.5001,0.088958,2.633783,-9999.0,6.758494629269134
2M16414459+3625536,M13,58.9716826019915,40.8987489776965,4998.304,2.125387,-1.354,0.088563,2.262403,-9999.0,2.396103206219361
2M16414478+3623273,M13,58.918374322716,40.8936267364833,4704.647,1.641097,-1.543,0.258215,1.749524,-9999.0,5.584626629003971
2M16414517+3628132,M13,59.0229743859034,40.9010895061335,4491.082,1.164979,-1.583,0.249835,1.859302,-9999.0,0.944369485876755
2M16414528+3631068,M13,59.0864611791154,40.9059970958789,4857.433,1.658984,-1.3434,0.069846,1.946615,-9999.0,4.593953259583161
2M16414545+3630114,M13,59.066270833932,40.9037774837283,4726.276,1.296613,-1.6036,0.196495,2.200696,-9999.0,3.396830177762348
2M16414547+3629586,M13,59.0616199034783,40.9033217157514,4548.668,1.248108,-1.4499,0.108881,2.190181,-9999.0,3.123006579597945
2M16414558+3630328,M13,59.0741740961325,40.9039738074797,4884.914,1.787401,-1.4042,0.106478,2.121632,-9999.0,3.867384981945288
2M16414564+3631473,M13,59.1014209900064,40.9060253703584,5199.322,2.393169,-0.93915,0.217495,0.3040675,-9999.0,5.490440996890935
2M16414572+3622501,M13,58.9052257718203,40.8893541164509,4916.388,1.928381,-1.4298,0.170805,1.683294,-9999.0,6.407340246422724
2M16414664+3628203,M13,59.0262852220345,40.8964091455384,4557.023,1.169968,-1.4022,0.0353205,2.443656,-9999.0,1.2726787552850627
2M16414680+3627039,M13,58.9984545869945,40.8935443332514,4702.609,1.381378,-1.2723,0.004108001,2.602615,-9999.0,1.2061127254906805
2M16414718+3627438,M13,59.0132242096705,40.8935097186944,4615.211,1.204952,-1.3162,0.016869,2.568266,-9999.0,1.008151605629315
2M16414739+3625111,M13,58.9575444098197,40.8881053204774,4820.056,1.576879,-1.2819,0.0207728,2.327555,-9999.0,3.4104951777152888
2M16414744+3628284,M13,59.0296405862581,40.8940165815706,4377.352,0.9140938,-1.4566,0.107166,2.466153,-9999.0,1.5193420469742687
2M16414800+3629531,M13,59.0608356315972,40.8947048478459,4638.554,1.240315,-1.4594,0.122911,2.187308,-9999.0,3.185205052974182
2M16414804+3631392,M13,59.0996269923556,40.897819424481,4971.49,2.071475,-1.4858,0.155955,1.842935,-9999.0,5.427053624506417
2M16414814+3623362,M13,58.9232742936315,40.8827058860418,4906.345,2.104285,-1.5477,0.247245,1.408413,-9999.0,5.455157237583598
2M16414819+3635413,M13,59.1881351338172,40.9046306959681,5092.068,2.488541,-1.476,0.210805,1.418012,-9999.0,10.69296213278114
2M16414879+3626505,M13,58.9945533681022,40.886502080883,4819.947,1.724825,-1.4553,0.099218,2.150107,-9999.0,1.6872173254604592
2M16414932+3625264,M13,58.9640681939998,40.8821469258203,4813.333,1.531417,-1.3179,0.055373,2.348064,-9999.0,3.223024721797509
2M16414966+3627104,M13,59.0022202079708,40.8842102173966,4447.852,1.141742,-1.5549,0.199705,1.963451,-9999.0,1.6162601840956485
2M16415003+3625105,M13,58.9586280239969,40.8793112876472,4692.618,1.197478,-1.6015,0.190735,2.447316,-9999.0,3.5904257607709935
2M16415024+3629431,M13,59.0582903720169,40.8869573155589,4877.083,1.463512,-1.5672,0.166495,2.106735,-9999.0,3.210378670627034
2M16415030+3624157,M13,58.9387378411237,40.8766994801922,4502.729,1.023778,-1.286,-0.032869,3.10692,-9999.0,4.719532992346825
2M16415037+3623417,M13,58.926376315272,40.8754306490618,4924.019,1.896472,-1.3352,0.10098,1.907788,-9999.0,5.42924105362733
2M16415092+3628545,M13,59.0408581854483,40.8832007189474,4443.537,0.8784453,-1.3304,-0.063039,2.998058,-9999.0,2.4522529777232207
2M16415160+3629363,M13,59.056443712989,40.882216453862,4990.481,1.733997,-1.534,0.165535,2.247036,-9999.0,3.2471830998490714
2M16415190+3619350,M13,58.8370939280232,40.862662186277,4967.317,2.171333,-1.5209,0.208785,1.762341,-9999.0,10.756140664953522
2M16415239+3628395,M13,59.0360871190623,40.8778586733519,4827.847,1.830936,-1.4549,0.176125,1.859131,-9999.0,2.483741044234106
2M16415378+3626140,M13,58.983639154044,40.8687597413789,4938.026,1.986894,-1.3687,0.054088,2.470984,-9999.0,2.936724581969238
2M16415411+3626092,M13,58.9820702892267,40.8675234178247,4770.519,1.538141,-1.2921,0.004216,2.654789,-9999.0,3.05017763381575
2M16415452+3626289,M13,58.9894449584779,40.8667677382554,5081.392,1.782906,-1.713,0.176355,2.822084,-9999.0,2.8722008068907323
2M16415462+3627229,M13,59.0092357553094,40.8680741432387,4576.718,1.364454,-1.5032,0.203925,1.862216,-9999.0,2.515969301564877
2M16415494+3627421,M13,59.0163757626744,40.8675904603327,4840.08,1.873214,-1.4602,0.130455,2.14788,-9999.0,2.573167281017762
2M16415543+3633266,M13,59.1424258144354,40.8764740766619,4949.411,1.485275,-1.5806,0.106905,2.478849,-9999.0,8.196224857358647
2M16415648+3644316,M13,59.3858285314844,40.8928677607953,5736.76,3.928982,-0.27354,0.0330103,1.287093,3.590955,22.57312905452853
2M16415681+3641510,M13,59.327287940951,40.8870019024881,5009.277,2.337602,-1.4818,0.217115,1.422493,-9999.0,19.087220328364765
2M16415712+3507216,M13,57.2619456025593,40.6991063679343,4906.082,3.355534,-0.21831,0.170325,0.4842727,-9999.0,105.64380285491163
2M16415735+3625217,M13,58.9663301924817,40.8552575898587,4937.385,1.873308,-1.3369,0.085249,2.4409,-9999.0,4.201621211430968
2M16415742+3623154,M13,58.9202523297635,40.8511356246833,4803.091,1.91046,-1.503,0.240835,1.693168,-9999.0,6.4397804605044
2M16415747+3619559,M13,58.8474656928719,40.8447509619847,5012.979,2.399094,-1.5246,0.266195,1.337396,-9999.0,10.508540176442992
2M16415830+3532570,M13,57.8208433135131,40.7493718665835,4913.037,3.013419,-0.68615,0.294565,1.041003,-9999.0,71.99737550870103
2M16415842+3628312,M13,59.0359939429414,40.85751113095,4912.649,2.003141,-1.4649,0.157325,1.840052,-9999.0,3.5143646933177934
2M16415862+3627465,M13,59.0197915914022,40.8554709161494,4861.034,2.02012,-1.5561,0.261935,1.499685,-9999.0,3.3240737795637405
2M16415903+3515426,M13,57.4450963993827,40.7106374883853,4893.176,3.553959,-0.21213,0.123799,0.3951664,2.15546,94.6530891463364
2M16415946+3521216,M13,57.5685867333413,40.7212196028111,4787.393,2.56454,-0.31699,0.06918401,1.337365,-9999.0,87.22337345680346
2M16420038+3625250,M13,58.9690015880687,40.8452566074474,4927.297,1.972347,-1.383,0.121149,2.233109,-9999.0,4.597964329612318
2M16420085+3623338,M13,58.9286712931245,40.8402590015718,4597.848,1.11858,-1.577,0.214805,2.165509,-9999.0,6.428172020542581
2M16420255+3632326,M13,59.1261493109029,40.851138181953,4964.069,2.235224,-1.5266,0.267505,1.182995,-9999.0,7.812768636614301
2M16420581+3622342,M13,58.9093818494806,40.8218828073254,5146.017,2.501244,-1.3978,0.169275,2.494135,-9999.0,8.024907893032989
2M16420633+3706114,M13,59.8653787015794,40.8976754557499,4997.712,3.365653,-0.091228,0.062079,0.9355112,2.547475,51.328049086478096
2M16420797+3739495,M13,60.6045013489234,40.9466997899594,5006.899,2.446723,-0.70457,0.261115,1.37104,-9999.0,95.69541856685616
2M16420936+3624470,M13,58.9595999337544,40.8141674333232,5035.302,2.319271,-1.514,0.207955,1.897754,-9999.0,6.4966584524912285
2M16421018+3637510,M13,59.2460121678079,40.8354189180043,4989.557,2.100142,-1.4259,0.124582,1.405918,-9999.0,14.85094919936495
2M16421122+3549592,M13,58.1998697048446,40.740669640509,4700.92,2.959385,-0.0088296,0.119593,0.3070577,-9999.0,49.65825124575082
2M16421144+3641314,M13,59.3270746401859,40.8378141199363,4934.14,2.73154,-0.85529,0.254775,1.07039,-9999.0,19.51127016435683
2M16421358+3628365,M13,59.0453705974723,40.8072055300706,5055.794,2.261578,-1.4527,0.157525,1.564408,-9999.0,6.5225774023011605
2M16421367+3633148,M13,59.1469264382757,40.8154175429958,5122.886,2.38341,-1.4105,0.157625,1.499927,-9999.0,9.985033120553485
2M16421482+3627199,M13,59.0180363347723,40.8007279186544,4508.228,1.297885,-1.5075,0.207135,1.917741,-9999.0,6.5740317596901034
2M16421650+3626137,M13,58.9947365121869,40.7930604098206,5018.202,2.187649,-1.4425,0.237885,1.451577,-9999.0,7.075890793502069
2M16421652+3624587,M13,58.9673827275955,40.7906578468208,4917.646,1.759915,-1.3857,0.079109,1.9644,-9999.0,7.603394844247285
2M16421716+3631331,M13,59.1115344769795,40.8007047061133,5095.008,2.364164,-1.4383,0.244465,1.126318,-9999.0,8.9508078189965
2M16421889+3630156,M13,59.084097806914,40.7925692567695,5139.171,2.348281,-1.49,0.159805,2.019064,-9999.0,8.331246725579403
2M16421910+3637033,M13,59.232893714533,40.8042958884381,5060.053,2.235251,-1.4429,0.210085,1.313258,-9999.0,14.801279736761716
2M16421925+3607240,M13,58.5844606636269,40.7481395178326,4778.776,2.877128,-0.37381,0.287445,0.8503525,-9999.0,27.316975545582498
2M16421985+3629461,M13,59.0738171585238,40.7884659614741,5024.743,2.184592,-1.3871,0.135635,1.472312,-9999.0,8.236221711007849
2M16422126+3633533,M13,59.164655642665,40.79133959372,5040.803,1.765477,-1.6372,0.314555,1.770884,-9999.0,11.695946963626769
2M16422293+3620427,M13,58.8772727315093,40.7613129746825,4210.146,1.481798,-0.49983,0.261225,1.669514,-9999.0,11.958582419148458
2M16422335+3725037,M13,60.2867692088267,40.8727310810539,4627.735,2.418549,0.14432,-0.006527998,1.159722,-9999.0,76.63878199540049
2M16422603+3627048,M13,59.0180637374259,40.762924777572,4938.904,2.288683,-1.563,0.261735,1.332754,-9999.0,8.837766781753373
2M16423056+3619513,M13,58.8623912670372,40.7342550793416,5052.723,2.604399,-1.6056,0.286045,1.497752,-9999.0,13.770570600479632
2M16423197+3657058,M13,59.6777146847132,40.7972597606034,5014.577,3.243688,-0.35005,0.126446,1.048649,-9999.0,40.62993652885856
2M16423238+3629577,M13,59.0842059997779,40.7471343091157,5117.204,2.313758,-1.3813,0.133095,1.398621,-9999.0,10.738451900200749
2M16423446+3714502,M13,60.0673887804469,40.8192941947552,4214.104,1.574551,-0.34972,0.231885,1.498787,-9999.0,63.67632899305924
2M16423760+3617342,M13,58.8160437201287,40.7064013843613,5095.047,2.315032,-1.3749,0.146565,1.86853,-9999.0,16.871786071706516
2M16423787+3624127,M13,58.9612580321708,40.7180900815562,4836.754,1.597774,-1.3828,0.041969,2.419858,-9999.0,11.880181244824739
2M16423825+3635066,M13,59.1996302718885,40.7371043452642,5084.706,2.662243,-1.473,0.270045,1.115843,-9999.0,15.39705071742312
2M16424322+3636002,M13,59.2215687630217,40.7221912933313,4609.593,1.435123,-1.5084,0.243505,1.724964,-9999.0,16.974110475473154
2M16424407+3741088,M13,60.6482059941745,40.8302229626147,5208.294,3.088912,-2.0429,0.255475,1.705454,-9999.0,98.40883963423062
2M16424471+3704448,M13,59.8509850879216,40.768328200044,4806.826,2.955459,-0.59086,0.293015,0.5678845,-9999.0,51.17007466511451
2M16424710+3559335,M13,58.4278582434455,40.6395728457073,4699.87,1.286433,-1.6576,0.226205,1.826964,-9999.0,38.513264387890246
2M16424751+3742516,M13,60.687203710056,40.8216210774581,4841.538,2.933648,-0.22582,0.076098,0.9801693,-9999.0,100.7718374761073
2M16424964+3643344,M13,59.3901352788924,40.7146539607781,5109.881,3.10017,-0.7262,0.169005,0.9953717,2.812548,25.64344865796791
2M16425157+3512377,M13,57.4085652400288,40.5267018243526,5196.986,3.499098,-0.53044,0.283025,0.5864352,2.355158,98.79999400220161
2M16425490+3554103,M13,58.314601331701,40.6026686556276,5053.59,3.473732,-0.55966,0.222695,0.6830304,1.502588,45.61704404255882
2M16425504+3534123,M13,57.8798742158682,40.5611572041879,4571.238,1.265101,-1.3955,0.236195,1.856693,-9999.0,70.96444252538204
2M16425527+3550066,M13,58.2262973811297,40.5932273325538,4903.659,2.266649,-0.56838,0.212755,1.881915,-9999.0,50.71809325669216
2M16425528+3636561,M13,59.2477999684205,40.6838179440398,4850.504,1.853342,-0.93141,0.133635,1.836538,-9999.0,19.691260262081318
2M16425611+3744040,M13,60.7171578355189,40.7952741071168,4153.118,1.617929,-0.0107,0.086181,1.353007,-9999.0,102.66050682291173
2M16425766+3553079,M13,58.2934114456578,40.591321218587,4692.986,2.73663,0.016576,0.03165,1.036545,-9999.0,47.05527769521288
2M16425821+3713384,M13,60.0516966024578,40.7389026087457,5025.136,3.214333,-0.68926,0.303205,0.865207,2.085163,63.339261630667714
2M16430093+3730193,M13,60.4180224460966,40.7575563887937,4305.883,1.942162,-0.27467,0.216535,1.329842,-9999.0,84.97504661907583
2M16430159+3743106,M13,60.6998821326632,40.7759014212055,4968.608,3.212744,-0.54236,0.256775,0.9759667,2.347524,101.71166395288449
2M16430284+3748247,M13,60.8151153510188,40.7799709726292,5164.62,2.266265,-1.1258,0.421305,2.168753,-9999.0,108.58755141540755
2M16430770+3514329,M13,57.4597376041919,40.476457854524,4859.001,2.48596,-0.4676,0.264535,1.31217,-9999.0,96.58457555913435
2M16430979+3733048,M13,60.4822001646438,40.7328808107478,4252.362,0.9781707,-1.4609,0.096007,1.838739,-9999.0,88.96898513034152
2M16431445+3704333,M13,59.8603319742215,40.669668363455,4634.376,2.610412,0.014981,0.0187634,1.127717,-9999.0,53.018539614631116
2M16431724+3651330,M13,59.577537059375,40.6374935541904,4536.039,2.344693,-0.38619,0.276915,1.187394,-9999.0,37.77418531720413
2M16431790+3512148,M13,57.4157534122382,40.4370037933899,4876.866,2.867971,-0.50866,0.228915,1.192587,-9999.0,99.77600582608831
2M16431961+3703248,M13,59.8377445873008,40.6506233811422,4524.85,2.102613,-0.54003,0.221305,1.380925,-9999.0,52.04588740695211
2M16432369+3626285,M13,59.0336238692075,40.5697414428481,4892.759,3.428912,-0.064024,0.069981,0.3205162,2.31132,20.46465984279069
2M16432457+3547110,M13,58.1786105700299,40.4889847225602,5265.208,3.235305,-2.1469,0.176585,2.371155,-9999.0,55.91479315148504
2M16432559+3531495,M13,57.8453620785218,40.4534051299832,4719.458,2.302067,-0.70338,0.173615,1.3158,-9999.0,75.05662734558847
2M16433302+3701153,M13,59.7967926918524,40.6024759146365,4844.937,3.181316,-0.047299,0.087426,0.3142172,-9999.0,50.685399188638435
2M16433414+3657226,M13,59.7126550885578,40.5919113149859,4614.32,3.950807,-0.33471,-0.0164477,0.3235638,13.10992,46.278034811740056
2M16433430+3521331,M13,57.6272935596585,40.4020185653946,4777.617,3.030854,-0.17681,0.193125,0.3003032,-9999.0,88.38393551452799
2M16433668+3618128,M13,58.8602497093255,40.5105850479759,5096.787,3.442841,-0.49546,0.101059,0.5880984,1.502761,25.593882715348677
2M16433835+3631416,M13,59.1546845157524,40.5308499903342,4978.96,3.617547,-0.29845,0.243365,0.3915435,1.582997,24.349086638744783
2M16434022+3712017,M13,60.0352647477655,40.5974585304121,4890.708,3.500168,-0.7377,0.192585,0.3005315,53.48106,64.31065155634934
2M16434035+3607137,M13,58.6230979562555,40.4767357555219,4967.542,2.686764,-0.95705,0.292175,1.564192,-9999.0,34.852258882153436
2M16434183+3530465,M13,57.8318120733053,40.3965701120398,4873.792,3.157159,-0.28997,0.237015,0.8255075,-9999.0,77.11195332538206
2M16434200+3620595,M13,58.9234654994213,40.498221351628,4620.188,2.278353,-0.42703,0.282275,1.442879,-9999.0,25.246376971037126
2M16434638+3524172,M13,57.6936452033706,40.367273675465,4550.461,3.754044,-0.47373,0.0881443,0.3151157,8.428494,85.43085233233343
2M16434860+3630574,M13,59.1437756327888,40.495340434695,5084.432,3.598312,-0.33043,0.100898,0.5357227,1.51088,26.142274386462603
2M16435257+3725072,M13,60.3265984363123,40.5790192298552,4897.91,2.025606,-1.6927,0.207175,1.186826,-9999.0,81.45383333975349
2M16435449+3548050,M13,58.2146555424383,40.3905024258722,5054.857,3.798065,-0.29252,0.245085,0.3482491,2.034886,56.99843794803147
2M16435681+3613371,M13,58.7706991608919,40.4344332172484,4690.969,1.564447,-1.6659,0.281675,1.296552,-9999.0,31.942810822411445
