PLATEIFU,redshift,LW_AGE_1RE,LW_AGE_1RE_ERROR,MW_AGE_1RE,MW_AGE_1RE_ERROR,LW_Z_1RE,MW_Z_1RE,PHOTOMETRIC_MASS,stellar_sigma_1re
11751-9102,0.04223436,0.6197129,0.1871711,0.9361268,0.1860741,-0.1463336,-0.4187115,9.904128,56.09592
11752-12701,0.01580816,0.401545,0.2068524,0.8813569,0.1676122,-0.2506598,-0.9932684,9.119273,54.23363
11752-12701,0.01580816,0.401545,0.2068524,0.8813569,0.1676122,-0.2506598,-0.9932684,9.119273,54.23363
11752-12701,0.01580816,0.401545,0.2068524,0.8813569,0.1676122,-0.2506598,-0.9932684,9.119273,54.59804
11752-12701,0.01580816,0.401545,0.2068524,0.8813569,0.1676122,-0.2506598,-0.9932684,9.119273,54.23363
11752-12702,0.06071524,0.6348022,0.1993336,0.8178868,0.2139914,0.1770439,0.1323347,10.81967,161.5212
11752-12702,0.06071524,0.6348022,0.1993336,0.8178868,0.2139914,0.1770439,0.1323347,10.81967,161.5212
11752-12702,0.06071524,0.6348022,0.1993336,0.8178868,0.2139914,0.1770439,0.1323347,10.81967,158.0931
11752-12702,0.06071524,0.6348022,0.1993336,0.8178868,0.2139914,0.1770439,0.1323347,10.81967,161.5212
11752-12703,0.02482222,0.2417188,0.3338838,0.7336204,0.4044008,-0.05589464,-0.2537065,9.932308,60.52394
11752-12703,0.02482222,0.2417188,0.3338838,0.7336204,0.4044008,-0.05589464,-0.2537065,9.932308,60.52394
11752-12703,0.02482222,0.2417188,0.3338838,0.7336204,0.4044008,-0.05589464,-0.2537065,9.932308,61.0505
11752-12703,0.02482222,0.2417188,0.3338838,0.7336204,0.4044008,-0.05589464,-0.2537065,9.932308,60.52394
11752-12704,0.045784,0.6319767,0.1688389,0.9490081,0.1409735,-0.0722673,-0.06464119,10.32832,66.93539
11752-12704,0.045784,0.6319767,0.1688389,0.9490081,0.1409735,-0.0722673,-0.06464119,10.32832,66.93539
11752-12704,0.045784,0.6319767,0.1688389,0.9490081,0.1409735,-0.0722673,-0.06464119,10.32832,66.91581
11752-12704,0.045784,0.6319767,0.1688389,0.9490081,0.1409735,-0.0722673,-0.06464119,10.32832,66.93539
11752-12705,0.01624985,0.1115283,0.3549206,0.8664265,0.271369,-0.1161614,-0.9036602,8.997383,63.27639
11752-12705,0.01624985,0.1115283,0.3549206,0.8664265,0.271369,-0.1161614,-0.9036602,8.997383,63.27639
11752-12705,0.01624985,0.1115283,0.3549206,0.8664265,0.271369,-0.1161614,-0.9036602,8.997383,69.34034
11752-12705,0.01624985,0.1115283,0.3549206,0.8664265,0.271369,-0.1161614,-0.9036602,8.997383,63.27639
11752-1902,0.02548059,0.8938285,0.07756736,0.9687724,0.06398987,0.1450959,0.1123178,10.45279,152.6499
11752-1902,0.02548059,0.8938285,0.07756736,0.9687724,0.06398987,0.1450959,0.1123178,10.45279,152.6499
11752-1902,0.02548059,0.8938285,0.07756736,0.9687724,0.06398987,0.1450959,0.1123178,10.45279,152.6499
11752-1902,0.02548059,0.8938285,0.07756736,0.9687724,0.06398987,0.1450959,0.1123178,10.45279,152.6499
11752-3701,0.08773994,0.4453424,0.1556043,0.7058654,0.1788121,0.04882687,-0.01262365,11.32342,213.6321
11752-3701,0.08773994,0.4453424,0.1556043,0.7058654,0.1788121,0.04882687,-0.01262365,11.32342,213.6321
11752-3701,0.08773994,0.4453424,0.1556043,0.7058654,0.1788121,0.04882687,-0.01262365,11.32342,213.468
11752-3701,0.08773994,0.4453424,0.1556043,0.7058654,0.1788121,0.04882687,-0.01262365,11.32342,213.6321
11752-3702,0.03669661,0.79251,0.1325049,0.9300539,0.110965,0.1569777,0.1399427,10.7715,193.1075
11752-3702,0.03669661,0.79251,0.1325049,0.9300539,0.110965,0.1569777,0.1399427,10.7715,193.1075
11752-3702,0.03669661,0.79251,0.1325049,0.9300539,0.110965,0.1569777,0.1399427,10.7715,193.4077
11752-3702,0.03669661,0.79251,0.1325049,0.9300539,0.110965,0.1569777,0.1399427,10.7715,193.1075
11752-3703,0.0459177,0.8734527,0.09097409,0.9569275,0.07425293,0.1639195,0.1284033,10.44233,157.4339
11752-3703,0.0459177,0.8734527,0.09097409,0.9569275,0.07425293,0.1639195,0.1284033,10.44233,157.4339
11752-3703,0.0459177,0.8734527,0.09097409,0.9569275,0.07425293,0.1639195,0.1284033,10.44233,157.5362
11752-3703,0.0459177,0.8734527,0.09097409,0.9569275,0.07425293,0.1639195,0.1284033,10.44233,157.4339
11752-3704,0.09161086,0.6444197,0.2347272,0.9412419,0.2027255,0.08780639,0.007546845,11.15541,172.8483
11752-3704,0.09161086,0.6444197,0.2347272,0.9412419,0.2027255,0.08780639,0.007546845,11.15541,172.8483
11752-3704,0.09161086,0.6444197,0.2347272,0.9412419,0.2027255,0.08780639,0.007546845,11.15541,168.3984
11752-3704,0.09161086,0.6444197,0.2347272,0.9412419,0.2027255,0.08780639,0.007546845,11.15541,172.8483
11752-6101,0.07248692,0.8186077,0.1247273,0.9473655,0.09878739,0.1823921,0.2008452,11.50452,267.978
11752-6101,0.07248692,0.8186077,0.1247273,0.9473655,0.09878739,0.1823921,0.2008452,11.50452,267.978
11752-6101,0.07248692,0.8186077,0.1247273,0.9473655,0.09878739,0.1823921,0.2008452,11.50452,265.9089
11752-6101,0.07248692,0.8186077,0.1247273,0.9473655,0.09878739,0.1823921,0.2008452,11.50452,267.978
11752-6102,0.05101231,0.8611592,0.126886,1.01769,0.0777676,0.1747725,0.2024758,11.13279,212.4897
11752-6102,0.05101231,0.8611592,0.126886,1.01769,0.0777676,0.1747725,0.2024758,11.13279,212.4897
11752-6102,0.05101231,0.8611592,0.126886,1.01769,0.0777676,0.1747725,0.2024758,11.13279,212.2421
11752-6102,0.05101231,0.8611592,0.126886,1.01769,0.0777676,0.1747725,0.2024758,11.13279,212.4897
11752-6103,0.07283191,0.7848769,0.1237238,0.9542071,0.08982996,0.2392511,0.2423138,11.3007,188.3139
11752-6103,0.07283191,0.7848769,0.1237238,0.9542071,0.08982996,0.2392511,0.2423138,11.3007,188.3139
11752-6103,0.07283191,0.7848769,0.1237238,0.9542071,0.08982996,0.2392511,0.2423138,11.3007,187.3266
11752-6103,0.07283191,0.7848769,0.1237238,0.9542071,0.08982996,0.2392511,0.2423138,11.3007,188.3139
11752-6104,0.02608378,0.5533683,0.1835674,0.8629097,0.186908,-0.2670789,-0.6488178,9.904378,65.29147
11752-6104,0.02608378,0.5533683,0.1835674,0.8629097,0.186908,-0.2670789,-0.6488178,9.904378,65.29147
11752-6104,0.02608378,0.5533683,0.1835674,0.8629097,0.186908,-0.2670789,-0.6488178,9.904378,65.09167
11752-6104,0.02608378,0.5533683,0.1835674,0.8629097,0.186908,-0.2670789,-0.6488178,9.904378,65.29147
11752-9101,0.07409183,0.7513856,0.1074353,0.9882253,0.06001468,0.08442894,0.2356513,11.25153,241.7674
11752-9101,0.07409183,0.7513856,0.1074353,0.9882253,0.06001468,0.08442894,0.2356513,11.25153,241.7674
11752-9101,0.07409183,0.7513856,0.1074353,0.9882253,0.06001468,0.08442894,0.2356513,11.25153,232.9719
11752-9101,0.07409183,0.7513856,0.1074353,0.9882253,0.06001468,0.08442894,0.2356513,11.25153,241.7674
11752-9102,0.08260299,0.8387375,0.1269881,1.014287,0.0874226,-0.02184515,-0.0930317,11.14057,223.4444
11752-9102,0.08260299,0.8387375,0.1269881,1.014287,0.0874226,-0.02184515,-0.0930317,11.14057,223.4444
11752-9102,0.08260299,0.8387375,0.1269881,1.014287,0.0874226,-0.02184515,-0.0930317,11.14057,219.4879
11752-9102,0.08260299,0.8387375,0.1269881,1.014287,0.0874226,-0.02184515,-0.0930317,11.14057,223.4444
11753-12701,0.1042006,0.4917022,0.1730543,0.8795648,0.149113,0.05816872,-0.08961464,11.09963,131.5914
11753-12701,0.1042006,0.4917022,0.1730543,0.8795648,0.149113,0.05816872,-0.08961464,11.09963,131.5914
11753-12701,0.1042006,0.4917022,0.1730543,0.8795648,0.149113,0.05816872,-0.08961464,11.09963,130.7696
11753-12701,0.1042006,0.4917022,0.1730543,0.8795648,0.149113,0.05816872,-0.08961464,11.09963,131.5914
11753-12702,0.02374652,0.3343185,0.2663753,0.8265582,0.2242745,-0.1835524,-0.4878749,10.03454,62.98889
11753-12702,0.02374652,0.3343185,0.2663753,0.8265582,0.2242745,-0.1835524,-0.4878749,10.03454,62.98889
11753-12702,0.02374652,0.3343185,0.2663753,0.8265582,0.2242745,-0.1835524,-0.4878749,10.03454,63.54078
11753-12702,0.02374652,0.3343185,0.2663753,0.8265582,0.2242745,-0.1835524,-0.4878749,10.03454,62.98889
11753-12703,0.02057438,0.2027181,0.2755691,0.7436596,0.2629785,-0.1416668,-0.5625899,9.297035,53.51176
11753-12703,0.02057438,0.2027181,0.2755691,0.7436596,0.2629785,-0.1416668,-0.5625899,9.297035,53.51176
11753-12703,0.02057438,0.2027181,0.2755691,0.7436596,0.2629785,-0.1416668,-0.5625899,9.297035,52.11874
11753-12703,0.02057438,0.2027181,0.2755691,0.7436596,0.2629785,-0.1416668,-0.5625899,9.297035,53.51176
11753-12704,0.02024635,0.0811858,0.1939895,0.9738133,0.1333947,-0.06791955,-0.809031,9.823748,65.1289
11753-12704,0.02024635,0.0811858,0.1939895,0.9738133,0.1333947,-0.06791955,-0.809031,9.823748,65.1289
11753-12704,0.02024635,0.0811858,0.1939895,0.9738133,0.1333947,-0.06791955,-0.809031,9.823748,60.34635
11753-12704,0.02024635,0.0811858,0.1939895,0.9738133,0.1333947,-0.06791955,-0.809031,9.823748,65.1289
11753-1901,0.03056992,0.4997501,0.1185738,0.705098,0.1534887,-0.1004886,-0.3386585,10.33409,95.50818
11753-1901,0.03056992,0.4997501,0.1185738,0.705098,0.1534887,-0.1004886,-0.3386585,10.33409,95.50818
11753-1901,0.03056992,0.4997501,0.1185738,0.705098,0.1534887,-0.1004886,-0.3386585,10.33409,95.58734
11753-1901,0.03056992,0.4997501,0.1185738,0.705098,0.1534887,-0.1004886,-0.3386585,10.33409,95.50818
11753-1902,0.09970118,0.5013029,0.1730584,0.5953036,0.1830311,0.233653,0.2778843,11.55897,287.4701
11753-1902,0.09970118,0.5013029,0.1730584,0.5953036,0.1830311,0.233653,0.2778843,11.55897,287.4701
11753-1902,0.09970118,0.5013029,0.1730584,0.5953036,0.1830311,0.233653,0.2778843,11.55897,285.1885
11753-1902,0.09970118,0.5013029,0.1730584,0.5953036,0.1830311,0.233653,0.2778843,11.55897,287.4701
11753-3701,0.09334705,0.5842133,0.1368004,0.8119755,0.1518748,0.07622277,0.07636945,11.11331,156.2982
11753-3701,0.09334705,0.5842133,0.1368004,0.8119755,0.1518748,0.07622277,0.07636945,11.11331,156.2982
11753-3701,0.09334705,0.5842133,0.1368004,0.8119755,0.1518748,0.07622277,0.07636945,11.11331,156.3065
11753-3701,0.09334705,0.5842133,0.1368004,0.8119755,0.1518748,0.07622277,0.07636945,11.11331,156.2982
11753-3702,0.04746303,0.5218117,0.1771799,0.892907,0.1915203,-0.2121418,-0.3328145,10.29423,72.85654
11753-3702,0.04746303,0.5218117,0.1771799,0.892907,0.1915203,-0.2121418,-0.3328145,10.29423,72.85654
11753-3702,0.04746303,0.5218117,0.1771799,0.892907,0.1915203,-0.2121418,-0.3328145,10.29423,72.81017
11753-3702,0.04746303,0.5218117,0.1771799,0.892907,0.1915203,-0.2121418,-0.3328145,10.29423,72.85654
11753-3703,0.03453844,0.6300756,0.1613054,0.9237325,0.1500673,0.0204059,0.0477731,10.68691,97.86887
11753-3703,0.03453844,0.6300756,0.1613054,0.9237325,0.1500673,0.0204059,0.0477731,10.68691,97.86887
11753-3703,0.03453844,0.6300756,0.1613054,0.9237325,0.1500673,0.0204059,0.0477731,10.68691,97.86887
11753-3703,0.03453844,0.6300756,0.1613054,0.9237325,0.1500673,0.0204059,0.0477731,10.68691,97.86887
11753-6101,0.1202905,0.9295164,0.1137048,0.9921643,0.06537142,0.2888524,0.2921644,11.36593,253.4127
11753-6101,0.1202905,0.9295164,0.1137048,0.9921643,0.06537142,0.2888524,0.2921644,11.36593,253.4127
11753-6101,0.1202905,0.9295164,0.1137048,0.9921643,0.06537142,0.2888524,0.2921644,11.36593,246.9997
11753-6101,0.1202905,0.9295164,0.1137048,0.9921643,0.06537142,0.2888524,0.2921644,11.36593,253.4127
11753-6102,0.01994092,0.4629924,0.212902,0.8691776,0.204658,-0.1661526,-0.5180287,9.876726,59.80134
11753-6102,0.01994092,0.4629924,0.212902,0.8691776,0.204658,-0.1661526,-0.5180287,9.876726,59.80134
11753-6102,0.01994092,0.4629924,0.212902,0.8691776,0.204658,-0.1661526,-0.5180287,9.876726,60.14584
11753-6102,0.01994092,0.4629924,0.212902,0.8691776,0.204658,-0.1661526,-0.5180287,9.876726,59.80134
11753-6103,0.0215799,0.5971043,0.1435011,0.9250277,0.1206968,-0.1240949,-0.1887614,10.00504,68.98223
11753-6103,0.0215799,0.5971043,0.1435011,0.9250277,0.1206968,-0.1240949,-0.1887614,10.00504,68.98223
11753-6103,0.0215799,0.5971043,0.1435011,0.9250277,0.1206968,-0.1240949,-0.1887614,10.00504,69.05746
11753-6103,0.0215799,0.5971043,0.1435011,0.9250277,0.1206968,-0.1240949,-0.1887614,10.00504,68.98223
11753-6104,0.02410564,0.5229947,0.1395339,0.8435427,0.1500269,-0.0924955,-0.2638858,10.10114,87.90764
11753-6104,0.02410564,0.5229947,0.1395339,0.8435427,0.1500269,-0.0924955,-0.2638858,10.10114,87.90764
11753-6104,0.02410564,0.5229947,0.1395339,0.8435427,0.1500269,-0.0924955,-0.2638858,10.10114,87.90764
11753-6104,0.02410564,0.5229947,0.1395339,0.8435427,0.1500269,-0.0924955,-0.2638858,10.10114,87.90764
11753-9101,0.08641628,0.5642229,0.1745052,0.8103116,0.1766682,0.03572796,0.1178199,11.10429,135.9373
11753-9101,0.08641628,0.5642229,0.1745052,0.8103116,0.1766682,0.03572796,0.1178199,11.10429,135.9373
11753-9101,0.08641628,0.5642229,0.1745052,0.8103116,0.1766682,0.03572796,0.1178199,11.10429,136.0018
11753-9101,0.08641628,0.5642229,0.1745052,0.8103116,0.1766682,0.03572796,0.1178199,11.10429,135.9373
11753-9102,0.1212167,0.8763849,0.08590293,0.9691634,0.06829581,-0.08776662,-0.1476469,11.53674,268.8475
11753-9102,0.1212167,0.8763849,0.08590293,0.9691634,0.06829581,-0.08776662,-0.1476469,11.53674,268.8475
11753-9102,0.1212167,0.8763849,0.08590293,0.9691634,0.06829581,-0.08776662,-0.1476469,11.53674,300.582
11753-9102,0.1212167,0.8763849,0.08590293,0.9691634,0.06829581,-0.08776662,-0.1476469,11.53674,268.8475
11754-12701,0.02885334,0.6254716,0.2002348,0.9373152,0.1732968,0.02645519,0.08855778,10.46588,72.86936
11754-12701,0.02885334,0.6254716,0.2002348,0.9373152,0.1732968,0.02645519,0.08855778,10.46588,72.86936
11754-12701,0.02885334,0.6254716,0.2002348,0.9373152,0.1732968,0.02645519,0.08855778,10.46588,72.4369
11754-12701,0.02885334,0.6254716,0.2002348,0.9373152,0.1732968,0.02645519,0.08855778,10.46588,72.86936
11754-12702,0.04397579,0.3386073,0.1902093,0.7675692,0.2016698,-0.1716883,-0.5557193,9.965087,77.22181
11754-12702,0.04397579,0.3386073,0.1902093,0.7675692,0.2016698,-0.1716883,-0.5557193,9.965087,77.22181
11754-12702,0.04397579,0.3386073,0.1902093,0.7675692,0.2016698,-0.1716883,-0.5557193,9.965087,78.49406
11754-12702,0.04397579,0.3386073,0.1902093,0.7675692,0.2016698,-0.1716883,-0.5557193,9.965087,77.22181
11754-12703,0.05049159,0.8651704,0.1141267,1.016063,0.08664086,-0.01800269,0.08162437,11.27458,205.7793
11754-12703,0.05049159,0.8651704,0.1141267,1.016063,0.08664086,-0.01800269,0.08162437,11.27458,205.7793
11754-12703,0.05049159,0.8651704,0.1141267,1.016063,0.08664086,-0.01800269,0.08162437,11.27458,209.5134
11754-12703,0.05049159,0.8651704,0.1141267,1.016063,0.08664086,-0.01800269,0.08162437,11.27458,205.7793
11754-12704,0.04939082,0.7070953,0.1796497,0.9529657,0.145472,0.03917974,0.03805862,10.38033,86.64645
11754-12704,0.04939082,0.7070953,0.1796497,0.9529657,0.145472,0.03917974,0.03805862,10.38033,86.64645
11754-12704,0.04939082,0.7070953,0.1796497,0.9529657,0.145472,0.03917974,0.03805862,10.38033,83.21424
11754-12704,0.04939082,0.7070953,0.1796497,0.9529657,0.145472,0.03917974,0.03805862,10.38033,86.64645
11754-12705,0.02875791,0.85374,0.1173917,1.022992,0.07499625,0.2311872,0.2765573,10.92226,113.2211
11754-12705,0.02875791,0.85374,0.1173917,1.022992,0.07499625,0.2311872,0.2765573,10.92226,113.2211
11754-12705,0.02875791,0.85374,0.1173917,1.022992,0.07499625,0.2311872,0.2765573,10.92226,111.4374
11754-12705,0.02875791,0.85374,0.1173917,1.022992,0.07499625,0.2311872,0.2765573,10.92226,113.2211
11754-1901,0.04957863,0.7210177,0.1884778,1.017286,0.1313735,-0.06793466,0.00214117,10.44519,100.0769
11754-1901,0.04957863,0.7210177,0.1884778,1.017286,0.1313735,-0.06793466,0.00214117,10.44519,100.0769
11754-1901,0.04957863,0.7210177,0.1884778,1.017286,0.1313735,-0.06793466,0.00214117,10.44519,99.38608
11754-1901,0.04957863,0.7210177,0.1884778,1.017286,0.1313735,-0.06793466,0.00214117,10.44519,100.0769
11754-1902,0.03987019,0.4447434,0.2151684,0.6025165,0.3011905,-0.55077,-0.7994956,9.484824,52.24696
11754-1902,0.03987019,0.4447434,0.2151684,0.6025165,0.3011905,-0.55077,-0.7994956,9.484824,52.24696
11754-1902,0.03987019,0.4447434,0.2151684,0.6025165,0.3011905,-0.55077,-0.7994956,9.484824,51.68882
11754-1902,0.03987019,0.4447434,0.2151684,0.6025165,0.3011905,-0.55077,-0.7994956,9.484824,52.24696
11754-3701,0.02904347,0.1758632,0.2018826,0.837343,0.1704866,-0.191782,-0.7445816,9.389422,89.4541
11754-3701,0.02904347,0.1758632,0.2018826,0.837343,0.1704866,-0.191782,-0.7445816,9.389422,89.4541
11754-3701,0.02904347,0.1758632,0.2018826,0.837343,0.1704866,-0.191782,-0.7445816,9.389422,89.31752
11754-3701,0.02904347,0.1758632,0.2018826,0.837343,0.1704866,-0.191782,-0.7445816,9.389422,89.4541
11754-3702,0.04954435,0.8990583,0.1004257,1.013172,0.07196245,0.05930978,0.08419453,11.07583,193.2735
11754-3702,0.04954435,0.8990583,0.1004257,1.013172,0.07196245,0.05930978,0.08419453,11.07583,193.2735
11754-3702,0.04954435,0.8990583,0.1004257,1.013172,0.07196245,0.05930978,0.08419453,11.07583,193.4172
11754-3702,0.04954435,0.8990583,0.1004257,1.013172,0.07196245,0.05930978,0.08419453,11.07583,193.2735
11754-3703,0.05059979,0.8852562,0.08620759,0.9825915,0.06068628,0.2247458,0.2248644,11.11734,203.517
11754-3703,0.05059979,0.8852562,0.08620759,0.9825915,0.06068628,0.2247458,0.2248644,11.11734,203.517
11754-3703,0.05059979,0.8852562,0.08620759,0.9825915,0.06068628,0.2247458,0.2248644,11.11734,202.9754
11754-3703,0.05059979,0.8852562,0.08620759,0.9825915,0.06068628,0.2247458,0.2248644,11.11734,203.517
11754-3704,0.04921488,0.7035356,0.1249124,0.8900312,0.1146075,0.03032163,0.02424227,10.39599,99.9882
11754-3704,0.04921488,0.7035356,0.1249124,0.8900312,0.1146075,0.03032163,0.02424227,10.39599,99.9882
11754-3704,0.04921488,0.7035356,0.1249124,0.8900312,0.1146075,0.03032163,0.02424227,10.39599,98.97681
11754-3704,0.04921488,0.7035356,0.1249124,0.8900312,0.1146075,0.03032163,0.02424227,10.39599,99.9882
11754-6101,0.069764,0.6506875,0.1302957,0.9668469,0.08740256,-0.008142243,0.1353873,10.84821,82.41406
11754-6101,0.069764,0.6506875,0.1302957,0.9668469,0.08740256,-0.008142243,0.1353873,10.84821,82.41406
11754-6101,0.069764,0.6506875,0.1302957,0.9668469,0.08740256,-0.008142243,0.1353873,10.84821,83.07698
11754-6101,0.069764,0.6506875,0.1302957,0.9668469,0.08740256,-0.008142243,0.1353873,10.84821,82.41406
11754-6102,0.02537527,0.3733204,0.2193569,0.6639396,0.27459,0.02506156,-0.02498385,10.24808,92.57039
11754-6102,0.02537527,0.3733204,0.2193569,0.6639396,0.27459,0.02506156,-0.02498385,10.24808,92.57039
11754-6102,0.02537527,0.3733204,0.2193569,0.6639396,0.27459,0.02506156,-0.02498385,10.24808,92.26922
11754-6102,0.02537527,0.3733204,0.2193569,0.6639396,0.27459,0.02506156,-0.02498385,10.24808,92.57039
11754-6103,0.05000129,0.8861645,0.1163574,1.042143,0.08950421,0.04045669,0.1317761,10.5015,157.7588
11754-6103,0.05000129,0.8861645,0.1163574,1.042143,0.08950421,0.04045669,0.1317761,10.5015,157.7588
11754-6103,0.05000129,0.8861645,0.1163574,1.042143,0.08950421,0.04045669,0.1317761,10.5015,157.3161
11754-6103,0.05000129,0.8861645,0.1163574,1.042143,0.08950421,0.04045669,0.1317761,10.5015,157.7588
11754-6104,0.05145423,0.684356,0.1544959,0.8976996,0.1468618,0.09411068,0.1039351,11.06234,127.9764
11754-6104,0.05145423,0.684356,0.1544959,0.8976996,0.1468618,0.09411068,0.1039351,11.06234,127.9764
11754-6104,0.05145423,0.684356,0.1544959,0.8976996,0.1468618,0.09411068,0.1039351,11.06234,127.9764
11754-6104,0.05145423,0.684356,0.1544959,0.8976996,0.1468618,0.09411068,0.1039351,11.06234,127.9764
11754-9101,0.1116981,0.698982,0.1625331,0.8903182,0.1239632,0.3042344,0.3105541,11.27093,215.6849
11754-9101,0.1116981,0.698982,0.1625331,0.8903182,0.1239632,0.3042344,0.3105541,11.27093,215.6849
11754-9101,0.1116981,0.698982,0.1625331,0.8903182,0.1239632,0.3042344,0.3105541,11.27093,211.1374
11754-9101,0.1116981,0.698982,0.1625331,0.8903182,0.1239632,0.3042344,0.3105541,11.27093,215.6849
11755-12701,0.04820762,0.617952,0.2137542,0.9936603,0.1896739,-0.01368255,-0.1124688,10.37779,65.2788
11755-12701,0.04820762,0.617952,0.2137542,0.9936603,0.1896739,-0.01368255,-0.1124688,10.37779,65.2788
11755-12701,0.04820762,0.617952,0.2137542,0.9936603,0.1896739,-0.01368255,-0.1124688,10.37779,64.24325
11755-12701,0.04820762,0.617952,0.2137542,0.9936603,0.1896739,-0.01368255,-0.1124688,10.37779,65.2788
11755-12702,0.03779529,0.7684243,0.1710341,1.022611,0.1369127,-0.1582122,-0.6105899,9.541666,53.42281
11755-12702,0.03779529,0.7684243,0.1710341,1.022611,0.1369127,-0.1582122,-0.6105899,9.541666,53.42281
11755-12702,0.03779529,0.7684243,0.1710341,1.022611,0.1369127,-0.1582122,-0.6105899,9.541666,56.14058
11755-12702,0.03779529,0.7684243,0.1710341,1.022611,0.1369127,-0.1582122,-0.6105899,9.541666,53.42281
11755-12703,0.02419201,0.3859955,0.2574487,0.8725518,0.2352649,-0.04423861,-0.1788427,10.262,59.36284
11755-12703,0.02419201,0.3859955,0.2574487,0.8725518,0.2352649,-0.04423861,-0.1788427,10.262,59.36284
11755-12703,0.02419201,0.3859955,0.2574487,0.8725518,0.2352649,-0.04423861,-0.1788427,10.262,59.4585
11755-12703,0.02419201,0.3859955,0.2574487,0.8725518,0.2352649,-0.04423861,-0.1788427,10.262,59.36284
11755-12704,0.06542503,0.5443431,0.1752844,0.7781008,0.211907,-0.05721853,-0.2565292,10.87959,110.3798
11755-12704,0.06542503,0.5443431,0.1752844,0.7781008,0.211907,-0.05721853,-0.2565292,10.87959,110.3798
11755-12704,0.06542503,0.5443431,0.1752844,0.7781008,0.211907,-0.05721853,-0.2565292,10.87959,109.4718
11755-12704,0.06542503,0.5443431,0.1752844,0.7781008,0.211907,-0.05721853,-0.2565292,10.87959,110.3798
11755-12705,0.01976889,0.3674892,0.2989357,0.8465201,0.2861273,-0.09218226,-0.2293587,9.912146,51.2952
11755-12705,0.01976889,0.3674892,0.2989357,0.8465201,0.2861273,-0.09218226,-0.2293587,9.912146,51.2952
11755-12705,0.01976889,0.3674892,0.2989357,0.8465201,0.2861273,-0.09218226,-0.2293587,9.912146,52.47191
11755-12705,0.01976889,0.3674892,0.2989357,0.8465201,0.2861273,-0.09218226,-0.2293587,9.912146,51.2952
11755-1901,0.02371813,0.7763391,0.127143,0.9741684,0.1092743,0.1249677,0.01215054,10.27818,101.5617
11755-1901,0.02371813,0.7763391,0.127143,0.9741684,0.1092743,0.1249677,0.01215054,10.27818,101.5617
11755-1901,0.02371813,0.7763391,0.127143,0.9741684,0.1092743,0.1249677,0.01215054,10.27818,101.2222
11755-1901,0.02371813,0.7763391,0.127143,0.9741684,0.1092743,0.1249677,0.01215054,10.27818,101.5617
11755-1902,0.05229553,0.8024579,0.1455527,1.015612,0.09046187,0.1910371,0.2401813,11.08985,123.2628
11755-1902,0.05229553,0.8024579,0.1455527,1.015612,0.09046187,0.1910371,0.2401813,11.08985,123.2628
11755-1902,0.05229553,0.8024579,0.1455527,1.015612,0.09046187,0.1910371,0.2401813,11.08985,120.5294
11755-1902,0.05229553,0.8024579,0.1455527,1.015612,0.09046187,0.1910371,0.2401813,11.08985,123.2628
11755-3701,0.07414606,0.7834681,0.155367,0.963132,0.101926,0.1533454,0.1844501,11.35851,283.5613
11755-3701,0.07414606,0.7834681,0.155367,0.963132,0.101926,0.1533454,0.1844501,11.35851,283.5613
11755-3701,0.07414606,0.7834681,0.155367,0.963132,0.101926,0.1533454,0.1844501,11.35851,283.8575
11755-3701,0.07414606,0.7834681,0.155367,0.963132,0.101926,0.1533454,0.1844501,11.35851,283.5613
11755-3702,0.04823889,0.9105014,0.1001394,0.9926074,0.07575614,0.1049662,0.1139565,10.50049,149.3195
11755-3702,0.04823889,0.9105014,0.1001394,0.9926074,0.07575614,0.1049662,0.1139565,10.50049,149.3195
11755-3702,0.04823889,0.9105014,0.1001394,0.9926074,0.07575614,0.1049662,0.1139565,10.50049,148.9341
11755-3702,0.04823889,0.9105014,0.1001394,0.9926074,0.07575614,0.1049662,0.1139565,10.50049,149.3195
11755-6101,0.04828563,0.514571,0.2433226,0.9279709,0.2313657,-0.0255082,-0.1150287,10.74277,74.05821
11755-6101,0.04828563,0.514571,0.2433226,0.9279709,0.2313657,-0.0255082,-0.1150287,10.74277,74.05821
11755-6101,0.04828563,0.514571,0.2433226,0.9279709,0.2313657,-0.0255082,-0.1150287,10.74277,73.16743
11755-6101,0.04828563,0.514571,0.2433226,0.9279709,0.2313657,-0.0255082,-0.1150287,10.74277,74.05821
11755-6102,0.06706247,0.8279139,0.1213134,0.9797039,0.08565222,0.2003318,0.2553324,10.95326,183.8216
11755-6102,0.06706247,0.8279139,0.1213134,0.9797039,0.08565222,0.2003318,0.2553324,10.95326,183.8216
11755-6102,0.06706247,0.8279139,0.1213134,0.9797039,0.08565222,0.2003318,0.2553324,10.95326,180.5983
11755-6102,0.06706247,0.8279139,0.1213134,0.9797039,0.08565222,0.2003318,0.2553324,10.95326,183.8216
11755-6103,0.03067344,0.8051602,0.1375358,0.9999582,0.09282045,0.168687,0.1685811,10.45804,92.77518
11755-6103,0.03067344,0.8051602,0.1375358,0.9999582,0.09282045,0.168687,0.1685811,10.45804,92.77518
11755-6103,0.03067344,0.8051602,0.1375358,0.9999582,0.09282045,0.168687,0.1685811,10.45804,90.62186
11755-6103,0.03067344,0.8051602,0.1375358,0.9999582,0.09282045,0.168687,0.1685811,10.45804,92.77518
11755-6104,0.05296173,0.6439352,0.1286326,0.8895243,0.1097437,0.002048522,0.04787033,10.52257,102.0458
