apogee_id,dist50,glon,glat,mn_fe,fe_h
2M17011662-2126122,7.42785,0.644108653,12.4970016,-0.2047981,-1.3409
2M17011686-2247383,6.313039,359.524384,11.6948576,-0.05339801,-0.58952
2M17011689-2235140,1.211177,359.694672,11.8171234,0.1049325,0.25587
2M17011931-2128055,0.9122054,0.624346912,12.4700613,0.1186925,0.26207
2M17012024-2124420,9.692382,0.673315346,12.5004253,-0.033868,-0.16789
2M17012056-2306485,9.465466,359.270233,11.4941425,-0.347948,-0.70105
2M17012190-2247055,1.438188,359.543579,11.6846676,0.09253599,0.058757
2M17012271-2230346,0.9520469,359.772186,11.8449697,-0.02672049,-0.036757
2M17012288-2306397,4.936493,359.277588,11.4884377,-0.04449803,-0.38804
2M17012328-2153458,9.801795,0.279769927,12.2054968,-0.358798,-1.1302
2M17012381-2148143,1.753927,0.35710606,12.2581377,-0.103188,-0.4558
2M17012417-2210366,7.166602,0.0499642082,12.0370426,-0.190918,-0.47355
2M17012464-2243408,1.795069,359.596741,11.7098217,0.0996685,0.13397
2M17012485-2238033,0.6879705,359.674438,11.7646294,-0.02784149,0.064004
2M17012768-2242101,6.065499,359.624573,11.7153025,0.104302,0.30165
2M17012851-2240281,1.300638,359.649811,11.7295036,0.06735452,0.13169
2M17012865-2150490,8.276691,0.332868874,12.2176847,-0.194858,-0.59795
2M17012880-2303143,4.10928,359.338196,11.5039692,-0.096659,-0.085619
2M17012927-2302349,6.418783,359.348297,11.5089979,-0.013978,-0.35072
2M17012940-2249521,9.34223,359.522919,11.6340504,-0.207898,-1.1118
2M17012960-2121096,1.224708,0.744075835,12.5057659,-0.09460801,-0.22465
2M17012983-2233565,6.218858,359.742493,11.7897177,-0.224098,-1.3775
2M17012992-2307555,6.983355,359.276581,11.4542465,-0.103738,-0.16029
2M17012993-2210107,7.143708,0.0693432912,12.0233564,0.008840293,0.11698
2M17013121-2228278,6.956643,359.820953,11.8394203,-0.219468,-0.68813
2M17013149-2127051,4.658011,0.666707754,12.4417477,-0.05284801,-0.40742
2M17013315-2200207,4.765889,0.212141573,12.109992,-0.130368,-0.71611
2M17013342-2146516,0.3877646,0.398503006,12.2416382,0.003392617,0.0027099
2M17013342-2147060,6.051438,0.395201921,12.2392769,-0.06257802,-0.63816
2M17013351-2124366,8.462632,0.705579817,12.459691,0.061932,0.30286
2M17013535-2221462,8.00748,359.922577,11.8924284,0.081603,0.018404
2M17013594-2151204,8.13326,0.342647552,12.1897745,-0.01025201,0.094545
2M17013671-2122281,0.7019748,0.742634296,12.4706221,0.01838452,0.06161
2M17013683-2215135,1.416494,0.0159856286,11.9522276,0.05377951,0.17413
2M17013787-2227200,11.96589,359.851959,11.8298502,0.109102,0.24315
2M17013887-2239338,7.140213,359.68631,11.706295,-0.08596802,-0.46638
2M17014037-2137244,2.470373,0.545053065,12.3126736,0.02869559,-0.0088356
2M17014143-2121514,0.6091915,0.762080789,12.4618092,0.01326251,-0.18346
2M17014200-2233233,2.088524,359.778351,11.7574005,0.01978149,0.1001
2M17014225-2212187,1.662046,0.0686494112,11.9640169,0.1301625,0.20787
2M17014236-2228091,8.342543,359.851135,11.8078308,0.01792799,-0.016326
2M17014282-2300598,3.318059,359.401398,11.4827738,-0.158768,-0.60386
2M17014300-2129316,0.7193161,0.659899175,12.3816986,0.02393851,0.10901
2M17014407-2156162,6.465556,0.293691695,12.1159563,-0.160778,-0.58694
2M17014429-2141225,3.818572,0.499463558,12.2614937,0.03406899,-0.015739
2M17014540-2152178,0.9770461,0.351534754,12.1508007,0.123172,0.31155
2M17014702-2209367,0.9443061,0.116897963,11.9756927,0.009919995,-0.014808
2M17014744-2139086,3.30808,0.537604034,12.2735004,-0.111588,-0.55569
2M17014777-2245533,0.7943066,359.620117,11.6163988,0.1514725,0.32486
2M17014952-2247468,7.604896,359.598236,11.5923119,-0.01012799,-0.42273
2M17015094-2156169,6.338862,0.309527636,12.0943928,-0.144428,-0.48379
2M17015102-2304015,1.066712,359.378906,11.4275579,0.1132025,-0.10749
2M17015148-2254030,5.308178,359.516754,11.5244713,0.038892,-0.43498
2M17015205-2251588,0.7263762,359.546478,11.5431042,-0.01612548,-0.030702
2M17015246-2256522,2.165135,359.480316,11.4936371,-0.01454321,-0.0045948
2M17015266-2215425,6.797785,0.0461354777,11.89818,-0.01634797,0.29737
2M17015386-2217585,2.597953,0.0177479051,11.8721886,0.167212,0.26763
2M17015514-2246267,0.797334,359.629578,11.5880518,-0.03421748,-0.26181
2M17015541-2229225,5.652896,359.864624,11.7552404,-0.140128,-0.46099
2M17015563-2230357,7.94312,359.848389,11.742568,-0.08814797,-0.37674
2M17015583-2257196,7.725401,359.481873,11.4787273,-0.191048,-0.85795
2M17015648-2209202,5.905215,0.142684489,11.9488993,-0.111608,-0.56048
2M17015716-2238061,7.699779,359.74881,11.6639175,-0.451398,-1.5787
2M17015773-2300043,5.373919,359.448639,11.4457788,-0.09051801,-0.14494
2M17015777-2151237,6.412122,0.392762452,12.1209946,-0.075498,-0.19019
2M17015788-2251497,2.122393,359.562042,11.5265465,-0.106468,-0.47785
2M17015813-2201304,9.877947,0.25430426,12.0206366,-0.146668,-0.58474
2M17015867-2125567,1.477543,0.745882392,12.3676491,-0.006397486,0.42409
2M17015903-2131298,5.355486,0.670113564,12.3121357,-0.1195175,-0.2171
2M17015949-2129058,6.210488,0.704319835,12.3342094,0.131052,0.28104
2M17020022-2156467,0.9112347,0.324299484,12.0605116,0.05555109,0.054364
2M17020119-2144548,7.084922,0.490065306,12.1738625,-0.114068,-0.348
2M17020223-2156059,0.7279505,0.338338643,12.0609255,0.01012252,-0.06187
2M17020247-2222598,2.000676,359.968689,11.7960043,0.123089,0.088023
2M17020389-2140032,0.1930798,0.563376546,12.2130852,-0.03266148,-0.067196
2M17020519-2221246,0.4671174,359.996826,11.8031445,-0.09846801,-0.2594
2M17020783-2246599,6.267633,359.651367,11.5432787,-0.06563801,-0.07615
2M17020840-2236165,7.970717,359.799957,11.6470156,-0.132998,-0.65696
2M17020853-2243473,8.918686,359.697052,11.5726948,-0.159078,-0.55904
2M17020937-2128279,3.094021,0.73605597,12.3093805,-0.115928,-0.41819
2M17020970-2247365,1.288176,359.647339,11.5314922,-0.03515749,-0.20465
2M17021059-2153553,2.222692,0.387775928,12.0561428,0.02039199,0.13649
2M17021080-2141111,0.4951811,0.563867927,12.1803436,0.1916325,0.11816
2M17021142-2229119,5.993447,359.904175,11.7072105,0.01583201,-0.17183
2M17021184-2214536,1.486412,0.101907752,11.8464432,0.06627201,0.1896
2M17021210-2222576,6.629585,359.991547,11.7663956,0.112442,0.31393
2M17021526-2144540,5.578959,0.523000896,12.1299763,-0.08515799,-0.66911
2M17021591-2236198,4.467136,359.816589,11.6231575,-0.180508,-0.1202
2M17021625-2258139,6.271966,359.516724,11.406601,0.150742,0.34599
2M17021691-2231279,0.9143127,359.885773,11.6678705,0.05393351,-0.053521
2M17021704-2207479,7.205308,0.211613044,11.8998909,-0.02235801,0.073918
2M17021796-2242356,2.583887,359.735291,11.5552034,-0.199118,-0.57901
2M17021862-2142245,1.063572,0.565202057,12.1438427,0.01125999,0.013109
2M17021912-2209044,10.07823,0.198906034,11.8808622,-0.02561802,-0.28342
2M17021996-2200283,5.770811,0.319304287,11.9626398,-0.06530803,-0.58299
2M17022003-2213135,0.8121985,0.143876821,11.8373003,-0.09906748,-0.3764
2M17022143-2126005,8.770737,0.798101246,12.2955704,-0.182588,-0.96621
2M17022165-2147199,2.459667,0.504359961,12.0861387,-0.03236401,0.237
2M17022200-2137465,0.8916287,0.636985183,12.1786213,-0.0180275,-0.14329
2M17022347-2226241,11.25655,359.970581,11.6972103,-0.5276979,-1.0714
2M17022424-2128477,3.087107,0.766160667,12.2595024,-0.120138,-0.27826
2M17022490-2152552,4.924842,0.434863091,12.0212088,-0.07978801,-0.13076
2M17022494-2252353,8.743261,359.614227,11.4352436,-0.09106803,-0.65981
2M17022583-2255055,5.118322,359.58194,11.4078608,-0.296738,-0.66056
2M17022662-2242293,4.993599,359.756805,11.5293436,-0.08005798,-0.26118
2M17022687-2236158,7.997907,359.842896,11.5897808,-0.150248,-0.4222
2M17022730-2131265,1.470118,0.736746728,12.2239904,0.04044251,-0.12105
2M17022956-2202534,2.510001,0.308296263,11.9089336,0.106992,0.16755
2M17023048-2154213,12.93026,0.428027332,11.9897165,-0.3013979,-1.2007
2M17023052-2239373,1.131534,359.805206,11.5454273,0.0404225,-0.17751
2M17023058-2130010,6.383465,0.764048994,12.2276363,-0.302518,-0.77108
2M17023215-2226311,0.9776248,359.989075,11.6690807,0.07383251,-0.2739
2M17023269-2243106,3.422494,359.761383,11.5037289,-0.023238,-0.33648
2M17023288-2145079,7.469186,0.56081003,12.0725193,-0.07888401,0.021916
2M17023514-2131126,2.230356,0.758194685,12.201643,-0.005068004,-0.27858
2M17023612-2126596,2.653731,0.818696558,12.2398176,-0.04592802,-0.21152
2M17023751-2136298,6.800527,0.690689564,12.142518,-0.385798,-1.1101
2M17023822-2238394,2.313097,359.836273,11.5309801,-0.111578,-0.48871
2M17023882-2243060,1.944822,359.776611,11.4854889,0.02089249,-0.0037425
2M17023889-2147548,10.88434,0.53638351,12.0264769,-0.222798,-1.269
2M17023928-2129262,0.5843685,0.792312384,12.2059889,0.04678951,0.058185
2M17023989-2203155,2.25983,0.327199817,11.8730717,-0.01298701,0.07073
2M17024146-2302590,4.380777,359.509735,11.2818193,0.007832021,-0.42958
2M17024211-2157121,2.191352,0.415800303,11.9254494,-0.137078,-0.57844
2M17024339-2206592,5.578624,0.283966392,11.8256006,-0.09340799,-0.763
2M17024414-2132131,2.200361,0.765180707,12.1635427,-0.024948,-0.36538
2M17024638-2258369,6.353126,359.581024,11.309536,-0.06462798,-0.46996
2M17024640-2157242,8.371975,0.42299065,11.910079,0.208902,0.27994
2M17024730-2210387,5.055922,0.242618591,11.777545,-0.128798,-1.1065
2M17024846-2246418,8.053657,359.749481,11.4202185,-0.170738,-0.53291
2M17025096-2146012,6.056016,0.590560198,12.0071974,-0.117428,-0.50873
2M17025139-2300520,2.222888,359.561676,11.2718925,-0.010019,-0.065459
2M17025172-2237091,1.409201,359.888153,11.503809,0.08702254,0.29959
2M17025197-2207133,6.407247,0.300612718,11.7964954,0.022432,-0.42348
2M17025210-2158442,5.120824,0.41782847,11.879178,-0.198498,-1.0124
2M17025216-2133497,1.949107,0.761602283,12.1226244,-0.0008840114,0.19627
2M17025280-2149551,7.511294,0.541040599,11.9632807,0.05421197,-0.29406
2M17025468-2137090,2.545621,0.721611083,12.082263,0.01925498,0.13206
2M17025503-2206426,0.5480958,0.3147493,11.7919779,-0.03392849,-0.024299
2M17025675-2154543,4.696977,0.481430084,11.9021406,0.272102,0.2887
2M17025695-2211040,2.355052,0.259184003,11.743288,-0.185008,-0.45534
2M17025703-2214449,0.5738208,0.20866777,11.7069731,-0.01898348,-0.077884
2M17025844-2220319,1.178667,0.132305995,11.6459064,0.09682253,0.25595
2M17025872-2257514,9.098299,359.619934,11.2787647,-0.09830797,-0.62045
2M17025929-2134290,6.016443,0.769127011,12.0938616,-0.143278,-0.37895
2M17030070-2259360,1.788515,359.600555,11.2555122,0.0569321,0.065501
2M17030142-2128211,0.4398735,0.858786464,12.147049,0.06709722,0.093115
2M17030589-2155159,0.6841649,0.497669578,11.8700056,0.1113505,0.13994
2M17030597-2219202,7.882172,0.166185498,11.6341429,-0.185418,-0.46701
2M17030623-2246150,5.747787,359.796631,11.3694258,0.379882,0.41143
2M17030672-2255556,7.870774,359.664856,11.2729187,-0.206948,-0.69675
2M17030783-2229476,8.070623,0.0265787523,11.5258713,-0.132478,-0.75642
2M17030856-2237308,0.6340969,359.922119,11.4478893,-0.05695549,-0.047782
2M17030891-2153509,7.670803,0.524203539,11.8744135,-0.198948,-0.62377
2M17030947-2216286,1.24963,0.213655233,11.6512423,-0.1564875,-0.10963
2M17031102-2144426,5.099117,0.655173421,11.9571218,-0.215838,-0.58421
2M17031197-2205429,5.713736,0.367700309,11.748764,-0.06546798,-0.46236
2M17031212-2256447,1.807588,359.666046,11.2481375,0.119761,-0.040413
2M17031337-2217207,8.707668,0.210726976,11.6305599,0.204722,-0.65739
2M17031351-2237257,3.590966,359.934692,11.433342,0.220962,0.30922
2M17031399-2153080,8.346085,0.545822501,11.8655148,-0.159108,-0.90949
2M17031578-2233431,4.621591,359.990967,11.4626389,-0.0129518,-0.0095062
2M17031584-2158306,2.130589,0.475960672,11.8071594,-0.038618,-0.162
2M17031623-2238369,3.734365,359.924683,11.4132423,-0.04236799,-0.38203
2M17031762-2239423,6.549685,359.912872,11.3982534,-0.100804,-0.012404
2M17031868-2152123,1.706739,0.569506228,11.8598948,0.170132,0.13916
2M17031951-2155262,0.9589044,0.526849449,11.8256903,-0.01784448,0.12527
2M17031980-2203254,2.794739,0.417413652,11.7467136,-0.015818,-0.14442
2M17032132-2234278,6.004505,359.9935,11.4381123,0.024666,0.041621
2M17032185-2238356,0.6081589,359.937927,11.3959913,-0.03420148,-0.084376
2M17032205-2206073,0.9874722,0.385418802,11.7132864,0.175082,0.32066
2M17032255-2248426,2.40317,359.800476,11.2946119,0.05584198,0.28764
2M17032374-2216505,4.808773,0.24162595,11.6031475,-0.109538,-0.49142
2M17032393-2256097,8.521462,359.701263,11.2172461,-0.07102801,-0.21916
2M17032435-2132584,10.70486,0.848152816,12.0298901,-0.2301381,-0.68846
2M17032567-2220280,1.393374,0.196186736,11.5616207,-0.03738803,-0.35467
2M17032602-2152442,0.9174317,0.579174817,11.831706,0.04186499,0.020303
2M17032937-2244458,8.849991,359.870453,11.3121262,-0.2803079,-0.65499
2M17032969-2249034,3.364012,359.812164,11.2690544,-0.04542799,-0.16083
2M17032978-2258023,4.258424,359.688995,11.1806803,-0.142181,-0.051827
2M17033016-2230372,4.561645,0.0667793602,11.4482412,-0.01366802,-0.13625
2M17033142-2239301,1.663736,359.94751,11.3573065,0.112912,0.26895
2M17033229-2153026,6.903673,0.589463949,11.8090563,-0.08765799,-0.52927
2M17033289-2201286,7.882514,0.474527389,11.7248116,-0.04429799,-0.27605
2M17033361-2254246,9.052448,359.74762,11.2043829,-0.100428,-0.93947
2M17033383-2130428,0.5417198,0.901380479,12.0221529,0.04212452,-0.090712
2M17033384-2228182,1.272645,0.107162081,11.4594555,0.01264051,0.014152
2M17033456-2131596,4.545119,0.885365963,12.0073776,-0.161368,-0.70512
2M17033525-2221302,3.653222,0.204029202,11.5216026,0.01628199,-0.34232
2M17033526-2146101,7.632158,0.691201568,11.866888,-0.08822802,-0.49915
2M17033639-2135339,6.760694,0.840259731,11.966795,0.020642,0.21063
2M17033647-2211444,0.8078664,0.341312528,11.6132936,-0.0383175,-0.38665
2M17034147-2251451,0.879569,359.802246,11.206049,0.05918051,-0.030118
2M17034338-2206371,1.531329,0.427881271,11.6417284,0.069482,0.20187
2M17034407-2255412,1.915994,359.75415,11.1594095,-0.120558,-0.14527
2M17034534-2228089,1.267984,0.135816902,11.4251194,-0.06028748,-0.44944
2M17034643-2218371,1.46286,0.269573331,11.5149288,-0.099848,-0.18046
2M17034667-2247204,2.188713,359.874847,11.2331352,0.05644199,0.21631
2M17034668-2219075,6.917689,0.263141364,11.5092068,0.032787,0.17425
2M17034689-2237270,6.637022,0.0113851056,11.3292561,-0.166698,-0.786
2M17034695-2149284,1.313235,0.672651768,11.7979784,0.014477,0.11406
2M17035213-2251242,2.176935,359.831573,11.1763439,0.03253999,0.017114
2M17035382-2202583,8.199057,0.502266645,11.6446991,-0.04659796,-1.2092
2M17035419-2232564,6.010846,0.0902504846,11.3506565,-0.2262981,-1.1814
2M17035550-2148185,5.286126,0.708512664,11.7825022,-0.171888,-0.69318
2M17035618-2211242,1.277526,0.391489565,11.5549765,0.07253253,0.35941
2M17035626-2215292,7.241224,0.335396051,11.5148382,-0.03616801,-0.26382
2M17035710-2251492,0.7114325,359.83725,11.1568441,0.1008525,0.26315
2M17040008-2152108,8.282818,0.665648282,11.7303782,-0.217648,-0.64593
2M17040055-2248303,5.991058,359.890778,11.1785498,-0.150078,-0.78392
2M17040308-2200464,6.20044,0.553999841,11.6371603,-0.186928,-0.83447
2M17040437-2245586,1.060036,359.934326,11.1914368,0.114282,0.20962
2M17040634-2249396,7.258688,359.888184,11.1492786,-0.09392801,-0.47127
2M17040645-2231495,6.098669,0.133816555,11.3233738,-0.09623802,-0.60084
2M17040725-2142508,2.147202,0.811101317,11.7988834,0.128012,0.19989
2M17040742-2237057,10.25158,0.0635181665,11.2688332,0.150642,-0.55982
2M17040758-2145322,7.524829,0.774716377,11.7716093,-0.248098,-0.7074
2M17040785-2209353,3.318857,0.443440616,11.5362072,-0.04841802,-0.28561
2M17040821-2136425,7.166293,0.898147345,11.8556356,-0.2094581,-0.59167
2M17040873-2141163,7.649673,0.836274326,11.8095646,-0.172898,-0.66742
2M17040873-2141163,7.649673,0.836274326,11.8095646,-0.181778,-0.6244
2M17040921-2232588,6.706263,0.124285109,11.3034678,-0.001827009,-0.015391
2M17040978-2148132,2.411029,0.74272269,11.7385635,-0.04943803,0.27788
2M17041170-2201233,4.083145,0.565390766,11.6041689,-0.123998,-0.55908
2M17041301-2201135,4.370293,0.570693016,11.6016483,-0.04891801,-0.44756
2M17041543-2247095,6.131834,359.943481,11.1454849,-0.145388,-0.31459
2M17041599-2232411,1.384145,0.143945947,11.2852097,0.08443252,-0.11138
2M17041923-2232565,5.237318,0.147879332,11.2725973,-0.02719802,-0.37027
2M17042058-2206101,0.9086992,0.519958973,11.5297384,0.08726299,0.12711
2M17042063-2246073,6.417715,359.969696,11.1394167,-0.02950802,-0.38761
2M17042091-2154490,1.277316,0.677363753,11.6393623,0.019522,0.13322
2M17042096-2159236,8.553051,0.614307046,11.5945883,-0.4236981,-1.1494
2M17042138-2201194,5.283362,0.588630259,11.5744762,0.06164199,-0.12832
2M17042373-2145573,15.25518,0.806248367,11.7168388,-0.189378,-0.67696
2M17042403-2225019,8.9279,0.267862111,11.3348904,-0.141678,-0.53939
2M17042567-2238044,0.3646475,0.0920436159,11.2023993,-0.001642484,-0.054285
2M17042584-2201224,7.668274,0.598225653,11.56003,-0.08407795,-0.51573
2M17042690-2212598,5.725722,0.440346867,11.4433632,0.02732199,-0.28943
2M17042717-2219438,6.897632,0.348153234,11.3768206,-0.07873797,-0.91916
2M17043072-2231303,8.105577,0.194072783,11.2508211,-0.238898,-1.3629
2M17043122-2217542,8.390761,0.382646978,11.3819981,-0.08891797,-0.51152
2M17043142-2221239,8.896525,0.334919214,11.3472919,-0.310608,-0.77929
2M17043371-2212322,35.50099,0.462363422,11.4265528,-0.3035979,-1.2331
2M17043498-2236155,0.8984269,0.138416886,11.191124,0.08522251,0.13491
2M17043533-2150008,4.38536,0.776950002,11.6408806,-0.09928802,-0.30686
2M17043644-2243038,1.929559,0.0480881371,11.1200914,0.007033996,-0.093912
2M17043710-2220366,3.120364,0.35885784,11.3372126,0.115802,0.17542
2M17043768-2228406,0.8873832,0.249039307,11.2566881,0.0856135,0.14463
2M17043873-2233500,1.103064,0.180433661,11.203104,0.152472,0.14372
2M17043951-2240019,10.0822,0.0968485847,11.1401596,-0.03685802,-0.72124
2M17044272-2241406,9.18671,0.0815901533,11.1141062,-0.129598,-1.0979
2M17044344-2223018,1.511945,0.340078115,11.2938251,0.1383225,0.34232
2M17044636-2224272,6.17332,0.327195168,11.2707949,-0.1627681,-0.85493
2M17044784-2233346,7.756915,0.204869568,11.1771898,-0.207348,-0.71025
2M17045212-2222250,8.58392,0.368481994,11.2726526,-0.1956781,-0.61585
2M17050026-2203058,7.212512,0.653722227,11.4353342,0.009541988,-0.28215
2M17050176-2158394,1.513093,0.718468308,11.4738226,0.1622325,0.3226
2M17050176-2226125,6.782525,0.338366836,11.2055769,-0.111438,-0.472
2M17051237-2208438,0.7929806,0.603795826,11.3425741,-0.08707747,-0.32484
2M17051696-2210143,10.07808,0.593545079,11.3135099,-0.293208,-0.94129
2M16504419-2115080,2.643792,359.287262,14.5749683,0.05642699,0.0917
2M16505508-2122512,1.467106,359.208099,14.4633274,0.03827899,0.030889
2M16505794-2118004,1.913847,359.281372,14.5034838,0.06949299,0.073887
2M16505887-2110128,7.882575,359.390381,14.57936,-0.130438,-0.65559
2M16510169-2054239,3.755208,359.614075,14.7302408,-0.105978,-0.38704
2M16510218-2042165,6.203193,359.781677,14.850915,-0.226998,-1.1637
2M16511340-2115560,5.534295,359.347351,14.4766912,-0.01137799,-0.32387
2M16512005-2121204,3.495211,359.289459,14.4015656,-0.05093804,-0.4624
2M16512053-2128454,1.4966,359.189148,14.3251534,-0.06618798,-0.4189
2M16512648-2120249,6.938543,359.317719,14.3910456,-0.1405579,-0.98434
2M16512761-2118397,6.454263,359.344482,14.405242,-0.06316799,-0.73588
2M16512785-2032306,2.251443,359.978455,14.8694201,-0.05246797,-0.40062
2M16512825-2130303,3.860254,359.18396,14.2837067,0.015672,-0.34254
2M16513009-2104348,0.6907403,359.543488,14.539609,0.052603,0.11267
2M16513073-2042061,1.309718,359.853577,14.763978,-0.168958,-0.62057
2M16513725-2121198,3.647943,359.331329,14.3485479,-0.100088,-0.51602
2M16513999-2031469,9.725513,0.0180008393,14.838974,-0.157438,-0.99556
2M16514432-2139527,5.435635,359.094696,14.1394835,-0.113498,-0.7731
2M16514474-2124541,1.45568,359.300568,14.2893839,0.002141997,-0.2307
2M16514646-2127071,5.229639,359.274445,14.2616949,-0.257458,-0.97924
2M16515818-2055562,1.499843,359.730286,14.5395632,-0.012738,-0.11529
2M16520386-2143081,2.835541,359.097412,14.0464296,-0.100408,-0.56226
2M16520621-2024095,1.57154,0.186705172,14.8337803,-0.05934799,-0.62808
2M16521217-2054446,0.7637779,359.780579,14.5081444,-0.1180175,-0.05824
2M16521283-2141076,1.997514,359.146576,14.0390377,-0.02941801,-0.20437
2M16521627-2144457,0.5886846,359.105164,13.9917679,0.3315787,-0.17049
2M16521950-2018396,2.804242,0.294718862,14.8474483,0.06445199,0.30215
2M16521998-2056579,4.923111,359.768982,14.4615879,-0.161498,-1.3607
2M16522791-2109254,1.668327,359.617218,14.3117476,0.032272,0.16162
2M16522941-2130126,7.451997,359.335999,14.0979204,0.02249159,-0.0082996
2M16523498-2134174,6.616268,359.293579,14.0396395,-0.08026803,-0.7008
2M16524666-2132371,0.7748479,359.344635,14.0203953,-0.09875801,-0.19718
2M16524704-2118351,6.685369,359.537811,14.1603708,-0.2607981,-1.0184
2M16524802-2017420,1.332771,0.377212316,14.7679615,0.05858199,0.11423
2M16524831-2114395,3.189016,359.594757,14.1958904,-0.04661801,-0.27552
2M16524873-2036535,5.148734,0.114594676,14.5735731,-0.214098,-1.4196
2M16525268-2028465,5.907505,0.235892683,14.6425505,-0.116408,-0.67648
2M16525338-2054156,2.384158,359.886993,14.3849792,0.09355199,0.315
2M16525628-2103217,2.567561,359.769043,14.2846489,0.07538199,0.16618
2M16525817-2119521,7.705093,359.547089,14.1130228,-0.111708,-0.5798
2M16525916-2023428,1.360649,0.321334779,14.6729641,0.07286599,0.11667
2M16525998-2122338,1.648159,359.514526,14.0803223,-0.04745801,-0.14829
2M16530229-2029322,4.157975,0.248700291,14.6049328,-0.09215796,-0.60377
2M16530341-2040255,6.216623,0.101526305,14.492424,-0.04275802,-0.35844
2M16530556-2037244,5.35768,0.148240373,14.5159712,-0.1061381,-0.70306
2M16530561-2129431,2.994265,359.430054,13.9910069,0.06187599,-0.031672
2M16530812-2022446,2.487121,0.356428146,14.6546726,0.102082,0.24666
2M16531384-2027542,1.994238,0.299146473,14.5852308,0.001080992,0.030206
2M16531689-2018228,2.486259,0.437811822,14.6708899,-0.124328,-0.66609
2M16531836-2143281,5.645629,359.272461,13.8133259,-0.06780797,-0.70392
2M16531887-2023468,5.328384,0.368148476,14.6107187,-0.063668,-0.21167
2M16531904-2118384,3.102577,359.614288,14.0607185,-0.05377799,-0.42174
2M16531925-2052212,1.652958,359.975769,14.3236322,0.09250198,0.13368
2M16532181-2149334,2.338393,359.197479,13.7414436,-0.060458,-0.31806
2M16532800-2153248,4.640435,359.159576,13.683588,-0.020028,-0.30316
2M16533074-2145109,9.796424,359.278778,13.7579126,-0.127828,-0.93057
2M16533258-2152360,2.750753,359.181702,13.6776457,-0.121618,-0.63484
2M16533307-2018426,4.521266,0.472409695,14.6169548,-0.03568801,-0.2692
2M16533682-2140496,2.426258,359.353027,13.782896,-0.221078,-0.72422
2M16534040-2013535,2.946205,0.556623816,14.6420937,-0.08482802,-0.66561
2M16534075-2021044,5.386674,0.458398372,14.5693302,-0.07928801,-0.698
2M16534238-2100238,1.918708,359.92099,14.1711397,0.053072,0.016906
2M16534246-2011124,1.880782,0.598654449,14.6624184,0.213012,0.27402
2M16534323-2042134,0.592483,0.173002884,14.3503122,-0.1396235,-0.096504
2M16534992-2118385,0.2533778,359.688599,13.9649305,-0.1028675,-0.35963
2M16535088-2058337,1.285262,359.966705,14.1630774,0.151695,0.090257
2M16535153-2116429,5.317523,359.718933,13.9792576,-0.05732805,-0.5566
2M16535300-2017014,2.462703,0.543853581,14.571413,0.104412,0.11999
2M16535420-2029180,2.619149,0.377477705,14.4451714,-0.030908,-0.16337
2M16535643-2119501,1.082889,359.687897,13.9327879,0.003700987,0.076957
2M16535944-2042146,1.798277,0.211825982,14.2995567,-0.10276,0.031662
2M16540291-2050275,2.706423,0.10712184,14.206646,-0.09255803,-0.3006
2M16540334-2145369,0.6575403,359.351105,13.6528759,0.1104375,-0.06281501
2M16540350-2104133,5.598737,359.919281,14.0671902,-0.146078,-0.72986
2M16540453-2141276,1.458374,359.410858,13.6908932,0.032432,0.19315
2M16540723-2120090,1.079439,359.709534,13.8961411,-0.054306,0.14615
2M16540926-2135236,1.564525,359.505341,13.7370996,0.069252,-0.2197
2M16541023-2013130,3.239017,0.638035297,14.5553627,-0.07358801,-0.21434
2M16541314-2136326,1.162804,359.498871,13.7135744,-0.002530005,-0.032988
2M16541362-2155114,1.373162,359.244659,13.5250273,0.019692,-0.32874
2M16541619-2042461,5.355042,0.244957134,14.2420378,-0.114958,-0.7435
2M16541820-2123454,2.074591,359.686371,13.826004,-0.06579798,-0.33283
2M16541887-2110152,5.364175,359.873383,13.9590521,0.05986199,-0.27048
2M16542589-2029348,5.092566,0.450012684,14.3432837,0.034502,-0.43664
2M16542896-2055214,4.368193,0.102417506,14.0765209,-0.177338,-0.87396
2M16543290-2145488,1.821249,359.41922,13.5595484,-0.028458,-0.31327
2M16543342-2143421,5.239033,359.449402,13.5790825,-0.118738,-0.61703
2M16543368-2013026,4.978146,0.696974277,14.4835587,0.200012,0.36519
2M16543413-2038321,2.012028,0.346448451,14.2282515,-0.04592802,-0.19596
2M16543483-2051339,5.396712,0.168695658,14.0960846,-0.07571799,-0.54924
2M16544299-2121318,0.4752649,359.776398,13.7713671,0.030642,-0.26186
2M16544348-2143531,5.788985,359.470978,13.5461378,0.05386199,-0.1732
2M16544392-2039158,2.549177,0.359963953,14.1904039,-0.05749801,-0.21105
2M16544581-2128407,3.347227,359.685059,13.6911144,-0.07997799,-0.51433
2M16544668-2025324,1.494567,0.555827796,14.3184519,0.07033198,0.1668
2M16544838-2111517,1.757143,359.922119,13.8512449,-0.011801,-0.041917
2M16545068-2046102,6.085899,0.281057656,14.1004448,-0.2125981,-1.2857
2M16545111-2117065,1.09326,359.856567,13.790349,0.270212,0.38359
2M16545337-2113338,3.212928,359.910675,13.8187399,-0.182058,-0.4536
2M16545453-2039167,5.693379,0.385239512,14.1571026,-0.127478,-0.67309
2M16545459-2105353,0.9190542,0.0232343934,13.8945599,-0.02072801,-0.23436
2M16545953-2129310,3.692876,359.70639,13.6401863,-0.01950601,-0.099472
