apogee_id,dist50,glon,glat,mn_fe,fe_h
2M15131353-0017234,7.429463,359.977112,46.2791824,-0.368898,-1.2993
2M15131389-0136406,2.290097,358.573303,45.3905487,-0.096268,-0.60193
2M15132041-0013353,1.91439,0.0731855482,46.2998848,-0.051238,-0.17552
2M15132052-0101156,3.43606,359.222107,45.7686806,-0.144638,-0.53707
2M15132129-0113426,0.9504638,359.005493,45.6266289,-0.05131802,-0.27686
2M15132840-0101582,2.775234,359.24115,45.7364006,-0.1747081,-0.76609
2M15133175-0030398,8.97691,359.811737,46.0752335,-0.199198,-1.4961
2M15134215-0150239,0.4223984,358.44809,45.1489105,-0.2064975,-0.20253
2M15134872-0151533,0.2529477,358.448608,45.1119423,0.003609521,-0.014337
2M15135017-0107363,1.467771,359.228821,45.6061363,0.002151996,-0.12849
2M15135071-0050252,2.674764,359.535217,45.7965469,-0.147998,-0.8107
2M15135270-0148039,3.69635,358.530853,45.1430473,-0.178668,-0.80073
2M15135297-0018347,1.788978,0.113495588,46.1431885,-0.125348,-0.59449
2M15140660-0021176,2.910309,0.119041465,46.070713,-0.107128,-0.42452
2M15141044-0101190,2.121116,359.420929,45.6138496,-0.112578,-0.5149
2M15142818-0055049,3.611477,359.602051,45.6285057,-0.5306981,-1.3579
2M15143523-0107207,3.341736,359.413269,45.469902,-0.141928,-0.68364
2M15143824-0153322,1.465498,358.617981,44.9417915,0.109942,0.33961
2M15144381-0010367,0.4936979,0.459339023,46.0723724,-0.1343875,-0.46908
2M15144943-0141354,4.951627,358.869904,45.0421333,0.121702,-2.1304
2M15145047-0025216,3.708705,0.220484659,45.888958,-0.186088,-0.47834
2M15145118-0149179,0.2721289,358.742981,44.9499359,0.06961251,-0.10711
2M15145233-0151130,0.74926,358.714294,44.9248009,0.116462,0.27649
2M15145722-0210432,1.5382,358.396973,44.6894379,-0.05244803,-0.58443
2M15145761-0120487,0.7065715,359.265442,45.2501602,0.03653999,-0.030068
2M15150099-0227079,13.24157,358.130646,44.4917336,-0.295398,-1.2069
2M15150150-0145447,0.3809661,358.845703,44.9583015,-0.02742746,-0.47055
2M15150174-0057385,0.250623,359.690094,45.4959679,-0.01384148,-0.026426
2M15150984-0118521,1.575694,359.348083,45.2341576,-0.08259803,-0.54067
2M15151050-0218379,0.8059065,358.313934,44.5592422,0.04914429,0.059615
2M15151069-0154479,1.494967,358.72525,44.8281288,-0.106068,-0.52048
2M15151130-0144176,0.8429614,358.909851,44.9445305,-0.126878,-0.53421
2M15152615-0216253,3.640602,358.414001,44.5364799,-0.06804802,-0.13126
2M15152898-0121484,1.115368,359.372406,45.1421661,0.015782,0.27858
2M15153091-0232539,2.138582,358.151031,44.3351097,-0.07161802,-0.26544
2M15153092-0159008,0.4662431,358.732635,44.7185516,0.1035225,0.30245
2M15153527-0113371,1.54055,359.541077,45.2141151,-0.107778,-0.47373
2M15153937-0133085,6.430033,359.215302,44.9832726,-0.262998,-1.2697
2M15154666-0046527,13.29614,0.0587455332,45.4758148,-0.107998,-0.59647
2M15154939-0011215,0.5261014,0.705048978,45.8587036,-0.01552747,-0.1621
2M15155300-0155227,1.051112,358.882904,44.6916962,-0.0475615,-0.070786
2M15155379-0052069,3.298382,359.993927,45.3956146,-0.082398,-0.33712
2M15155395-0109494,1.845581,359.681671,45.1984978,-0.184368,-0.62429
2M15155492-0220059,1.949708,358.464935,44.4069405,-0.06183802,-0.15354
2M15155996-0142499,1.385511,359.12793,44.8112106,-0.120498,-0.57834
2M15160512-0203349,0.2114922,358.789124,44.5621414,-0.001133479,-0.098524
2M15160542-0159478,1.654464,358.855591,44.6038399,-0.167658,-0.71036
2M15160823-0221081,5.888616,358.499786,44.3545151,-0.170288,-0.66738
2M15160887-0146176,7.479174,359.102997,44.7449303,-0.217798,-1.4476
2M15160932-0210223,2.93842,358.688812,44.4727249,-0.07722801,-0.2401
2M15161621-0151271,0.987444,359.042542,44.664444,-0.08817804,-0.34168
2M15162551-0057119,2.404085,0.0288229976,45.2405968,-0.08117801,-0.56576
2M15162774-0028567,2.116969,0.540110886,45.5453796,-0.09405798,-0.45875
2M15162975-0208541,3.746704,358.794647,44.4266319,-0.03551799,-0.35485
2M15163027-0205455,3.243495,358.8508,44.4604263,-0.052488,-0.31083
2M15163397-0034464,3.598489,0.460413754,45.4617729,-0.393598,-1.0718
2M15163535-0158408,4.667133,358.99292,44.5243759,-0.139008,-0.64959
2M15163598-0137295,2.055531,359.362793,44.7598381,-0.111558,-0.63489
2M15163603-0046328,2.787232,0.258907378,45.3255615,-0.059578,-0.55219
2M15163812-0029466,4.495798,0.56595093,45.503746,-0.204608,-0.81559
2M15163890-0218332,1.360146,358.664978,44.2897644,0.108612,0.22383
2M15164463-0107578,5.714506,359.91391,45.0617905,-0.9373981,-1.2487
2M15165663-0025473,3.640215,0.709788263,45.4894943,-0.08685797,-0.66367
2M15170232-0117537,0.6626335,359.808716,44.8965988,-0.01222749,-0.04707
2M15170563-0228201,0.8784932,358.602722,44.0975113,-0.003963009,0.010385
2M15170752-0044431,2.50719,0.414800346,45.2473373,-0.195468,-0.75143
2M15171138-0145169,0.2707163,359.366394,44.5633812,0.03965052,-0.027228
2M15171737-0127267,9.960492,359.70047,44.7437286,-0.7104981,-1.2013
2M15171762-0041174,5.579095,0.51519388,45.2534676,-0.283698,-1.1361
2M15171963-0138458,0.4164418,359.511993,44.6106606,0.06108952,0.071586
2M15171998-0115207,2.740309,359.922607,44.8700142,-0.209958,-0.84564
2M15172041-0135201,0.6941265,359.574707,44.6464462,0.004744988,-0.037283
2M15172061-0218190,0.4979823,358.832855,44.1644707,-0.0341475,-0.32148
2M15172179-0154585,4.094514,359.239258,44.4228401,-0.07257801,-0.66275
2M15172322-0001531,0.6442132,1.24335968,45.6670113,-0.035438,-0.34062
2M15172788-0118513,1.35202,359.891907,44.8065186,0.01585197,0.25036
2M15172828-0038088,1.487636,0.612754166,45.2546349,-0.144448,-0.43933
2M15172864-0036078,3.216913,0.650062561,45.2756615,0.070437,0.12921
2M15173274-0140206,1.864446,359.535767,44.5524483,-0.052558,-0.26023
2M15173444-0041344,0.7456956,0.575791419,45.1976814,-0.03959799,-0.29844
2M15173472-0209336,2.587523,359.038391,44.219532,-0.029388,-0.23083
2M15173499-0105167,1.257102,0.158303812,44.9347191,0.05130196,-1.5001
2M15173636-0130008,4.379708,359.729889,44.6562271,-0.308628,-0.93547
2M15173717-0136562,3.49836,359.612366,44.5766869,-0.105328,-0.17443
2M15173719-0127443,2.591719,359.772858,44.6789474,-0.175558,-0.50762
2M15173846-0226107,2.100901,358.768219,44.0212021,-0.09844804,-0.52326
2M15174199-0049255,0.376948,0.465800881,45.0876923,-0.1305175,-0.14674
2M15174236-0232112,1.061724,358.680969,43.9415016,-0.02828799,-0.12826
2M15174378-0130344,1.24711,359.749054,44.6269913,-0.09403801,-0.18254
2M15174381-0125467,0.9956233,359.832947,44.6801529,-0.07364804,-0.41072
2M15174577-0102443,0.2940853,0.245130256,44.9291344,-0.07022749,-0.22681
2M15175431-0115155,3.536002,0.0581593812,44.7641258,-0.134378,-0.66512
2M15175601-0148588,0.2900347,359.476746,44.3841019,-0.006237485,0.05139
2M15175833-0030426,1.628761,0.862317204,45.2418861,-0.01239501,-0.098003
2M15175840-0226115,0.9249399,358.845917,43.9598198,-0.103538,-0.23763
2M15180044-0151513,3.467727,359.444244,44.3383255,-0.244918,-0.94598
2M15180345-0123312,0.2987036,359.948975,44.6441803,-0.01801389,0.0020864
2M15180369-0038520,1.843446,0.737754762,45.1356773,-0.354998,-1.3623
2M15180398-0127222,4.945814,359.883759,44.5998077,-0.146428,-0.41268
2M15180772-0203542,2.025735,359.264587,44.1812057,-0.178718,-0.60276
2M15181634-0032472,1.584162,0.895161569,45.1625366,-0.077378,-0.25645
2M15182268-0135347,0.7403877,359.813385,44.4506149,-0.04106802,-0.22281
2M15183129-0150003,3.537117,359.596344,44.2634697,-0.3724978,-1.6452
2M15183234-0143522,0.7529097,359.706757,44.328476,-0.131748,-0.31191
2M15183268-0026463,2.013309,1.06585908,45.1768341,-0.035778,-0.173
2M15183641-0152340,2.156544,359.57193,44.2190742,-0.139508,-0.53826
2M15184134-0220321,0.6316441,359.109894,43.8912735,-0.02478801,-0.06441
2M15184276-0126012,1.807693,0.0580087043,44.4941368,-0.03675804,-0.38906
2M15184407+0012116,0.9159707,1.81142676,45.5637436,0.014122,-0.05835
2M15184420+0003183,1.758694,1.65101564,45.4672737,-0.09786802,-0.12131
2M15185361-0136318,0.9826581,359.91684,44.3439293,-0.03684901,-0.020559
2M15185439-0158548,0.687579,359.532104,44.0926628,0.0366881,-0.0056281
2M15185896-0034018,2.709299,1.03791511,45.0148659,-0.08594799,-0.29335
2M15190398-0005375,2.23253,1.56605721,45.3079147,-0.100778,-0.26659
2M15190477-0144305,0.5923048,359.821472,44.2207184,-0.04730802,-0.10757
2M15190496-0132158,3.673941,0.0350640416,44.3558922,-0.407398,-1.1323
2M15190522-0021503,2.409693,1.27978277,45.1279907,-0.101968,-0.56565
2M15191662-0011290,2.030886,1.509341,45.2044373,-0.08626801,-0.30105
2M15192051-0130355,0.3786415,0.124311112,44.3259354,-0.006406493,-0.053971
2M15192360-0027274,1.434992,1.25011146,45.0088425,-0.03097799,-0.34371
2M15192471-0134461,0.6641317,0.0677939653,44.2666397,-0.03714,0.040872
2M15192737-0221489,0.3139228,359.266418,43.7349854,0.02222441,0.0086281
2M15192874-0217149,1.962421,359.349854,43.7818108,-0.232978,-0.61102
2M15192957-0204183,2.271008,359.575348,43.9236526,-0.09869799,-0.367
2M15192972-0103093,0.8845382,0.640657127,44.5994186,-0.003758013,0.28221
2M15193027-0227160,0.5451899,359.184479,43.6650581,0.05185451,0.15082
2M15193106-0039093,5.577184,1.07043791,44.8578682,-0.310308,-0.4938
2M15193272-0150241,1.380188,359.827454,44.0684624,-0.00851801,-0.27195
2M15193721-0221020,0.5607293,359.31781,43.7133446,-0.0278475,-0.25926
2M15193724-0201287,1.517341,359.653625,43.931366,0.02692199,0.20907
2M15194052-0227393,3.615387,359.217499,43.6290741,-0.2461981,-1.152
2M15194208-0053354,2.482569,0.856991649,44.6654396,-0.09111804,-0.45733
2M15200412-0022015,1.947064,1.50274765,44.9397964,0.109842,0.23759
2M15201326-0114523,0.4932711,0.602220714,44.3343163,0.005544998,-0.081603
2M15201568-0028527,4.215417,1.42461288,44.8288727,-0.3067982,-1.9489
2M15201969-0213390,1.247164,359.607941,43.6643181,0.016082,0.068247
2M15202033-0027281,0.1656488,1.46756327,44.8294907,-0.1025245,-0.031393
2M15202187-0050361,1.648123,1.06251729,44.5729294,-0.014119,0.029701
2M15202408-0026389,4.623888,1.49649405,44.826519,-0.108358,-0.54494
2M15202889-0153382,3.466369,359.987732,43.8579712,-0.132598,-0.45524
2M15203716-0217442,1.203493,359.605042,43.5646858,-0.05825801,-0.18218
2M15203732-0207263,5.369005,359.782257,43.6786842,-0.199298,-1.1521
2M15203738-0142044,6.041084,0.220409945,43.9593811,-0.209538,-0.89046
2M15204994-0051212,4.336047,1.15652108,44.4763031,-0.126708,-0.67566
2M15205711-0110369,1.102393,0.844730139,44.2433968,-0.05371803,-0.49604
2M15205803-0203269,0.4865059,359.930237,43.6586266,0.1043825,0.33753
2M15210058-0003013,2.69121,2.05900431,44.9658432,-0.102818,-0.5058
2M15210426-0150423,3.444286,0.173861101,43.7802048,-0.101298,-0.51246
2M15210780-0009104,0.4168805,1.97586393,44.8766861,0.04643252,-0.2996
2M15210791-0149019,0.9023289,0.21673958,43.7872963,-0.07665801,-0.11155
2M15210797-0120428,1.654317,0.709316671,44.09869,-0.09786803,-0.29871
2M15210947-0135517,1.789928,0.451007754,43.927578,-0.104108,-0.37932
2M15211042-0150201,1.276983,0.203778461,43.7650871,-0.07408801,-0.49226
2M15211044-0007598,1.557352,2.00702333,44.8809586,-0.077968,-0.27419
2M15211454-0204389,2.199035,359.972748,43.5939674,-0.103188,-0.27965
2M15211493-0158426,0.33171,0.0764428973,43.6584892,0.009922504,-0.12487
2M15212318-0109507,4.955272,0.957640886,44.1698494,-0.5026981,-1.2592
2M15212630-0104159,4.140304,1.0675019,44.2209435,-0.1585981,-1.5163
2M15212949-0115378,0.8650054,0.88024354,44.0867653,0.04955199,0.19586
2M15213345-0152012,1.694715,0.262538105,43.6745949,-0.089238,0.0315
2M15213600-0054291,0.7108986,1.27664995,44.2968903,0.006506691,0.0056653
2M15214101-0201074,1.110902,0.134380996,43.5505257,-0.05473799,-0.32091
2M15214300-0144125,0.4510173,0.43400833,43.7308578,0.09591551,0.019915
2M15214485-0031599,2.305446,1.70858622,44.5127563,-0.139048,-0.56863
2M15214654-0117025,2.107337,0.920391917,44.0177307,-0.06874803,-0.17525
2M15214682-0148282,3.754874,0.374792516,43.6719933,-0.198518,-0.68037
2M15214899-0129553,1.697925,0.704924941,43.8690186,-0.001217991,0.26854
2M15220567-0022590,0.8905628,1.94800174,44.5439377,0.4584385,-0.3512
2M15220702-0101414,0.4820624,1.26737642,44.1206169,-0.2080575,-0.21516
2M15220743-0114565,2.023165,1.03643966,43.9749336,-0.134248,-0.89765
2M15221390-0117550,1.0044,1.00887084,43.9221077,-0.106468,-0.62851
2M15222047-0116049,1.032468,1.06587172,43.9214554,0.041282,0.17569
2M15222264-0122321,0.7115898,0.961323619,43.8441391,-0.06426801,-0.16089
2M15222692-0109309,1.437562,1.20528781,43.9726639,-0.07538804,-0.4017
2M15223179-0116592,0.7225491,1.09283948,43.8759193,-0.01727,-0.036198
2M15223741-0120040,3.568562,1.06025898,43.8246193,-0.185478,-0.66928
2M15225420-0108010,0.4416201,1.33453333,43.9028664,0.08683652,0.10583
2M14255792+0843409,0.3513037,357.890717,61.0573845,-0.06759748,-0.3836
2M14260431+0843378,0.6032531,357.926147,61.037384,0.0529025,0.20083
2M14260982+0827011,4.126122,357.538635,60.8330956,-0.113118,-0.57987
2M14261231+0835345,0.6075053,357.768219,60.9223213,0.0521425,-0.45187
2M14261316+0852438,0.3204221,358.208557,61.112648,-0.02862749,-0.03041
2M14261507+0854219,0.4428617,358.261322,61.1251373,-0.07883748,-0.24495
2M14262760+0835422,0.2467236,357.8591,60.8774109,-0.0561775,-0.28342
2M14263538+0823008,3.494429,357.584961,60.7104683,-0.169078,-0.60722
2M14264036+0858281,1.30062,358.510773,61.0937424,-0.09092802,-0.43052
2M14264869+0837513,2.007942,358.033875,60.8375473,-0.127328,-0.56825
2M14264911+0805391,0.2569849,357.232208,60.4718628,-0.05034749,-0.24711
2M14265033+0906025,2.811152,358.762085,61.147438,-0.194168,-0.66328
2M14265081+0854145,3.131129,358.462158,61.0146332,-0.110198,-0.51933
2M14265735+0800225,1.727294,357.149323,60.3869171,0.0002141893,0.1067
2M14270090+0843440,0.2276842,358.252136,60.8662949,0.02434251,-0.10495
2M14270102+0846598,2.633441,358.335632,60.9024849,-0.03191802,-0.27501
2M14270135+0930408,0.3577895,359.464569,61.3854485,0.02686551,0.070065
2M14270530+0827117,1.126718,357.860413,60.6670685,-0.1872275,-0.40357
2M14270796+0932101,0.3439474,359.540833,61.3813324,0.05539101,0.0093415
2M14270921+0929199,1.238054,359.473602,61.3463287,-0.009480007,-0.076118
2M14271012+0917481,0.3330372,359.178253,61.2167282,-0.1346375,-0.27021
2M14271446+0832113,7.714472,358.03775,60.6954498,-0.343498,-1.1561
2M14271573+0938159,0.2939798,359.744781,61.4239197,-0.1114475,-0.47574
2M14272096+0906415,0.5926224,358.952332,61.0605659,0.03206862,0.1246
2M14272267+0751034,0.819522,357.065399,60.2044029,0.04546249,-0.43089
2M14272458+0909000,0.3043621,359.032227,61.0749969,0.02037351,0.079209
2M14272462+0919125,0.4157842,359.296631,61.1874809,0.03931351,0.091526
2M14272473+0820214,0.2961277,357.799927,60.5309601,-0.001737475,-0.17831
2M14272563+0838005,0.2122155,358.247711,60.7267494,0.003503516,0.085723
2M14273021+0939430,0.4727083,359.864349,61.3947945,0.03606252,0.20555
2M14273179+0923426,0.6898755,359.45401,61.2147942,-0.008913491,0.046376
2M14273332+0750507,0.2600443,357.120819,60.1699638,-0.001957476,-0.16169
2M14273697+0845181,0.5761056,358.496307,60.7737083,-0.0537075,-0.17908
2M14273817+0914272,0.1388274,359.249634,61.0933075,-0.004797481,-0.08873
2M14274068+0947204,0.4157623,0.124284998,61.4450989,-0.05540746,-0.27167
2M14274111+0924145,0.542533,359.520203,61.1918144,-0.09347749,-0.21285
2M14274343+0858226,0.3332935,358.865662,60.8993912,-0.006533489,-0.081184
2M14274478+0759124,0.2570218,357.390564,60.2306976,0.08123051,0.12034
2M14274637+0833057,0.1106866,358.241272,60.6084557,0.01990851,0.095665
2M14274761+0830042,7.688042,358.172333,60.5707436,-0.282998,-1.3348
2M14274934+0917173,0.6648428,359.385773,61.0900078,-0.04529803,-0.21507
2M14275299+0744564,0.588016,357.088623,60.0433807,-0.1143375,-0.50287
2M14275492+0949476,0.5181717,0.268723667,61.4272842,0.012824,0.13561
2M14275770+0836118,0.6596382,358.383179,60.6086235,-0.0458675,-0.38889
2M14280006+0851041,0.2109483,358.772827,60.7671928,0.006039515,0.025063
2M14280075+0752377,0.4941135,357.319916,60.1076736,0.05286251,-0.18277
2M14280616+0824147,0.5017127,358.131226,60.4488373,0.1075825,0.16538
2M14280787+0943541,0.3523811,0.185173497,61.3230286,0.0392925,-0.12516
2M14281509+0836022,2.17497,358.47699,60.5536842,-0.236568,-0.51881
2M14281558+0849023,0.5465711,358.80838,60.6969833,-0.004294008,0.10327
2M14281648+0950417,0.1592325,0.412589848,61.3696365,0.008032501,-0.12954
2M14281805+0834228,0.6161282,358.451965,60.526104,-0.060278,-0.28215
2M14282065+0813142,4.141212,357.939056,60.280899,-0.201398,-1.2317
2M14282287+0853249,0.6659822,358.96048,60.7231255,-0.080818,-0.28874
2M14282315+0740496,0.4374161,357.159363,59.9057007,0.04772751,0.11766
2M14282338+0738548,0.8864122,357.11438,59.8831444,-0.139968,-0.29924
2M14282455+0949118,0.06890254,0.417714745,61.3282509,-0.05286747,-0.29917
2M14282486+0908230,0.3871464,359.354645,60.8823051,-0.2172075,-0.70921
2M14282563+0803532,0.6201419,357.736267,60.1602287,0.05860251,0.31248
2M14282752+0814548,1.683045,358.019226,60.2789154,-0.099944,0.023546
2M14282823+0833224,0.4301839,358.483765,60.4837379,-0.1616575,-0.22347
2M14282880+1000270,0.3933737,0.740068257,61.4361267,-0.05457747,-0.34566
2M14283454+0924147,0.714704,359.818756,61.026165,-0.055518,-0.45143
2M14283852+0738426,0.7419831,357.194733,59.835289,0.05971751,0.072417
2M14284033+0940570,0.3011216,0.287618309,61.1897583,0.02176251,-0.11095
2M14284111+0815106,0.462706,358.10202,60.2405167,0.05397751,0.017548
2M14284137+0748449,0.7923894,357.454315,59.9409866,-0.001466002,-0.043112
2M14284369+0732287,0.4887987,357.073547,59.7485695,0.00224252,-0.18159
2M14284595+0850573,2.681046,359.026825,60.6248741,-0.154268,-0.53881
2M14284815+1001451,0.1892007,0.881576121,61.3892975,-0.03342748,-0.12048
2M14285086+0844449,0.2453808,358.896881,60.5409927,-0.1528875,-0.18344
2M14285551+0929544,0.250607,0.0824463442,61.0226173,0.003137514,-0.080065
2M14285677+0753371,1.13478,357.659363,59.9496956,-0.08005802,-0.24652
2M14285794+0803237,0.2758551,357.905457,60.0566673,-0.02827249,0.1167
2M14290161+0751365,0.3334609,357.637512,59.9122658,-0.009137489,-0.1157
2M14290272+0924059,0.4137127,359.971161,60.9369545,-0.1000375,-0.39688
2M14290278+0731292,2.542957,357.15686,59.6798325,-0.156808,-0.52311
2M14290306+0906207,3.287161,359.514801,60.7417603,-0.432498,-1.0397
2M14290465+0918483,0.6177447,359.844635,60.8732414,-0.01385747,-0.17933
2M14290535+0858110,0.6003612,359.318756,60.6449013,-0.06355745,-0.53682
2M14290577+0902486,0.05647045,359.43927,60.6945496,0.04495352,0.070278
2M14291109+1002254,0.3160744,1.02553415,61.3243446,-0.1348975,-0.33959
2M14291116+0925089,6.831171,0.045087792,60.9221077,-0.1946981,-1.7392
2M14291155+0754586,0.5554646,357.775299,59.9202881,-0.1161275,-0.2189
2M14291216+0939128,2.196297,0.417772293,61.0715065,-0.183618,-0.73458
2M14291343+0835285,0.2378028,358.788849,60.3686829,-0.05775349,-0.034774
2M14291348+0947413,0.2965736,0.647992313,61.158783,-0.1192375,-0.54345
2M14291412+0929187,0.3811917,0.169783041,60.9581375,0.03972352,0.15496
2M14291422+0757456,0.4101228,357.858215,59.943634,0.03957452,0.1519
2M14291434+0913147,0.4661729,359.7547,60.7823868,-0.0362975,-0.26714
2M14291498+0956512,1.026849,0.898732126,61.2524986,-0.06462801,-0.3
2M14291692+0907377,1.042082,359.624512,60.7129097,-0.142488,-0.4962
2M14291739+0942007,2.421015,0.520012379,61.0853767,-0.09509802,-0.62925
2M14291789+0812328,1.460266,358.242432,60.0989342,-0.08627799,-0.28738
2M14291993+0839349,2.319412,358.928192,60.3943367,-0.05115801,-0.65249
2M14292001+0930584,0.271413,0.245539099,60.9577866,-0.02026749,-0.2441
2M14292102+0748115,0.7524201,357.662781,59.8147926,-0.07775748,-0.18722
2M14292783+0823375,1.244938,358.57254,60.1925545,-0.056958,-0.20158
2M14292786+0923460,0.1028643,0.101287179,60.8550873,-0.02875748,-0.15204
2M14293046+0845135,1.492745,359.128937,60.4244347,-0.1778781,-0.80542
2M14293230+0913535,1.339602,359.870483,60.733696,-0.026528,-0.37758
2M14293445+0828191,0.2001183,358.726318,60.2245865,-0.06516749,-0.29308
2M14294198+0952199,0.2542245,0.926784098,61.1191559,-0.068298,-0.161
2M14294256+0810157,0.5201099,358.32312,59.9980621,-0.04995751,-0.36356
2M14294314+0902055,3.558759,359.627472,60.5709457,-0.152668,-0.64968
2M14294341+0743548,1.871835,357.683746,59.6985245,-0.133188,-0.58926
2M14294418+0916384,0.7723741,0.00670709042,60.7266922,-0.01050148,0.030144
2M14294540+0739007,0.3256918,357.576233,59.6369171,0.01217651,-0.073194
2M14294777+1005049,6.517678,1.29679346,61.2370605,0.199382,0.30013
2M14294779+0807427,1.438457,358.289276,59.9535103,-0.146838,-0.49648
2M14295448+0736464,0.2480429,357.572662,59.5840607,-0.0940375,-0.37583
2M14295592+0812531,1.620235,358.461914,59.986599,-0.06799799,-0.27928
2M14295627+0839044,0.5345302,359.116455,60.2768631,-0.05486745,-0.38302
2M14295759+0849192,0.411174,359.382233,60.3858986,-0.0609275,-0.2332
2M14295828+0932034,0.3006535,0.48371622,60.8499374,-0.0305275,-0.25754
2M14295927+0901055,2.872001,359.690674,60.5099945,-0.141128,-0.5448
2M14295959+0909015,0.2922336,359.895416,60.5957527,-0.09109749,-0.23518
2M14300387+0842128,0.2900492,359.237335,60.288147,0.01915951,0.17004
2M14300644+0855549,2.119899,359.598175,60.4310036,-0.163968,-0.44482
2M14300901+1011062,0.5079557,1.57290506,61.2338066,-0.04111749,-0.37577
2M14301066+0850293,3.061048,359.483704,60.3583527,-0.08671802,-0.30617
2M14301269+0831060,2.238917,359.00705,60.1380234,-0.172278,-0.645
2M14301285+0958565,0.8439619,1.26982939,61.0925255,-0.09506798,-0.50264
2M14301635+0947066,0.2731116,0.976339161,60.9551239,-0.003656884,-0.0037706
2M14301667+0945413,0.2818471,0.94068414,60.9388924,0.07848851,0.13038
2M14301737+0929197,1.374535,0.516911566,60.7607193,-0.192178,-0.69962
2M14302050+0910049,0.6014299,0.0370645449,60.542202,-0.1033575,-0.37137
2M14302208+0759258,1.000113,358.275665,59.7559738,0.08041452,0.03791
2M14302384+1003453,1.684656,1.45721495,61.1089706,-0.2117981,-0.7779
2M14302956+0900559,0.2392773,359.8526,60.4141998,-0.03562049,-0.074337
2M14302971+0811530,1.835556,358.623596,59.8720093,-0.126368,-0.56947
2M14303259+0842259,0.3484622,359.400574,60.2018471,0.01738251,-0.10316
2M14303336+0843375,1.699569,359.434845,60.2126122,-0.09352797,-0.42144
2M14303424+0907133,1.864471,0.0387675874,60.4682922,-0.151338,-0.60654
2M14304534+0811301,3.302634,358.700043,59.8198509,-0.1885681,-0.89873
2M14304718+0825242,0.1928333,359.054352,59.9687309,-0.09599748,-0.25767
2M14304968+0727413,3.804601,357.65979,59.3139763,-0.266098,-1.2838
2M14305061+0928145,0.3280102,0.6693784,60.6448402,0.09763451,0.010371
2M14305251+0930221,0.3489084,0.73486954,60.6617928,-0.3385174,-0.8513
2M14305262+0820399,1.174018,358.966492,59.8994255,-0.128508,-0.2242
2M14305936+0905469,0.3575873,0.13870731,60.3743439,-0.06537747,-0.36075
2M14305945+0837133,0.1983527,359.416504,60.0614319,0.07780152,0.11864
2M14305997+0810204,2.44352,358.751617,59.7620544,-0.195778,-0.65957
2M14310010+0806497,0.1596174,358.665985,59.7225189,-0.0255775,-0.24492
2M14310124+0755237,1.56201,358.392517,59.5911713,-0.2181979,-1.1531
2M14310858+0956568,26.94051,1.5178684,60.8951836,-0.1624981,-1.8407
2M14310868+0804238,0.6672604,358.65329,59.6690598,-0.02160201,0.028734
2M14311077+0819280,8.895988,359.03598,59.8302956,-0.298798,-1.7211
2M14311107+1009062,3.299484,1.85371566,61.0158577,-0.147578,-0.42242
2M14311142+0819525,0.7391196,359.049652,59.8328094,0.05654999,-0.012895
2M14311184+0925414,0.2620271,0.718128085,60.5507812,-0.006427482,-0.1465
2M14311228+0726595,0.4072892,357.767426,59.2376251,0.042253,0.0241
2M14311256+0721338,0.4140809,357.639404,59.1752129,0.01539251,-0.33036
2M14311327+0830580,0.3519107,359.335449,59.9497757,-0.1478375,-0.23729
2M14311596+0945172,1.480311,1.25069618,60.7477798,-0.07797799,-0.16635
2M14311601+0913567,0.3476634,0.437985271,60.4108925,0.08095253,0.22077
2M14311659+0836598,0.3732255,359.504211,60.0059357,-0.02121349,-0.028474
2M14311800+0847334,0.4018261,359.777313,60.1174545,-0.1303275,-0.35842
2M14311854+0800280,0.239892,358.610992,59.5949821,-0.04729696,0.0008394701
2M14311903+0738328,0.5271177,358.081757,59.347599,-0.06259751,-0.29207
2M14311930+0834501,0.4353499,359.464905,59.9737473,0.05907051,0.15339
2M14312103+0821346,2.116395,359.144135,59.8220749,-0.114298,-0.56496
2M14312232+0721473,2.925099,357.698273,59.1482391,-0.204128,-0.68397
2M14312359+0949278,0.3710432,1.40129733,60.7681847,-0.05350849,-0.045059
2M14312376+0846151,2.658215,359.775665,60.0853004,-0.116228,-0.37594
2M14312377+1008359,0.1149673,1.90822113,60.9701881,-0.05711752,-0.32292
2M14312389+0825137,0.1341337,359.250427,59.8536263,-0.005477488,-0.09621
2M14312461+0956044,5.217724,1.58078122,60.8351517,0.2649019,-2.3881
2M14312503+0811364,0.8929651,358.919678,59.699173,-0.06329,0.19545
2M14312730+0919328,0.2737374,0.643007517,60.4360733,-0.1498575,-0.46949
2M14312771+0804333,2.798265,358.761078,59.6125069,-0.173498,-0.47721
2M14312779+0905443,5.813091,0.291613579,60.2851486,-0.5991981,-1.3981
2M14312893+0851409,0.6715617,359.940735,60.1285858,-0.08006799,-0.28773
2M14313046+0829555,0.5695382,359.402985,59.8851585,-0.08029804,-0.38502
2M14313051+0939500,0.5207561,1.1862241,60.6437111,0.08880253,-0.24532
2M14313205+1016055,6.924541,2.15228796,61.0226212,-0.2828981,-1.1635
2M14313225+0921535,0.4498101,0.73007679,60.4458237,0.05156052,-0.051548
2M14313508+1002440,0.2776076,1.81290901,60.8724251,0.04362252,-0.1575
2M14313562+0945272,0.2141848,1.36055827,60.6874924,0.03424951,-0.040947
2M14313694+0837019,1.010224,359.615601,59.9433022,-0.004554003,-0.086274
2M14313726+0723069,0.2848186,357.811707,59.1179771,-0.1470575,-0.30928
