plateifu,mangaid,objra,objdec,log_Mass,Age_LW_Re_fit,alpha_Age_LW_Re_fit,Age_MW_Re_fit,alpha_Age_MW_Re_fit,ZH_LW_Re_fit,alpha_ZH_LW_Re_fit,vel_sigma_Re,Re_kpc
8332-3704,1-251198,209.639791989,41.724180851,10.36504,9.40018,0.2154201,9.632154,-0.01401449,-0.1311487,-0.1229385,0.3073157,2.272119
8332-6101,1-250940,207.395291601,42.99426814,11.45773,9.681767,0.004539046,9.798209,-0.06123177,0.1026298,-0.128712,0.4832425,6.911897
8332-6102,1-251278,209.234177154,43.3134779654,11.58786,9.634489,-0.0738668,9.814244,-0.01049647,-0.002511454,-0.1330965,0.1806587,9.663835
8332-6103,1-251119,207.657429867,43.764131306,10.80976,9.309327,-0.4685992,9.754897,-0.07561281,-0.04771031,-0.006183926,0.3091732,3.339643
8332-6104,1-286274,208.592155931,44.115556514,11.233,9.437917,-0.3642267,9.757537,-0.09643873,-0.06355146,-0.1707025,0.3313391,5.241353
8332-9101,1-250922,207.557469772,42.7462672628,10.56203,8.936888,-0.2217274,9.751971,0.1172894,-0.1364752,-0.1298536,0.5909703,4.511396
8332-9102,1-251307,210.240944984,42.8556424101,10.8578,9.071678,0.02524222,9.775511,-0.05316517,-0.1263083,-0.1758945,0.4555007,5.125961
8333-12701,1-569225,213.432186232,43.6624813137,11.48567,9.217985,-0.9626372,9.905303,-0.01042411,-0.2176445,-0.03445249,0.3245274,30.10322
8333-12702,1-265907,214.328094382,43.5203795212,11.67485,9.4057,-0.324964,9.780748,-0.08599877,-0.4187193,-0.2973348,0.3321532,36.11236
8333-12703,1-266112,214.793892374,44.1376665968,10.88183,9.036903,-0.3962139,9.68328,0.07326049,-0.1190802,-0.1668778,0.4826684,5.759072
8333-12704,1-266074,214.060210955,43.9229334765,11.7209,9.612897,-0.336969,9.843404,-0.2166928,0.01546264,-0.1262246,0.149986,22.02888
8333-12705,1-265863,214.2841704,42.682763718,9.958494,8.867769,-0.307156,9.608603,0.2340405,-0.2724605,-0.04192819,0.2463802,6.774756
8333-1901,1-266298,215.704219892,42.3956483269,9.690642,9.561685,0.06869655,9.718821,0.1933958,-0.1565609,-0.1532748,0.2978474,1.094009
8333-1902,1-266244,216.546598245,42.7112417247,9.383837,8.752304,0.1073465,9.662842,-0.08465372,-0.4809461,0.004326595,0.5196178,1.114419
8333-3701,1-251662,214.344523739,42.2879733012,10.90548,8.990975,-0.1801185,9.514456,0.07623116,-0.2599967,-0.3517644,0.406415,5.96967
8333-3702,1-592881,214.647824001,44.1224317199,9.832391,9.586474,-0.1109278,9.736755,0.04557633,-0.49,0.0,0.2225039,2.116599
8333-3703,1-266288,215.449747404,42.327856382,11.59876,9.714592,-0.1155108,9.887989,-0.1081972,-0.01524986,-0.1224316,0.1448864,11.00651
8333-3704,1-569263,216.731509458,42.0960470482,11.7465,9.74235,-0.03517083,9.899615,-0.001952566,0.07569781,-0.1286054,0.1859179,8.772678
8333-6101,1-251657,213.807042575,41.6743282405,11.53949,9.633039,-0.03608475,9.760541,-0.04995548,0.1321667,0.01108173,0.1108428,11.64784
8333-6102,1-251871,214.506766167,41.8276427183,11.36949,9.293443,-0.4077495,9.625451,-0.2260257,-0.1084035,-0.2788316,0.4429794,13.42414
8333-6103,1-265883,214.464654219,43.418240452,11.52155,9.693245,-0.04352364,9.856053,0.03123644,0.005459536,-0.1886863,0.05840088,7.95793
8333-6104,1-265849,214.825638862,42.6742310975,11.66906,9.757507,0.009179723,9.912004,-0.01595778,-0.1025081,-0.2273335,0.08405416,8.977771
8333-9101,1-265919,213.537366962,43.1973205721,11.50708,9.704282,-0.04292949,9.864174,0.01344538,-0.1133548,-0.1380825,0.06698085,9.73623
8333-9102,1-266328,215.072632347,43.0627986743,11.63854,9.740982,-0.01099542,9.872611,-0.03803319,-0.0066337,-0.182148,0.1074841,9.863894
8334-12701,1-260943,212.631847333,38.8935318424,10.47717,8.852592,-0.3148462,9.574951,0.03628199,-0.3624477,-0.362351,0.5144941,5.961435
8334-12702,1-261216,213.38977581,39.8849848256,10.07583,9.152476,0.2385617,9.795503,0.1530077,-0.4411975,-0.05602865,0.4951331,3.126448
8334-12703,1-261370,214.10843036,39.6512414364,10.4037,9.156941,-0.308875,9.622505,-0.07934219,-0.2067684,-0.1508939,0.3682966,5.996303
8334-12704,1-251833,214.15764274,40.2162941312,10.35431,9.054821,-0.06630263,9.672892,0.02077097,-0.181217,-0.160116,0.4704959,3.907171
8334-12705,1-261390,214.162346427,39.6997896537,9.436372,8.541653,-0.6586529,9.729902,0.08757813,-0.4761156,-0.03813007,0.5232285,3.804415
8334-1901,1-261376,213.954953718,39.7979162715,10.6809,9.695103,-0.02678823,9.854551,0.04945137,-0.1139691,-0.04633832,0.1401048,2.988683
8334-1902,1-261386,214.249448927,39.666659907,9.940768,8.854194,0.5909588,9.745789,-0.05700539,-0.4293355,-0.100527,0.1284356,1.70092
8334-3701,1-261362,213.123697004,39.2511786235,9.810019,9.327834,0.00104646,9.449142,0.05466723,-0.2304655,-0.1710787,0.5549204,2.050263
8334-3702,1-251458,212.376082104,41.1109298877,11.36824,9.00233,-0.1558893,9.547808,-0.1226146,-0.09097473,-0.07647891,0.4238346,9.545195
8334-3703,1-261224,213.23023003,39.3126522793,10.31651,9.537608,-0.02861058,9.709626,-0.1056735,-0.2348148,-0.154116,0.3544631,2.363762
8334-3704,1-261360,213.18216168,39.1065273454,10.42605,8.75809,-0.4110498,9.502975,-0.01378431,-0.2121738,-0.1219498,0.5709123,2.35731
8334-6101,1-261147,211.624303419,39.4961978297,10.50988,9.723107,0.09643235,9.827258,0.1255819,-0.09223597,-0.3031637,0.2798487,2.258948
8334-6102,1-261199,213.04569,39.32505,9.60443,8.79388,-0.2239302,9.542189,0.2114406,-0.4244809,-0.0379644,0.7062543,2.661277
8334-6103,1-261217,213.29303253,39.866364216,10.09204,9.416272,0.3792101,9.729764,0.1836466,-0.1571021,-0.08157783,0.4010521,2.344535
8334-6104,1-251374,213.772331969,40.3398632427,10.10234,8.69176,-0.03615961,9.53546,0.1632146,-0.3857376,-0.2196537,0.6788436,2.623043
8334-9101,1-251450,212.661184583,41.1964974477,11.67766,8.970392,-1.095901,9.621424,-0.2788658,-0.3446355,-0.4101168,0.2226519,26.73485
8334-9102,1-261200,213.074070414,39.2881130979,9.870986,8.90885,0.2599445,9.391938,-0.2561892,-0.3168474,-0.154397,0.4409214,3.696191
8335-12701,1-251762,215.395282581,40.3580862721,11.01562,9.188872,-0.4651386,9.591429,-0.1344977,-0.1922489,-0.1926831,0.4606369,7.197347
8335-12702,1-251764,215.487486083,40.1958015241,9.768705,8.929785,-0.0877308,9.767012,0.08106918,-0.4871033,-0.003995501,0.4524412,3.765049
8335-12703,1-252072,216.876772621,40.9637170801,10.033,8.616227,-0.7012432,9.855476,0.1690159,-0.4276156,-0.1806397,0.4378403,5.110505
8335-12704,1-592984,215.718400019,40.6225967971,9.243049,8.810428,-0.2332283,9.502761,0.2047009,-0.459829,-0.1182901,0.3046894,3.639017
8335-12705,1-251686,216.75986,39.95721,10.52712,8.90016,0.02123854,9.519767,-0.06173356,-0.2854491,-0.3042808,0.3959718,6.804999
8335-1901,1-251783,215.31147557,39.6525362953,10.33814,9.552187,-0.04563563,9.681196,0.004921942,-0.1223016,-0.133519,0.1041159,1.280531
8335-1902,1-252147,218.167644781,40.9542282722,9.953526,9.672675,-0.1538202,9.773796,-0.02724064,-0.1262,-0.09276997,0.1667365,0.6762572
8335-3701,1-252049,217.60067303,40.010457027,9.630302,8.810102,-0.2623569,9.585619,0.1484751,-0.3826591,-0.1437426,0.6149055,3.880795
8335-3702,1-252073,216.966906508,40.6301436817,9.631098,9.223364,0.1356808,9.649652,0.004122647,-0.2049499,-0.08333191,0.5559835,1.109755
8335-3703,1-252126,218.335551581,40.5502139407,9.837299,9.441149,0.1251223,9.769283,0.05180245,-0.2755578,-0.1421479,0.3221258,0.598341
8335-3704,1-252046,217.548068558,39.9051740055,9.902841,9.000054,0.583249,9.628736,-0.09296548,-0.2895445,0.04973955,0.3552917,1.489268
8335-6101,1-251788,215.229240711,40.1210273909,10.13246,9.271853,0.1899794,9.558719,-0.1147869,-0.3594397,-0.1287495,0.2490154,1.977636
8335-6102,1-252094,216.904792332,40.4073058026,9.629181,8.742912,-0.2379576,9.478299,0.2399279,-0.4658539,-0.09462436,0.4930005,2.581268
8335-6103,1-251739,215.964725773,40.2588310023,11.68845,9.821082,0.06720194,9.955343,0.09588914,-0.02444878,-0.2348539,0.0715243,11.57642
8335-6104,1-252070,217.097902013,40.8090391299,11.30359,9.607971,-0.141253,9.7485,-0.02950934,0.0430504,-0.1553076,0.2636792,5.546363
8335-9101,1-251775,215.216684547,40.3621202999,11.63228,9.71124,-0.07646958,9.849145,-0.0321809,-0.08083823,-0.1287737,0.0964428,12.41061
8335-9102,1-252151,218.191573728,40.7166453308,9.500234,8.64852,-0.297697,9.59708,0.03274461,-0.4807802,-0.03934575,0.4988376,2.798517
8336-12701,1-313054,210.371046129,37.6471489209,11.05944,9.610689,-0.05642912,9.837719,-0.03287888,-0.2546435,-0.2596728,0.4189265,7.177268
8336-12702,1-313036,210.311387601,37.8829879225,10.7707,9.478786,-0.0021764,9.749425,0.03137776,-0.2128365,-0.1444051,0.3151028,4.214526
8336-12703,1-261013,210.791801718,38.7683216181,10.13364,9.316845,0.371356,9.635048,0.1374869,-0.1579899,-0.1091588,0.620356,4.308751
8336-12704,1-592449,210.597153817,38.7102227778,10.45161,9.437876,-0.1608148,9.686357,-0.06350376,-0.0447925,-0.01389154,0.3528994,4.237651
8336-12705,1-261029,211.143358889,38.5501457827,9.807631,8.718831,-0.2486091,9.611649,0.11273,-0.4200568,-0.1051131,0.6518112,5.246471
8336-1901,1-261032,210.307779051,38.6913175651,9.572582,9.719905,-0.07600284,9.836135,-0.06294848,-0.1401098,-0.03838794,0.2163268,1.232036
8336-1902,1-261030,210.430426069,38.6699301431,9.847529,9.686058,-0.1040116,9.854896,-0.07868019,-0.2084206,-0.02780542,0.5886907,1.068126
8336-3701,1-261050,210.376924931,38.5159158873,9.266433,8.996759,0.2655366,9.409261,-0.007961023,-0.4648905,0.002210082,0.4984207,1.673524
8336-3702,1-261059,210.218832026,38.7249315645,9.467554,9.530631,0.07129729,9.675394,0.07867572,-0.2311096,-0.1665851,0.7708883,1.491055
8336-3703,1-260946,211.921156019,38.6687784137,10.46516,9.770225,-0.08401687,9.895043,-0.08383406,-0.2014655,-0.1840161,0.3560181,1.42016
8336-3704,1-313053,210.632175032,37.6813872524,10.86379,9.73035,0.02854318,9.846917,0.0184074,-0.03739636,-0.14792,0.3871553,2.631691
8336-6101,1-405025,209.539517297,38.0518685456,10.85624,8.651923,-0.1469168,9.556383,0.2226026,-0.4358456,-0.1826472,0.483872,7.91365
8336-6102,1-313033,210.217782954,38.4180312572,9.531254,9.30789,0.3198584,9.60588,0.1871113,-0.2377998,0.09017014,0.6356812,2.033005
8336-6103,1-260663,209.56680463,38.8102111322,11.51735,9.772205,0.07426354,9.875377,0.05282813,0.06438795,-0.1803007,0.1833289,6.903653
8336-6104,1-261008,211.243131598,38.6342138249,11.4718,9.78162,0.0399782,9.878385,-0.002908533,0.02849358,-0.1645292,0.0696837,7.265824
8336-9101,1-313108,212.366822822,37.6867491252,9.5458,8.636326,-0.2536027,9.758185,0.3404329,-0.4849995,-0.02308517,0.4251957,3.555547
8336-9102,1-260937,212.20109,38.54049,10.50839,8.351362,0.03800849,9.433061,0.01268113,-0.4769781,-0.005962274,0.6952133,6.959619
8337-12701,1-592693,212.50975,38.70644,10.30572,8.94743,0.1128668,9.583396,0.03634382,-0.3359838,-0.2637808,0.619571,5.382493
8337-12702,1-629221,212.74809,38.76536,9.752679,8.808702,-0.1378619,9.696103,0.3366417,-0.4051063,0.05470084,0.6438886,3.829549
8337-12703,1-313351,213.858459387,37.4902659668,10.25275,8.570676,-0.2873732,9.567538,0.05750793,-0.4498833,-0.1674868,0.5993628,4.894253
8337-12704,1-261311,213.98749,37.57261,9.803857,8.68941,0.2916121,9.611591,0.02998252,-0.4897003,-0.001398315,0.6151005,4.818106
8337-12705,1-313323,213.404349787,37.5278711818,9.591475,8.624476,-0.04583724,9.812709,0.1900989,-0.4769844,0.0137233,0.6997567,6.638946
8337-1901,1-261280,214.096446764,38.190986148,11.31371,9.065076,-0.1690203,9.580569,0.009843422,-0.269972,-0.2522326,0.4239902,11.98223
8337-1902,1-261274,214.904021684,38.2342438662,9.253943,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.5748382,5.511674
8337-3701,1-313354,213.798415587,37.0775723293,10.67925,9.561642,-0.02024105,9.654541,-0.00963107,0.01521551,-0.09183803,0.1987865,2.714857
8337-3702,1-261251,214.844443036,37.8724610607,11.80597,9.684289,-0.1320868,9.928044,0.030527,-0.1151387,-0.3290008,0.0845072,12.39988
8337-3703,1-261243,215.382983427,38.118413721,10.25177,8.782944,-0.3160365,9.682452,0.08424582,-0.3781316,-0.3333534,0.374119,2.281304
8337-3704,1-261574,215.738853719,37.5274241262,10.92608,9.727664,0.05376629,9.87145,0.09523237,-0.02334752,-0.1814501,0.08622404,2.888196
8337-6101,1-313335,213.713615058,36.7899518169,10.45137,8.735986,0.04887706,9.606016,-0.009380013,-0.3464315,-0.1856765,0.3580672,3.44747
8337-6102,1-313385,214.642100658,37.024420277,10.86382,9.681758,-0.07148951,9.812519,-0.01703118,0.0573345,-0.1323053,0.2225347,3.232375
8337-6103,1-260939,212.283483217,38.6725949943,10.99045,9.298045,-0.1836984,9.56773,0.002849579,-0.2458264,-0.2730348,0.371825,4.032046
8337-6104,1-313322,213.454946357,37.2690668654,10.75212,9.105101,0.2537157,9.58075,-0.06655385,-0.04420725,-0.05632433,0.51247,2.607961
8337-9101,1-260942,212.390217247,38.7705752277,9.496335,8.882886,-0.1242256,9.666142,0.3054213,-0.391291,0.07903787,0.4902478,3.060245
8337-9102,1-261318,213.183657175,38.4351917779,9.641313,8.766012,0.05764175,9.39297,-0.3501397,-0.4308902,-0.1713394,0.5649263,3.232868
8338-12701,1-614850,172.051190682,21.9968427778,10.02067,8.676439,-0.3065658,9.421886,0.02424947,-0.481703,-0.02757098,0.6262821,6.298707
8338-12702,1-492564,172.57341991,22.2130216028,10.21958,9.111608,-0.1878333,9.727087,-0.04421679,-0.349905,-0.05437588,0.5895909,5.934448
8338-12703,1-489927,172.023326844,23.4292407086,9.551978,8.559426,-0.09411151,9.786953,0.3770959,-0.2301146,0.1004356,0.6738197,4.753676
8338-12704,1-491218,172.351680684,22.4003590456,9.322349,8.569681,-0.7204424,9.092584,-0.1559052,-0.4860351,-0.01268781,0.2612152,5.011645
8338-12705,1-491045,172.833530941,21.424677921,11.60331,9.743207,-0.008074963,9.882984,0.02422402,-0.04971563,-0.08142383,0.180532,11.85784
8338-1901,1-491441,172.16444668,23.670900821,9.466243,8.77579,0.5887459,9.833566,-0.1049635,-0.49,0.0,0.3265111,1.37292
8338-1902,1-588894,173.481443525,23.6437554726,11.06381,9.516677,-0.07441189,9.613235,-0.05108945,0.08516555,-0.07071542,0.3869646,2.557007
8338-3701,1-491200,172.246907998,22.9599058459,10.74966,9.735324,0.09391511,9.848086,0.1247514,-0.03118324,-0.1963399,0.1527701,2.82782
8338-3702,1-491140,171.187927606,22.8719360936,9.693625,8.826083,-0.09960391,9.594257,0.3542626,-0.2611009,-0.1751426,0.5806476,1.939476
8338-3703,1-492536,172.787029744,23.057180441,10.77817,9.722937,0.0003388723,9.880609,0.07636514,-0.1376001,-0.1182079,0.06942683,3.00766
8338-3704,1-491233,172.563988015,22.9920100593,10.4183,9.113254,0.06664295,9.534694,-0.01763849,-0.1317745,-0.1963138,0.4989741,2.733901
8338-6101,1-574691,173.086452708,22.630161434,10.54531,9.014451,0.5121417,9.586679,-0.1728495,-0.2039773,0.05852288,0.4366033,3.514961
8338-6102,1-491225,172.682670654,22.3635385076,9.847919,8.779649,0.1588631,9.548973,-0.1877589,-0.4807513,-0.04574928,0.4024847,2.615338
8338-6103,1-489932,172.512499091,23.463632617,10.31972,9.128204,-0.04609231,9.689342,0.08740684,-0.08325773,-0.1412309,0.5150117,4.417006
8338-6104,1-492617,173.766095443,22.5151645563,9.645854,8.648693,0.0004166112,9.721421,0.2325831,-0.3865961,-0.1221233,0.6568279,1.361194
8338-9101,1-491095,171.96642307,21.4092051085,9.61713,9.051301,-0.190829,9.703915,0.2601444,-0.328302,-0.0374659,0.4369223,3.03943
8338-9102,1-489884,171.251490671,22.514180073,10.64652,9.365808,-0.01997063,9.507161,0.03719933,-0.007377705,-0.07756849,0.3940148,1.714525
8341-12701,1-282653,189.032061007,46.6432899922,10.10175,8.759979,-0.085991,9.646688,0.04658951,-0.3612758,-0.2243373,0.505393,4.147413
8341-12702,1-575668,189.397995312,44.801017021,11.55341,9.671204,-0.09316471,9.849356,-0.02626467,-0.05018114,-0.00303903,0.143032,10.10464
8341-12703,1-283278,190.581426554,47.2199878632,9.83452,8.06048,-0.4604517,9.762888,0.03028342,-0.49,0.0,0.5074974,5.142753
8341-12704,1-620993,189.213252539,45.6511702678,10.75887,8.86363,-0.4017093,9.590545,-0.2023674,-0.1778495,-0.1281574,0.2567335,5.089164
8341-12705,1-575796,191.493278418,45.1990128526,10.23538,8.587007,-0.1522504,9.796607,-0.1932247,-0.49,0.0,0.6324565,5.353487
8341-1901,1-259091,190.582431495,45.4378646384,10.68013,9.560044,-0.0910911,9.656337,-0.09041353,-0.003220511,-0.006912647,0.2612192,1.698959
8341-1902,1-258879,190.279789022,44.6698894423,9.805128,8.625131,-0.0877749,9.533989,0.2045977,-0.3949124,-0.04276429,0.4126506,4.70441
8341-3701,1-259079,190.448421792,44.9146305925,10.90926,9.754182,0.1111182,9.85544,0.1060424,0.01977278,-0.2476504,0.146508,2.574609
8341-3702,1-259058,189.958285005,45.9335624945,10.21937,8.619375,0.138189,9.767942,0.04723661,-0.3263884,-0.09533958,0.4341298,2.208553
8341-3703,1-283246,191.078873674,46.4071308651,10.7608,9.686786,-0.1239634,9.84117,-0.09947792,-0.1357147,0.106539,0.2912505,2.534302
8341-3704,1-259250,191.034146056,44.8918867776,10.88412,9.699749,-0.01663902,9.788816,0.04221015,0.06011787,-0.1427856,0.304931,2.198581
8341-6101,1-258876,190.394645188,44.4913906069,10.89363,9.611307,-0.2252181,9.799184,-0.09105484,-0.05342148,-0.1320454,0.3391559,6.085345
8341-6102,1-259068,190.35276054,45.0456823961,10.27682,8.624924,0.1065395,9.709985,0.05692839,-0.3567616,-0.1148289,0.4028677,2.23901
8341-6103,1-282665,189.807837762,47.0043531641,10.14372,9.146427,-0.2362134,9.791383,0.1137157,-0.3458729,-0.1357664,0.5816208,2.332392
8341-6104,1-283286,190.598878077,46.3043007095,10.76594,9.701548,-0.05699243,9.872077,0.01003206,-0.154739,-0.06445252,0.2774423,3.384362
8341-9101,1-259050,189.705788835,44.9585256539,10.7753,8.729142,-0.4381483,9.612808,-0.01129734,-0.3556216,-0.2728699,0.5073222,4.255335
8341-9102,1-259245,191.012464449,45.1292659168,10.02112,8.94057,-0.225149,9.497944,0.01935978,-0.2589546,-0.224969,0.5241354,3.380445
8438-12701,1-504694,149.365680476,16.7456529588,11.15422,9.673057,-0.1465436,9.799051,-0.1320902,-0.1095067,-0.06360353,0.1885685,7.244564
8438-12702,1-505218,149.750927326,17.8171406699,10.7436,8.809525,-0.009989131,9.586539,-0.05794714,-0.1960776,-0.276013,0.3826374,5.839533
8438-12703,1-474943,149.318387901,19.1142196186,11.51304,9.617352,-0.2450439,9.928981,0.066525,-0.1031639,-0.1598525,0.1091041,9.799576
8438-12704,1-474826,149.972700701,18.5969436416,10.53226,8.844029,-0.2691523,9.306595,-0.2781438,-0.3674251,-0.1994531,0.5637228,6.586684
8438-12705,1-474825,150.04493465,18.201636494,10.68052,8.394253,0.338381,9.310994,-0.01699746,-0.49,0.0,0.3232396,6.294526
8438-1901,1-474828,149.772557339,18.6543518727,10.39059,9.5983,-0.001865156,9.707103,0.01327102,-0.0401333,-0.1210874,0.1431317,1.033562
8438-1902,1-505239,150.212382551,17.4097351456,10.03674,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.5060009,7.536213
8438-3701,1-474573,147.970992603,17.6180320685,10.30005,9.626587,-0.3193925,9.824975,-0.2407558,-0.2991091,-0.04921737,0.330375,2.270927
8438-3702,1-474803,149.585775926,18.1356060166,11.54547,9.133402,-0.3871204,9.631799,-0.07340327,-0.02800938,-0.09837411,0.3248419,8.763364
8438-3703,1-474807,149.760715864,18.1928788404,10.47536,9.690349,-0.01947145,9.817075,-0.00182909,-0.05311412,-0.03823503,0.3496049,2.443374
8438-3704,1-504663,149.045387801,16.7931915464,10.88876,9.651025,-0.09740419,9.808765,-0.02737976,0.01172179,-0.09371156,0.2162122,5.098167
8438-6101,1-567299,148.052530993,18.6998254124,11.36306,9.631383,-0.04953257,9.761186,0.04491714,0.01514685,-0.01355845,0.1326301,6.08734
8438-6102,1-474575,148.017011702,17.8323085591,10.58869,9.124164,-0.4646866,9.632116,-0.2687612,-0.1796161,-0.1748755,0.4027007,3.492238
8438-6103,1-474677,147.520104103,18.3838358536,11.44993,9.4001,-0.4376189,9.606355,-0.213148,0.02025043,-0.1651338,0.3254485,7.986281
8438-6104,1-505301,150.267752951,17.0701283297,10.29664,8.525566,-0.07419286,9.802989,0.04117542,-0.3816061,-0.04069414,0.5031611,3.04394
8438-9101,1-474540,148.052872873,17.5935599115,10.29055,8.75978,-0.6095422,9.794353,0.2100954,-0.3197057,-0.2501061,0.7143652,5.79564
8438-9102,1-505223,149.269959506,17.6162234928,11.20436,8.939274,0.2465134,9.717607,0.04916149,-0.2820475,-0.2315646,0.4679391,7.112308
8439-12701,1-155978,143.010196099,48.551093077,9.43269,8.586548,-0.5527679,9.555124,-0.1016412,-0.4849657,-0.02876752,0.6912506,3.915564
8439-12702,1-155926,141.539307103,49.3102016203,10.91118,9.438434,-0.2395468,9.781343,0.01173096,0.04672587,-0.08602452,0.3099622,4.647717
8439-12703,1-605884,142.13573,50.79362,10.6631,8.998093,0.01531455,9.630793,0.08451242,-0.06482091,-0.2031681,0.5225219,5.913894
8439-12704,1-156137,144.031088241,50.4392201284,10.94081,8.807019,-0.1328132,9.5732,-0.03089294,-0.2672342,-0.2639071,0.5317004,7.007384
8439-12705,1-156062,143.288053477,49.0503236816,11.21289,9.410893,-0.3524773,9.880672,-0.041305,-0.344844,-0.1571903,0.130645,10.63938
8439-1901,1-155903,141.190236455,49.4448016737,9.22385,9.159055,0.276318,9.533994,0.02971782,-0.2333178,0.09275658,0.2198028,1.055419
8439-1902,1-156061,143.697034579,48.7475756651,10.14077,9.672314,-0.1533921,9.846079,-0.08509514,-0.2339575,-0.1155383,0.1410711,0.9936396
