name,environment,cluster,P0_s,P1_sps,pdot_over_p,log_abs_pdot_over_p,logP,log_b_proxy
J2129+1210O,globular_cluster,M15 (NGC 7078),0.01106687,-2.1946e-18,-1.9830358538593115e-16,-15.70266943355441,-1.9559752,-9.8073099
J2133-0049A,globular_cluster,M2 (NGC 7089),0.01014929,1.6832e-19,1.6584411323353652e-17,-16.780299939493098,-1.9935643,-10.383714
J2133-0049B,globular_cluster,M2 (NGC 7089),0.00697455,-5.112e-20,-7.329505129363184e-18,-17.134925346892583,-2.1564838,-10.723946
J2133-0049C,globular_cluster,M2 (NGC 7089),0.00300493,-2.2152e-20,-7.371885534771192e-18,-17.132421416806626,-2.5221656,-11.088376
J2133-0049D,globular_cluster,M2 (NGC 7089),0.00421574,7.618e-20,1.807037435895003e-17,-16.74303285018715,-2.3751262,-10.746643
J2133-0049E,globular_cluster,M2 (NGC 7089),0.00370312,3.923e-20,1.0593769578085506e-17,-16.97494947750711,-2.4314322,-10.918907
J2133-0049F,globular_cluster,M2 (NGC 7089),0.00478089,3.042e-20,6.362832024999529e-18,-17.196349541729784,-2.3204912,-10.918666
J2133-0049G,globular_cluster,M2 (NGC 7089),0.00253574,2.6836e-20,1.0583103945988154e-17,-16.97538693826375,-2.5958953,-11.083589
J2140-2310A,globular_cluster,M30 (NGC 7099),0.0110193,-5.181e-20,-4.701750564917917e-18,-17.327740414588618,-1.957846,-10.621716
J0125-2327,field,,0.00367537488757,1.84159752231e-20,5.010638584211433e-18,-17.30010692165251,-2.4346984,-11.084752
J0154+1833,field,,0.0023645697763,2.91860129849e-21,1.2343054232287998e-18,-17.908577362822605,-2.6262479,-11.580537
J0203-0150,field,,0.0051733218642,1.42808750614e-20,2.7604845467329893e-18,-17.55901467970927,-2.2862305,-11.065738
J0214+5222,field,,0.0245752948163,2.95957264307e-19,1.2042877471838144e-17,-16.919269732278035,-1.6095013,-10.069136
J0307+7443,field,,0.0031560886885,1.72622324382e-20,5.469501697179572e-18,-17.26205223857023,-2.5008508,-11.131877
J0406+3039,field,,0.00260865404024,8.30784081301e-21,3.184723111940772e-18,-17.496928320372128,-2.5835835,-11.332048
J0407+1607,field,,0.0257017391946,7.9e-20,3.0737219532831496e-18,-17.51233542103157,-1.5900375,-10.346205
J0447+2447,field,,0.00299528235041,7.99649079051e-21,2.6696951589273125e-18,-17.57353832603393,-2.5235622,-11.310331
J0509+0856,field,,0.00405583823156,4.4118427326e-21,1.0877758137072122e-18,-17.963460601790633,-2.3919194,-11.37365
J0557+1550,field,,0.00255636707678,7.35188921017e-21,2.8759129613852017e-18,-17.54122426187821,-2.5923768,-11.362989
J0621+1002,field,,0.0288538611941,4.73e-20,1.639295333189994e-18,-17.785342797484823,-1.5397961,-10.432467
J0622+0339_P,field,,0.00877153380553,3.4699852191e-20,3.95596174629385e-18,-17.40274791663346,-2.0569245,-10.758298
J0640-0139,field,,0.00346149254613,4.89809342914e-20,1.4150235379290764e-17,-16.849236335893973,-2.4607366,-10.885355
J0646-5455,field,,0.00250728557772,1.81239246314e-21,7.228504320549312e-19,-18.140951555060877,-2.6007962,-11.671272
J0711-6830,field,,0.00549096850766,1.49073073783e-20,2.7148775953648316e-18,-17.56624974650091,-2.260351,-11.043476
J0721-2038,field,,0.015542394974,4.4e-20,2.830966532095287e-18,-17.548065264867414,-1.8084821,-10.582515
J0732+2314,field,,0.00409013708236,6.0225196869e-21,1.4724493496499193e-18,-17.831959635451476,-2.3882621,-11.304242
J0737-3039A,field,,0.0226993785996,1.75992816586e-18,7.753199754512279e-17,-16.11051902666317,-1.643986,-9.6992455
J0742+4110,field,,0.00313913693529,6.69197411236e-21,2.1317878927577848e-18,-17.67125600864519,-2.5031897,-11.338818
J0824+0028,field,,0.00986134867037,1.46890381473e-19,1.489556716662455e-17,-16.826942955849685,-2.0060637,-10.419535
J0828+5304,field,,0.0135273958162,2.59663430911e-20,1.9195374663321005e-18,-17.71680340672319,-1.8687858,-10.727188
J0838-2827,field,,0.00361536101234,1.04305265292e-20,2.885058087864084e-18,-17.539845438319386,-2.4418483,-11.211771
J0900-3144,field,,0.0111096493381,4.88775072242e-20,4.399554453674516e-18,-17.356591302629294,-1.9542996,-10.632595
J0921-5202,field,,0.00967981376625,1.80651275891e-20,1.866268094132818e-18,-17.72902596860707,-2.014133,-10.878646
J0925+6103,field,,0.00598251289261,1.61414976901e-20,2.6981133145636937e-18,-17.568939814910102,-2.2231164,-11.007586
J1012+5307,field,,0.00525574910197,1.7127329685e-20,3.2587799289315778e-18,-17.486944967205236,-2.2793654,-11.022838
J1017-7156,field,,0.0023385144404,2.21387349366e-21,9.467008009073142e-19,-18.023787255470054,-2.6310599,-11.642954
J1022+1001,field,,0.0164529299584,4.33372703718e-20,2.6340153687747435e-18,-17.57938169537477,-1.7837568,-10.573448
J1036-4353,field,,0.00168010803268,6.37944438332e-21,3.797044153847608e-18,-17.420554352646644,-2.7746628,-11.48494
J1038+0032,field,,0.0288515579513,6.7e-20,2.3222316144276396e-18,-17.63409446683197,-1.5398307,-10.356878
J1045-0436,field,,0.0240475170342,7.86464982692e-20,3.2704623166437593e-18,-17.485390850588875,-1.6189298,-10.361625
J1045-4509,field,,0.00747422423014,1.76640380117e-20,2.3633272788993023e-18,-17.626476132122207,-2.1264339,-10.939672
J1056-7117,field,,0.0263096769824,6.29901183657e-20,2.3941806054037675e-18,-17.620843091618926,-1.5798845,-10.390306
J1101-6424,field,,0.00510927290428,1.8e-21,3.5230061766560823e-19,-18.45308659539801,-2.2916409,-11.518184
J1103-5403,field,,0.00339270965933,3.68335322639e-21,1.0856670909816068e-18,-17.964303326417976,-2.4694533,-11.451605
J1120-3618,field,,0.00555701675966,9.35677188596e-22,1.6837760781798474e-19,-18.77371566490109,-2.2551583,-11.642016
J1122-3546,field,,0.0078380693569,1.52359621484e-20,1.9438412005103646e-18,-17.711339217063568,-2.1057909,-10.961461
J1125+7819,field,,0.00420160911826,6.94295255936e-21,1.652450850124598e-18,-17.781871449141637,-2.3765844,-11.26752
J1146-6610,field,,0.00372231250267,7.93e-21,2.1303960896114556e-18,-17.67153964372539,-2.4291872,-11.264957
J1208-5936,field,,0.0287138598921,2.96814869966e-20,1.0336989561186173e-18,-17.98560592229873,-1.5419084,-10.534711
J1216-6410,field,,0.00353937571409,1.59846822485e-21,4.516243411194276e-19,-18.345222659021278,-2.4510733,-11.623685
J1242-4712,field,,0.00531334694398,2.14447657055e-20,4.036018338647513e-18,-17.394046869106255,-2.2746318,-10.971655
J1300+1240,field,,0.0062185319484,1.143341e-19,1.8386027594409584e-17,-16.735512092414087,-2.2063121,-10.574068
J1317-0157,field,,0.00290824459955,5.49762632302e-21,1.8903589897048763e-18,-17.723455713052616,-2.5363691,-11.398097
J1325-6253,field,,0.028968593236,4.8e-20,1.6569668954566005e-18,-17.780686168263912,-1.5380726,-10.428416
J1327-0755,field,,0.00267792323929,1.80479424459e-21,6.739529416341696e-19,-18.171370426761563,-2.5722019,-11.657887
J1337-6423,field,,0.0094234067178,2.4686565179e-20,2.619707067548004e-18,-17.581747268245117,-2.0257921,-10.816666
J1405-4656,field,,0.00760220343251,2.79e-20,3.669988608919444e-18,-17.435335283729138,-2.1190605,-10.836728
J1421-4409,field,,0.00638572883834,1.2366e-20,1.9365056539442097e-18,-17.71298123068245,-2.1947895,-11.05128
J1431-5740,field,,0.00411054395677,6.42e-21,1.5618370871393704e-18,-17.806364268695784,-2.3861007,-11.289283
J1435-6100,field,,0.00934797221025,2.44676836442e-20,2.6174322188689565e-18,-17.582124556011046,-2.0292826,-10.820345
J1437+3049_P,field,,0.00371922752979,5.5745593276e-21,1.4988486945069365e-18,-17.824242206015832,-2.4295473,-11.341668
J1453+1902,field,,0.00579230273885,1.16555378518e-20,2.012245971472493e-18,-17.696318933395432,-2.2371487,-11.085308
J1502-6752,field,,0.026744423767,3.14501669896e-19,1.1759523130353036e-17,-16.92961028931901,-1.5727668,-10.037572
J1525-5545,field,,0.0113598817918,1.31369758781e-19,1.1564359664008806e-17,-16.936878409766397,-1.9446262,-10.413065
J1526-2744,field,,0.00248914358719,3.54649641059e-21,1.4247857893138454e-18,-17.84625042513757,-2.6039501,-11.527075
J1529-3828,field,,0.00848628211574,2.70063690555e-20,3.1823557934056563e-18,-17.49725126702926,-2.0712825,-10.819908
J1537-5312,field,,0.00692709550838,1.586e-20,2.2895598856423282e-18,-17.640247992597576,-2.1594488,-10.979573
J1545-4550,field,,0.00357528862347,5.24544023837e-20,1.4671375630868742e-17,-16.833529163533253,-2.4466889,-10.863453
J1546-5925,field,,0.00779672885604,1.61e-20,2.0649685653141043e-18,-17.685086555152633,-2.1080876,-10.950631
J1547-5709,field,,0.00429114606417,7.45e-21,1.7361329324596156e-18,-17.76041702476816,-2.3674267,-11.247635
J1552-4937,field,,0.00628431138142,1.9e-20,3.0234020637765995e-18,-17.519504094810735,-2.2017423,-10.961494
J1602-1009,field,,0.00311577720594,4.77442764423e-21,1.5323392298807195e-18,-17.81464507977092,-2.5064336,-11.413756
J1603-7202,field,,0.0148419522526,1.56291616929e-20,1.0530394807167026e-18,-17.977555345874364,-1.828509,-10.817287
J1618-3921,field,,0.0119873084134,5.37953079198e-20,4.487688650745398e-18,-17.34797728142072,-1.9212783,-10.595267
J1622-6617,field,,0.0236234447394,5.88202766988e-20,2.4899110755298743e-18,-17.603816162983097,-1.6266568,-10.428565
J1629-6902,field,,0.00600060344322,1e-20,1.66649906040681e-18,-17.77819492686409,-2.2218051,-11.110903
J1630+3550,field,,0.00322915633731,2.25545757577e-20,6.984665157614743e-18,-17.15585440897512,-2.4909109,-11.068838
J1643-1224,field,,0.00462164152675,1.84630417787e-20,3.9949099625828096e-18,-17.398493004383557,-2.3352037,-11.03445
J1646-2142,field,,0.00585310786298,8.30709119906e-21,1.4192615946138744e-18,-17.847937549132666,-2.2326135,-11.156582
J1653-2054,field,,0.00412914528456,1.117e-20,2.7051603250114918e-18,-17.567806990740607,-2.3841398,-11.168043
J1708-3506,field,,0.00450515894846,1.14208164388e-20,2.535052940297252e-18,-17.596012966729504,-2.3462899,-11.144296
J1709+2313,field,,0.00463119627784,3.63e-21,7.838147602098697e-19,-18.105786562473966,-2.3343068,-11.3872
J1709-0333,field,,0.00352401202169,1.87521777008e-21,5.321258152748036e-19,-18.27398567142777,-2.4529626,-11.589955
J1710+4923,field,,0.00322022839856,1.82105303558e-20,5.6550430907147025e-18,-17.247564081456773,-2.4921133,-11.115895
J1719-1438,field,,0.00579015177002,8.04285321903e-21,1.3890574096302519e-18,-17.857279804535683,-2.2373101,-11.16595
J1720-0533,field,,0.00326765171027,8.17248823383e-21,2.5010279425265683e-18,-17.601881456123433,-2.4857642,-11.286705
J1721-2457,field,,0.0034966337827,5.54224879242e-21,1.5850240936986071e-18,-17.79996413175486,-2.4563499,-11.356332
J1725-3853,field,,0.004791822704,5e-20,1.0434442818233284e-17,-16.981530736577184,-2.3194993,-10.810265
J1727-2946,field,,0.027083183244,2.4632e-19,9.094942709682018e-18,-17.04120003227365,-1.5673003,-10.0879
J1727-2951,field,,0.0284049534402,3.1e-19,1.0913589443215692e-17,-16.962032387908533,-1.5466059,-10.027622
J1737-0811,field,,0.00417501731286,7.93e-21,1.8993933212142144e-18,-17.72138509342752,-2.3793417,-11.240034
J1745-0952,field,,0.0193763034411,9.2459888327e-20,4.771802248455653e-18,-17.321317562525593,-1.7127291,-10.373388
J1748-3009,field,,0.00968396133718,-3.57954852106e-20,-3.696368042401102e-18,-17.43222479318078,-2.013947,-10.730059
J1751-2857,field,,0.00391487325943,1.12247795213e-20,2.867214026472548e-18,-17.542539887434845,-2.4072823,-11.178552
J1753-2819,field,,0.0186236318326,-4.93552839932e-20,-2.650142809782426e-18,-17.576730722354004,-1.7299356,-10.518301
J1755-3716,field,,0.01278606929,3.10618778988e-20,2.4293531650961353e-18,-17.614509345424043,-1.8932629,-10.700518
J1756-2251,field,,0.028461589026,1.01750192956e-18,3.575000428228023e-17,-16.446723901841345,-1.5457409,-9.7691028
J1757-1854,field,,0.0214972320712,2.62732880587e-18,1.2221707414090077e-16,-15.9128681174389,-1.6676175,-9.6240515
J1757-2745,field,,0.0176872150451,-1.30453269214e-20,-7.375568673833718e-19,-18.132204488924486,-1.7523405,-10.818443
J1757-5322,field,,0.00886996122728,2.63e-20,2.965063693752467e-18,-17.527965972941164,-2.0520783,-10.816061
J1759-1248_P,field,,0.00315121601182,1.06153435555e-20,3.3686499166298213e-18,-17.47254412026728,-2.5015218,-11.237794
J1801-3210,field,,0.00745358437346,7.22226960161e-23,9.689659685515008e-21,-20.0136914757148,-2.1276348,-12.134481
J1802-2124,field,,0.0126475935865,7.25585924331e-20,5.736948450853829e-18,-17.241319052437643,-1.8979921,-10.518652
J1803-4719,field,,0.00366937114932,3.43743186642e-20,9.367904544235099e-18,-17.02835754322638,-2.4354084,-10.949587
J1804-2717,field,,0.00934303084454,4.08632365365e-20,4.373659598949111e-18,-17.359155021035658,-2.0295122,-10.70909
J1804-2858,field,,0.00149268528412,-7.57334370586e-22,-5.073637280697653e-19,-18.294680584142714,-2.8260317,-11.973372
J1811-0624,field,,0.00414568354804,4.81227378253e-21,1.1607913934494954e-18,-17.935245820583457,-2.3824039,-11.350027
J1813-0402,field,,0.00410655953837,6.9428393224e-21,1.6906705619458264e-18,-17.77194100923698,-2.3865219,-11.272492
J1813-0852,field,,0.00422660526554,1.31301811719e-20,3.106554870158299e-18,-17.507720971168354,-2.3740083,-11.127869
J1813-2621,field,,0.00443001162863,1.2466e-20,2.8139880986847804e-18,-17.550677743676843,-2.3535951,-11.128934
J1824-0621,field,,0.00323301622927,9.14479945698e-21,2.828565898985559e-18,-17.548433698757616,-2.4903921,-11.264609
J1825-0319,field,,0.00455352791974,6.8e-21,1.4933476020914065e-18,-17.825839091069763,-2.341652,-11.254572
J1826-2415,field,,0.00469575713056,1.736e-20,3.696954403161329e-18,-17.432155905817897,-2.3282944,-11.044372
J1828+0625,field,,0.00362756255756,4.68823178553e-21,1.2923917123798508e-18,-17.888605835612022,-2.4403851,-11.384688
J1835-0114,field,,0.00511638764424,7e-21,1.368152784099649e-18,-17.863865401456277,-2.2910366,-11.222969
J1838+0024,field,,0.00508712615386,2.66448665394e-20,5.2377050880058196e-18,-17.280858958422705,-2.2935275,-10.933957
J1840+0012_P,field,,0.00533897316989,1.2884094798e-20,2.413215872794029e-18,-17.617403826798288,-2.2725423,-11.081244
J1841+0130,field,,0.0297727753332,8.17277535261e-18,2.745049885724437e-16,-15.561449758719176,-1.5261807,-9.3069056
J1843-1448,field,,0.00547133087551,6.209e-21,1.1348244405747512e-18,-17.945071319428486,-2.261907,-11.234443
J1844+0028,field,,0.0035706717591,1.80663203816e-20,5.059641882667389e-18,-17.295880221082214,-2.4472501,-11.09519
J1844+0115,field,,0.00418554393666,1.0721492164e-20,2.5615528892418186e-18,-17.59149667267121,-2.3782481,-11.173996
J1844-0128,field,,0.0291444223696,3.05783047893e-20,1.0491992053064554e-18,-17.979142047028645,-1.5354445,-10.525016
J1845+0201_P,field,,0.00430925040818,2.8170142485e-20,6.537132869216941e-18,-17.18461268777673,-2.3655983,-10.957905
J1845+0317_P,field,,0.0018507022355,2.81885628317e-20,1.5231279398160103e-17,-16.817263615230978,-2.7326635,-11.141295
J1846-0513,field,,0.0233695392908,1.01062349601e-18,4.324533245753189e-17,-16.364060759813675,-1.6313498,-9.8133802
J1850+0124,field,,0.00355976376804,1.08978495525e-20,3.0613968405269594e-18,-17.514080370343788,-2.4485788,-11.205619
J1850+0242,field,,0.0044798640471,1.62560373232e-19,3.62868987815003e-17,-16.44025014669702,-2.3487352,-10.56886
J1853+1303,field,,0.00409179738358,8.7171418545e-21,2.1303943077633987e-18,-17.67154000696634,-2.3880859,-11.223856
J1857+0642_P,field,,0.00353098976955,4.69166653764e-21,1.3287114502849212e-18,-17.876569322409495,-2.4521035,-11.390388
J1857+0943,field,,0.00536210054968,1.78413244369e-20,3.327301357294528e-18,-17.477907862827287,-2.270665,-11.009619
J1900+0308,field,,0.00490923901642,5.90465379148e-21,1.2027635590222074e-18,-17.91981973849912,-2.3089858,-11.268896
J1901+0300,field,,0.00779677625972,4.57138694732e-20,5.863175747310939e-18,-17.231867087745375,-2.1080849,-10.724018
J1903+0839_P,field,,0.0046211691312,4.67678970648e-21,1.0120360397338576e-18,-17.994804021509214,-2.3352481,-11.33265
J1904+0451,field,,0.00609236792963,5.71600983646e-21,9.382246611634212e-19,-18.027693155841607,-2.2152139,-11.22906
J1904+0553_P,field,,0.00490732370205,1.27537350055e-20,2.5989186326086902e-18,-17.58520731725244,-2.3091553,-11.101759
J1904+0852,field,,0.00619742963774,1.009e-20,1.6280943213224596e-18,-17.788320438486576,-2.2077884,-11.101949
J1905+0400,field,,0.00378440478824,4.90518896342e-21,1.2961586399697056e-18,-17.88734184086737,-2.4220024,-11.365673
J1905+0649_P,field,,0.0274644124464,3.34152220304e-19,1.2166734713736802e-17,-16.914825961300085,-1.5612297,-10.018643
J1906+0055,field,,0.00278955242369,3.32e-21,1.1901550843085887e-18,-17.92439644375784,-2.5544655,-11.516664
J1906+0454,field,,0.00208327833492,2.98161340246e-21,1.4312122160932936e-18,-17.84429596550995,-2.6812527,-11.603401
J1906-1754,field,,0.00287634963122,3.91331214609e-21,1.3605133755697752e-18,-17.86629718419838,-2.5411583,-11.474307
J1908+0128,field,,0.00470232427687,5.26925471403e-20,1.1205638751773548e-17,-16.95056338246101,-2.3276874,-10.802969
J1908+1036,field,,0.0106901954145,1.57249662529e-20,1.4709708890420208e-18,-17.832395922006334,-1.9710144,-10.887212
J1909-3744,field,,0.00294710807054,1.40253797638e-20,4.7590313718051485e-18,-17.32248143229791,-2.5306039,-11.191845
J1910+1256,field,,0.00498358394257,9.67982377649e-21,1.9423418744499327e-18,-17.711674326889515,-2.3024582,-11.158295
J1910-5320,field,,0.00233236685551,3.69915590109e-20,1.5860094617410154e-17,-16.799694226116994,-2.6322031,-11.03205
J1911+1253,field,,0.0272387038109,4.32555092428e-20,1.5880164321729075e-18,-17.799145007976243,-1.5648136,-10.464386
J1911+1347,field,,0.00462596247127,1.69240313354e-20,3.658488680033264e-18,-17.43669828440719,-2.3347979,-11.053147
J1912+1416,field,,0.00316624139067,8.05916546494e-21,2.545341453967482e-18,-17.594253949426673,-2.499456,-11.296583
J1912-0952,field,,0.0250680482597,2.85925204816e-20,1.1405961958181653e-18,-17.942868081232355,-1.6008795,-10.572314
J1913+0618,field,,0.00502686123175,9.61245459399e-21,1.9122180125596222e-18,-17.71846259519063,-2.2987031,-11.157934
J1913+1102,field,,0.0272850068525,1.60805865371e-19,5.89356148013084e-18,-17.22962218165957,-1.5640759,-10.178887
J1914+0659,field,,0.0185118225514,3.1e-20,1.674605507584425e-18,-17.776087484780902,-1.7325508,-10.620595
J1916+0740,field,,0.0112196601704,2.001504312e-20,1.783925967098737e-18,-17.748623172800503,-1.9500203,-10.824332
J1917+0615_P,field,,0.00396769942932,2.11266212178e-20,5.324652634138863e-18,-17.273708719156343,-2.4014612,-11.038316
J1917+1259_P,field,,0.00563746844036,6.5468963857e-21,1.1613184987128594e-18,-17.93504865600312,-2.2489159,-11.21644
J1918+0621_P,field,,0.00210368262905,5.57610556076e-22,2.650640112609623e-19,-18.576649234061623,-2.6770198,-11.965344
J1918-0642,field,,0.00764587276964,2.56914318107e-20,3.3601699354342853e-18,-17.473638758278266,-2.1165729,-10.853392
J1923+2515,field,,0.00378815552088,9.55500020018e-21,2.522335777270397e-18,-17.59819709995606,-2.4215722,-11.220671
J1924+1342,field,,0.00572108595313,8.98133823818e-20,1.5698659855418392e-17,-16.804137420344812,-2.2425215,-10.64459
J1928+1245,field,,0.00302160634797,1.67993930566e-20,5.5597556802481244e-18,-17.254944292779708,-2.5197621,-11.147234
J1928-0548,field,,0.028040913765,1.05520499769e-19,3.763090627264371e-18,-17.4244553223533,-1.5522078,-10.264435
J1929+0132,field,,0.00641821690373,8.56001100881e-21,1.3337054725955552e-18,-17.874940066783108,-2.1925856,-11.130056
J1930+1403_P,field,,0.00320944837353,8.15804261899e-22,2.541883111837425e-19,-18.594844424297815,-2.4935696,-11.790992
J1930+2441,field,,0.0057674069327,8.64837550911e-21,1.4995258025015551e-18,-17.82404605688836,-2.2390194,-11.151042
J1932+2121_P,field,,0.0142447035656,3.52457413892e-19,2.474305009359134e-17,-16.606546765613604,-1.8463466,-10.14962
J1933+1726,field,,0.0215072337864,4.9e-20,2.2783032205185273e-18,-17.64238847593977,-1.6674154,-10.48861
J1933-6211,field,,0.00354343149574,3.87098605565e-21,1.0924399301365904e-18,-17.961602434199595,-2.450576,-11.431377
J1937+1658,field,,0.00395766764534,1.32024549666e-20,3.3359180582395235e-18,-17.47678462568762,-2.4025607,-11.140953
J1938+2012,field,,0.00263413512755,7.5e-22,2.847234343279771e-19,-18.545576786521863,-2.579362,-11.85215
J1938+6604,field,,0.022258801226,1.94713513184e-20,8.747708881849377e-19,-18.0581056784362,-1.6524982,-10.681551
J1939+2134,field,,0.00155780656704,1.05102716438e-19,6.74683999039152e-17,-16.17089958955036,-2.8074865,-10.892936
J1943+2206,field,,0.00468167130296,1.75344369512e-22,3.7453370423749746e-20,-19.426509094104098,-2.3295991,-12.042854
J1943+2210,field,,0.00508417368995,8.78859951727e-21,1.7286190545855311e-18,-17.762300704077038,-2.2937796,-11.17493
J1944+0907,field,,0.0051852019088,1.73366747933e-20,3.3434907836235423e-18,-17.475799869600902,-2.2852343,-11.023134
J1944+2236,field,,0.00361799307811,7.46122813056e-21,2.062256054524478e-18,-17.685657412688222,-2.4415323,-11.284361
J1946+0904_P,field,,0.0257722599788,2.3911537839e-21,9.278013592393289e-20,-19.03254499557054,-1.5888475,-11.10512
J1946+2052,field,,0.0169601753233,1.11361884877e-18,6.566080995873334e-17,-16.182693764335298,-1.7705697,-9.8619165
J1947+2011_P,field,,0.00817755192435,2.31645839367e-20,2.832703986595751e-18,-17.5477988062437,-2.0873767,-10.861276
J1949+3106,field,,0.0131381831522,9.39234621109e-20,7.148892736753516e-18,-17.14576121911594,-1.8814647,-10.454345
J1952+2630,field,,0.0207323600914,4.27161935801e-18,2.060363286754754e-16,-15.686056197338283,-1.6833513,-9.5263794
J1952+2837,field,,0.0180209426868,2.11333909741e-19,1.1727128453485293e-17,-16.930808317763216,-1.7442225,-10.209627
J1953+1844,field,,0.00444408092433,2.19223393408e-20,4.932929826003351e-18,-17.306895062603193,-2.352218,-11.005666
J1955+2527,field,,0.00487276586298,9.11763730768e-21,1.871142091383803e-18,-17.7278932316551,-2.3122245,-11.176171
J1955+2908,field,,0.00613316651623,2.97397496511e-20,4.849004111073891e-18,-17.31434744768156,-2.2123152,-10.869489
J1955+6708,field,,0.00856540626781,1.25969738843e-20,1.4706802561883374e-18,-17.832481737923175,-2.067252,-10.983493
J2001+0701,field,,0.00681995856076,1.4381459311e-20,2.1087311869820753e-18,-17.67597877893812,-2.1662183,-11.004208
J2007+2722,field,,0.0244973885459,9.61095455981e-19,3.9232567756364114e-17,-16.40635326653461,-1.6108802,-9.8140568
J2010+3051,field,,0.00481627451331,4.86662573935e-21,1.0104543928924426e-18,-17.995483283694583,-2.3172888,-11.31503
J2010-1323,field,,0.00522327101686,4.82502988668e-21,9.237563724159568e-19,-18.034442552661485,-2.2820574,-11.299279
J2015+0756,field,,0.00432798395699,6.66839446697e-21,1.5407622886864152e-18,-17.812264359772904,-2.3637144,-11.269847
J2019+2425,field,,0.00393452408033,7.0237e-21,1.785146019340388e-18,-17.74832625417357,-2.4051078,-11.279271
J2022+2534,field,,0.00264593576759,6.16085895585e-21,2.328423475472914e-18,-17.632938030750775,-2.5774207,-11.39389
J2027+0255,field,,0.0105955198215,5.26972099113e-20,4.9735370042316334e-18,-17.30333464646181,-1.9748777,-10.626545
J2031-1254,field,,0.00578835784713,6.01751354732e-21,1.0395890693426323e-18,-17.983138295493777,-2.2374446,-11.229014
J2033+1734,field,,0.00594895754059,1.11464645794e-20,1.873683666986557e-18,-17.727303728965087,-2.2255591,-11.089211
J2035+3655,field,,0.0245649675628,1.24048673879e-18,5.049820381886166e-17,-16.296724069117577,-1.6096838,-9.7580458
J2045-6837,field,,0.00296225485844,1.28026576618e-20,4.321929838454957e-18,-17.364322287665452,-2.5283776,-11.210539
J2053+4650,field,,0.0125862753144,1.72275579839e-19,1.368757440431157e-17,-16.863673507027194,-1.9001028,-10.33194
J2055+3829,field,,0.00208929030219,9.99615678404e-22,4.784474792020046e-19,-18.32016572924481,-2.6800012,-11.840084
J2129-5721,field,,0.00372634848602,2.08536009701e-20,5.596256240750339e-18,-17.252102408298125,-2.4287165,-11.054768
J2144-5237,field,,0.00504145377852,9.05581208439e-21,1.7962699812847398e-18,-17.74562838784119,-2.2974442,-11.170258
J2145-0750,field,,0.0160524239211,2.97926371224e-20,1.855958780358352e-18,-17.731431673409023,-1.7944594,-10.660175
J2150-0326,field,,0.00351070285701,8.16163787918e-21,2.324787431919292e-18,-17.633616750887956,-2.4546059,-11.271414
J2212+2450,field,,0.00390751512659,1.98492768039e-21,5.079769664569928e-19,-18.294155979777926,-2.4080993,-11.555177
J2229+2643,field,,0.00297781929575,1.52368667508e-21,5.116786895882616e-19,-18.291002670162822,-2.5261017,-11.671603
J2234+0611,field,,0.00357658163167,1.2014186449e-20,3.3591254684686903e-18,-17.473773774292916,-2.4465319,-11.183419
J2234+0944,field,,0.00362702789573,2.01002938861e-20,5.54180846245035e-18,-17.256348488502972,-2.4404491,-11.068623
J2236-5527,field,,0.00690754939292,9.6e-21,1.3897837646792173e-18,-17.857052766013464,-2.160676,-11.089202
J2322+2057,field,,0.00480842828946,9.65740322842e-21,2.008432412226855e-18,-17.697142778565524,-2.3179969,-11.166568
J2355+0051,field,,0.00371899230449,3.22260057629e-21,8.665252069490173e-19,-18.062218799274778,-2.4295747,-11.460684
