source,environment,cluster,name,P0_s,P_ms,P1_sps,assoc,logP,logPdot_abs,log_b_proxy,log_tau_c
freire,globular_cluster,NGC 6752,J1910-5959E,0.00457177,4.57177,-4.37e-19,NGC 6752,-2.3399156,-18.359519,-10.349717,15.718573
freire,globular_cluster,NGC 6752,J1910-5959F,0.00848549,8.48549,7.4122e-19,NGC 6752,-2.0713231,-18.130053,-10.100688,15.7577
freire,globular_cluster,NGC 6760,J1911+0102A,0.00361852,3.61852,-6.58e-21,NGC 6760,-2.441469,-20.181774,-11.311622,17.439275
freire,globular_cluster,NGC 6760,J1911+0101B,0.00538432,5.38432,-2e-21,NGC 6760,-2.2688691,-20.69897,-11.48392,18.129071
freire,globular_cluster,M71 (NGC 6838),J1953+1846A,0.0048883,4.8883,4.8502e-20,M71 (NGC 6838),-2.3108421,-19.31424,-10.812541,16.702368
freire,globular_cluster,M71 (NGC 6838),J1953+1846C,0.0289328,28.9328,4.04e-20,M71 (NGC 6838),-1.5386095,-19.393619,-10.466114,17.553979
freire,globular_cluster,M71 (NGC 6838),J1953+1846E,0.00444408,4.44408,2.217e-20,M71 (NGC 6838),-2.3522181,-19.654234,-11.003226,17.000986
freire,globular_cluster,M15 (NGC 7078),B2127+11C  0.944     30.52929     +498.85(5),0.00033528,0.33528,2.5183e-20,M15 (NGC 7078),-3.4745924,-19.598893,-11.536742,15.82327
freire,globular_cluster,M15 (NGC 7078),B2127+11D,0.0048028,4.8028,-1.0701e-18,M15 (NGC 7078),-2.3185055,-17.970576,-10.144541,15.35104
freire,globular_cluster,M15 (NGC 7078),B2127+11E,0.00465144,4.65144,1.85465e-19,M15 (NGC 7078),-2.3324126,-18.731738,-10.532075,16.098295
freire,globular_cluster,M15 (NGC 7078),B2127+11F,0.00402704,4.02704,2.7113e-20,M15 (NGC 7078),-2.3950141,-19.566822,-10.980918,16.870778
freire,globular_cluster,M15 (NGC 7078),B2127+11H,0.00674339,6.74339,2.138e-20,M15 (NGC 7078),-2.1711217,-19.669992,-10.920557,17.197841
freire,globular_cluster,M15 (NGC 7078),J2129+1210J,0.01184248,11.8425,2.0407e-19,M15 (NGC 7078),-1.9265573,-18.690221,-10.308389,16.462633
freire,globular_cluster,M15 (NGC 7078),J2129+1210M,0.00483618,4.83618,-2.3686e-19,M15 (NGC 7078),-2.3154975,-18.625508,-10.470503,16.008981
freire,globular_cluster,M15 (NGC 7078),J2129+1210O,0.01106687,11.0669,-2.1946e-18,M15 (NGC 7078),-1.9559752,-17.658645,-9.8073099,15.401639
freire,globular_cluster,M2 (NGC 7089),J2133-0049A,0.01014929,10.1493,1.6832e-19,M2 (NGC 7089),-1.9935643,-18.773864,-10.383714,16.47927
freire,globular_cluster,M2 (NGC 7089),J2133-0049B,0.00697455,6.97455,-5.112e-20,M2 (NGC 7089),-2.1564838,-19.291409,-10.723946,16.833895
freire,globular_cluster,M2 (NGC 7089),J2133-0049C,0.00300493,3.00493,-2.2152e-20,M2 (NGC 7089),-2.5221656,-19.654587,-11.088376,16.831391
freire,globular_cluster,M2 (NGC 7089),J2133-0049D,0.00421574,4.21574,7.618e-20,M2 (NGC 7089),-2.3751262,-19.118159,-10.746643,16.442003
freire,globular_cluster,M2 (NGC 7089),J2133-0049E,0.00370312,3.70312,3.923e-20,M2 (NGC 7089),-2.4314322,-19.406382,-10.918907,16.673919
freire,globular_cluster,M2 (NGC 7089),J2133-0049F,0.00478089,4.78089,3.042e-20,M2 (NGC 7089),-2.3204912,-19.516841,-10.918666,16.89532
freire,globular_cluster,M2 (NGC 7089),J2133-0049G,0.00253574,2.53574,2.6836e-20,M2 (NGC 7089),-2.5958953,-19.571282,-11.083589,16.674357
freire,globular_cluster,M30 (NGC 7099),J2140-2310A,0.0110193,11.0193,-5.181e-20,M30 (NGC 7099),-1.957846,-19.285586,-10.621716,17.02671
atnf,field,,J0125-2327,0.00367537488757,3.67537,1.84159752231e-20,,-2.4346984,-19.734805,-11.084752,16.999077
atnf,field,,J0154+1833,0.0023645697763,2.36457,2.91860129849e-21,GRS:[saa+23],-2.6262479,-20.534825,-11.580537,17.607547
atnf,field,,J0203-0150,0.0051733218642,5.17332,1.42808750614e-20,,-2.2862305,-19.845245,-11.065738,17.257985
atnf,field,,J0214+5222,0.0245752948163,24.5753,2.95957264307e-19,,-1.6095013,-18.528771,-10.069136,16.61824
atnf,field,,J0307+7443,0.0031560886885,3.15609,1.72622324382e-20,"GRS:4FGL_J0307.8+7443[aab+22],GRS:3FGL_J0308.0+7442[bbc+24]",-2.5008508,-19.762903,-11.131877,16.961022
atnf,field,,J0406+3039,0.00260865404024,2.60865,8.30784081301e-21,,-2.5835835,-20.080512,-11.332048,17.195898
atnf,field,,J0407+1607,0.0257017391946,25.7017,7.9e-20,,-1.5900375,-19.102373,-10.346205,17.211305
atnf,field,,J0447+2447,0.00299528235041,2.99528,7.99649079051e-21,,-2.5235622,-20.097101,-11.310331,17.272508
atnf,field,,J0509+0856,0.00405583823156,4.05584,4.4118427326e-21,,-2.3919194,-20.35538,-11.37365,17.662431
atnf,field,,J0557+1550,0.00255636707678,2.55637,7.35188921017e-21,,-2.5923768,-20.133601,-11.362989,17.240194
atnf,field,,J0621+1002,0.0288538611941,28.8539,4.73e-20,,-1.5397961,-19.325139,-10.432467,17.484313
atnf,field,,J0622+0339_P,0.00877153380553,8.77153,3.4699852191e-20,,-2.0569245,-19.459672,-10.758298,17.101718
atnf,field,,J0640-0139,0.00346149254613,3.46149,4.89809342914e-20,,-2.4607366,-19.309973,-10.885355,16.548206
atnf,field,,J0646-5455,0.00250728557772,2.50729,1.81239246314e-21,,-2.6007962,-20.741748,-11.671272,17.839922
atnf,field,,J0711-6830,0.00549096850766,5.49097,1.49073073783e-20,,-2.260351,-19.826601,-11.043476,17.26522
atnf,field,,J0721-2038,0.015542394974,15.5424,4.4e-20,,-1.8084821,-19.356547,-10.582515,17.247035
atnf,field,,J0732+2314,0.00409013708236,4.09014,6.0225196869e-21,,-2.3882621,-20.220222,-11.304242,17.53093
atnf,field,,J0737-3039A,0.0226993785996,22.6994,1.75992816586e-18,,-1.643986,-17.754505,-9.6992455,15.809489
atnf,field,,J0742+4110,0.00313913693529,3.13914,6.69197411236e-21,,-2.5031897,-20.174446,-11.338818,17.370226
atnf,field,,J0824+0028,0.00986134867037,9.86135,1.46890381473e-19,,-2.0060637,-18.833007,-10.419535,16.525913
atnf,field,,J0838-2827,0.00361536101234,3.61536,1.04305265292e-20,GRS:4FGL_J0838.7-2827[tcb+24],-2.4418483,-19.981694,-11.211771,17.238815
atnf,field,,J0900-3144,0.0111096493381,11.1096,4.88775072242e-20,,-1.9542996,-19.310891,-10.632595,17.055561
atnf,field,,J0921-5202,0.00967981376625,9.67981,1.80651275891e-20,,-2.014133,-19.743159,-10.878646,17.427996
atnf,field,,J0925+6103,0.00598251289261,5.98251,1.61414976901e-20,,-2.2231164,-19.792056,-11.007586,17.26791
atnf,field,,J1012+5307,0.00525574910197,5.25575,1.7127329685e-20,OPT:[cgk98],-2.2793654,-19.76631,-11.022838,17.185915
atnf,field,,J1017-7156,0.0023385144404,2.33851,2.21387349366e-21,,-2.6310599,-20.654847,-11.642954,17.722757
atnf,field,,J1022+1001,0.0164529299584,16.4529,4.33372703718e-20,,-1.7837568,-19.363138,-10.573448,17.278352
atnf,field,,J1036-4353,0.00168010803268,1.68011,6.37944438332e-21,,-2.7746628,-20.195217,-11.48494,17.119524
atnf,field,,J1038+0032,0.0288515579513,28.8516,6.7e-20,,-1.5398307,-19.173925,-10.356878,17.333064
atnf,field,,J1045-0436,0.0240475170342,24.0475,7.86464982692e-20,,-1.6189298,-19.104321,-10.361625,17.184361
atnf,field,,J1045-4509,0.00747422423014,7.47422,1.76640380117e-20,,-2.1264339,-19.75291,-10.939672,17.325446
atnf,field,,J1056-7117,0.0263096769824,26.3097,6.29901183657e-20,,-1.5798845,-19.200728,-10.390306,17.319813
atnf,field,,J1101-6424,0.00510927290428,5.10927,1.8e-21,,-2.2916409,-20.744727,-11.518184,18.152057
atnf,field,,J1103-5403,0.00339270965933,3.39271,3.68335322639e-21,,-2.4694533,-20.433757,-11.451605,17.663273
atnf,field,,J1120-3618,0.00555701675966,5.55702,9.35677188596e-22,,-2.2551583,-21.028874,-11.642016,18.472686
atnf,field,,J1122-3546,0.0078380693569,7.83807,1.52359621484e-20,,-2.1057909,-19.81713,-10.961461,17.410309
atnf,field,,J1125+7819,0.00420160911826,4.20161,6.94295255936e-21,,-2.3765844,-20.158456,-11.26752,17.480841
atnf,field,,J1146-6610,0.00372231250267,3.72231,7.93e-21,,-2.4291872,-20.100727,-11.264957,17.37051
atnf,field,,J1208-5936,0.0287138598921,28.7139,2.96814869966e-20,,-1.5419084,-19.527514,-10.534711,17.684576
atnf,field,,J1216-6410,0.00353937571409,3.53938,1.59846822485e-21,,-2.4510733,-20.796296,-11.623685,18.044193
atnf,field,,J1242-4712,0.00531334694398,5.31335,2.14447657055e-20,,-2.2746318,-19.668679,-10.971655,17.093017
atnf,field,,J1300+1240,0.0062185319484,6.21853,1.143341e-19,XRS:[pkgw07],-2.2063121,-18.941824,-10.574068,16.434482
atnf,field,,J1317-0157,0.00290824459955,2.90824,5.49762632302e-21,,-2.5363691,-20.259825,-11.398097,17.422426
atnf,field,,J1325-6253,0.028968593236,28.9686,4.8e-20,,-1.5380726,-19.318759,-10.428416,17.479656
atnf,field,,J1327-0755,0.00267792323929,2.67792,1.80479424459e-21,,-2.5722019,-20.743572,-11.657887,17.87034
atnf,field,,J1337-6423,0.0094234067178,9.42341,2.4686565179e-20,,-2.0257921,-19.607539,-10.816666,17.280717
atnf,field,,J1405-4656,0.00760220343251,7.6022,2.79e-20,,-2.1190605,-19.554396,-10.836728,17.134305
atnf,field,,J1421-4409,0.00638572883834,6.38573,1.2366e-20,,-2.1947895,-19.907771,-11.05128,17.411951
atnf,field,,J1431-5740,0.00411054395677,4.11054,6.42e-21,,-2.3861007,-20.192465,-11.289283,17.505334
atnf,field,,J1435-6100,0.00934797221025,9.34797,2.44676836442e-20,,-2.0292826,-19.611407,-10.820345,17.281095
atnf,field,,J1453+1902,0.00579230273885,5.7923,1.16555378518e-20,,-2.2371487,-19.933468,-11.085308,17.395289
atnf,field,,J1502-6752,0.026744423767,26.7444,3.14501669896e-19,,-1.5727668,-18.502377,-10.037572,16.62858
atnf,field,,J1525-5545,0.0113598817918,11.3599,1.31369758781e-19,,-1.9446262,-18.881505,-10.413065,16.635848
atnf,field,,J1526-2744,0.00248914358719,2.48914,3.54649641059e-21,GRS:[cbb+23],-2.6039501,-20.4502,-11.527075,17.54522
atnf,field,,J1529-3828,0.00848628211574,8.48628,2.70063690555e-20,,-2.0712825,-19.568534,-10.819908,17.196221
atnf,field,,J1537-5312,0.00692709550838,6.9271,1.586e-20,,-2.1594488,-19.799697,-10.979573,17.339218
atnf,field,,J1545-4550,0.00357528862347,3.57529,5.24544023837e-20,,-2.4466889,-19.280218,-10.863453,16.532499
atnf,field,,J1546-5925,0.00779672885604,7.79673,1.61e-20,,-2.1080876,-19.793174,-10.950631,17.384057
atnf,field,,J1547-5709,0.00429114606417,4.29115,7.45e-21,,-2.3674267,-20.127844,-11.247635,17.459387
atnf,field,,J1552-4937,0.00628431138142,6.28431,1.9e-20,,-2.2017423,-19.721246,-10.961494,17.218474
atnf,field,,J1602-1009,0.00311577720594,3.11578,4.77442764423e-21,,-2.5064336,-20.321079,-11.413756,17.513615
atnf,field,,J1603-7202,0.0148419522526,14.842,1.56291616929e-20,,-1.828509,-19.806064,-10.817287,17.676525
atnf,field,,J1618-3921,0.0119873084134,11.9873,5.37953079198e-20,,-1.9212783,-19.269256,-10.595267,17.046947
atnf,field,,J1622-6617,0.0236234447394,23.6234,5.88202766988e-20,,-1.6266568,-19.230473,-10.428565,17.302786
atnf,field,,J1629-6902,0.00600060344322,6.0006,1e-20,,-2.2218051,-20,-11.110903,17.477165
atnf,field,,J1630+3550,0.00322915633731,3.22916,2.25545757577e-20,,-2.4909109,-19.646765,-11.068838,16.854824
atnf,field,,J1643-1224,0.00462164152675,4.62164,1.84630417787e-20,,-2.3352037,-19.733697,-11.03445,17.097463
atnf,field,,J1646-2142,0.00585310786298,5.85311,8.30709119906e-21,,-2.2326135,-20.080551,-11.156582,17.546908
atnf,field,,J1653-2054,0.00412914528456,4.12915,1.117e-20,,-2.3841398,-19.951947,-11.168043,17.266777
atnf,field,,J1708-3506,0.00450515894846,4.50516,1.14208164388e-20,,-2.3462899,-19.942303,-11.144296,17.294983
atnf,field,,J1709+2313,0.00463119627784,4.6312,3.63e-21,,-2.3343068,-20.440093,-11.3872,17.804757
atnf,field,,J1709-0333,0.00352401202169,3.52401,1.87521777008e-21,,-2.4529626,-20.726948,-11.589955,17.972956
atnf,field,,J1710+4923,0.00322022839856,3.22023,1.82105303558e-20,,-2.4921133,-19.739677,-11.115895,16.946534
atnf,field,,J1719-1438,0.00579015177002,5.79015,8.04285321903e-21,,-2.2373101,-20.09459,-11.16595,17.55625
atnf,field,,J1720-0533,0.00326765171027,3.26765,8.17248823383e-21,,-2.4857642,-20.087646,-11.286705,17.300851
atnf,field,,J1721-2457,0.0034966337827,3.49663,5.54224879242e-21,,-2.4563499,-20.256314,-11.356332,17.498934
atnf,field,,J1725-3853,0.004791822704,4.79182,5e-20,,-2.3194993,-19.30103,-10.810265,16.680501
atnf,field,,J1727-2946,0.027083183244,27.0832,2.4632e-19,,-1.5673003,-18.6085,-10.0879,16.74017
atnf,field,,J1727-2951,0.0284049534402,28.405,3.1e-19,,-1.5466059,-18.508638,-10.027622,16.661002
atnf,field,,J1737-0811,0.00417501731286,4.17502,7.93e-21,,-2.3793417,-20.100727,-11.240034,17.420355
atnf,field,,J1745-0952,0.0193763034411,19.3763,9.2459888327e-20,,-1.7127291,-19.034047,-10.373388,17.020288
atnf,field,,J1748-3009,0.00968396133718,9.68396,-3.57954852106e-20,,-2.013947,-19.446172,-10.730059,17.131195
atnf,field,,J1751-2857,0.00391487325943,3.91487,1.12247795213e-20,,-2.4072823,-19.949822,-11.178552,17.24151
atnf,field,,J1753-2819,0.0186236318326,18.6236,-4.93552839932e-20,,-1.7299356,-19.306666,-10.518301,17.275701
atnf,field,,J1755-3716,0.01278606929,12.7861,3.10618778988e-20,,-1.8932629,-19.507772,-10.700518,17.313479
atnf,field,,J1756-2251,0.028461589026,28.4616,1.01750192956e-18,,-1.5457409,-17.992465,-9.7691028,16.145694
atnf,field,,J1757-1854,0.0214972320712,21.4972,2.62732880587e-18,,-1.6676175,-17.580486,-9.6240515,15.611838
atnf,field,,J1757-2745,0.0176872150451,17.6872,-1.30453269214e-20,,-1.7523405,-19.884545,-10.818443,17.831174
atnf,field,,J1757-5322,0.00886996122728,8.86996,2.63e-20,,-2.0520783,-19.580044,-10.816061,17.226936
atnf,field,,J1801-3210,0.00745358437346,7.45358,7.22226960161e-23,,-2.1276348,-22.141326,-12.134481,19.712661
atnf,field,,J1802-2124,0.0126475935865,12.6476,7.25585924331e-20,,-1.8979921,-19.139311,-10.518652,16.940289
atnf,field,,J1803-4719,0.00366937114932,3.66937,3.43743186642e-20,,-2.4354084,-19.463766,-10.949587,16.727328
atnf,field,,J1804-2717,0.00934303084454,9.34303,4.08632365365e-20,,-2.0295122,-19.388667,-10.70909,17.058125
atnf,field,,J1804-2858,0.00149268528412,1.49269,-7.57334370586e-22,,-2.8260317,-21.120712,-11.973372,17.993651
atnf,field,,J1811-0624,0.00414568354804,4.14568,4.81227378253e-21,,-2.3824039,-20.31765,-11.350027,17.634216
atnf,field,,J1813-0402,0.00410655953837,4.10656,6.9428393224e-21,,-2.3865219,-20.158463,-11.272492,17.470911
atnf,field,,J1813-2621,0.00443001162863,4.43001,1.2466e-20,,-2.3535951,-19.904273,-11.128934,17.249648
atnf,field,,J1824-0621,0.00323301622927,3.23302,9.14479945698e-21,,-2.4903921,-20.038826,-11.264609,17.247404
atnf,field,,J1825-0319,0.00455352791974,4.55353,6.8e-21,,-2.341652,-20.167491,-11.254572,17.524809
atnf,field,,J1826-2415,0.00469575713056,4.69576,1.736e-20,,-2.3282944,-19.76045,-11.044372,17.131126
atnf,field,,J1828+0625,0.00362756255756,3.62756,4.68823178553e-21,,-2.4403851,-20.328991,-11.384688,17.587576
atnf,field,,J1835-0114,0.00511638764424,5.11639,7e-21,,-2.2910366,-20.154902,-11.222969,17.562835
atnf,field,,J1838+0024,0.00508712615386,5.08713,2.66448665394e-20,,-2.2935275,-19.574386,-10.933957,16.979829
atnf,field,,J1840+0012_P,0.00533897316989,5.33897,1.2884094798e-20,,-2.2725423,-19.889946,-11.081244,17.316374
atnf,field,,J1841+0130,0.0297727753332,29.7728,8.17277535261e-18,,-1.5261807,-17.08763,-9.3069056,15.26042
atnf,field,,J1843-1448,0.00547133087551,5.47133,6.209e-21,,-2.261907,-20.206978,-11.234443,17.644041
atnf,field,,J1844+0028,0.0035706717591,3.57067,1.80663203816e-20,,-2.4472501,-19.74313,-11.09519,16.99485
atnf,field,,J1844+0115,0.00418554393666,4.18554,1.0721492164e-20,,-2.3782481,-19.969745,-11.173996,17.290467
atnf,field,,J1844-0128,0.0291444223696,29.1444,3.05783047893e-20,,-1.5354445,-19.514587,-10.525016,17.678112
atnf,field,,J1845+0201_P,0.00430925040818,4.30925,2.8170142485e-20,,-2.3655983,-19.550211,-10.957905,16.883583
atnf,field,,J1845+0317_P,0.0018507022355,1.8507,2.81885628317e-20,,-2.7326635,-19.549927,-11.141295,16.516234
atnf,field,,J1846-0513,0.0233695392908,23.3695,1.01062349601e-18,,-1.6313498,-17.995411,-9.8133802,16.063031
atnf,field,,J1850+0124,0.00355976376804,3.55976,1.08978495525e-20,,-2.4485788,-19.962659,-11.205619,17.21305
atnf,field,,J1850+0242,0.0044798640471,4.47986,1.62560373232e-19,,-2.3487352,-18.788985,-10.56886,16.13922
atnf,field,,J1853+1303,0.00409179738358,4.0918,8.7171418545e-21,,-2.3880859,-20.059626,-11.223856,17.37051
atnf,field,,J1857+0642_P,0.00353098976955,3.53099,4.69166653764e-21,,-2.4521035,-20.328673,-11.390388,17.575539
atnf,field,,J1857+0943,0.00536210054968,5.3621,1.78413244369e-20,,-2.270665,-19.748573,-11.009619,17.176878
atnf,field,,J1900+0308,0.00490923901642,4.90924,5.90465379148e-21,,-2.3089858,-20.228806,-11.268896,17.61879
atnf,field,,J1901+0300,0.00779677625972,7.79678,4.57138694732e-20,,-2.1080849,-19.339952,-10.724018,16.930837
atnf,field,,J1903+0839_P,0.0046211691312,4.62117,4.67678970648e-21,,-2.3352481,-20.330052,-11.33265,17.693774
atnf,field,,J1904+0451,0.00609236792963,6.09237,5.71600983646e-21,,-2.2152139,-20.242907,-11.22906,17.726663
atnf,field,,J1904+0553_P,0.00490732370205,4.90732,1.27537350055e-20,,-2.3091553,-19.894363,-11.101759,17.284177
atnf,field,,J1904+0852,0.00619742963774,6.19743,1.009e-20,,-2.2077884,-19.996109,-11.101949,17.48729
atnf,field,,J1905+0400,0.00378440478824,3.7844,4.90518896342e-21,,-2.4220024,-20.309344,-11.365673,17.586312
atnf,field,,J1905+0649_P,0.0274644124464,27.4644,3.34152220304e-19,,-1.5612297,-18.476056,-10.018643,16.613796
atnf,field,,J1906+0055,0.00278955242369,2.78955,3.32e-21,,-2.5544655,-20.478862,-11.516664,17.623366
atnf,field,,J1906+0454,0.00208327833492,2.08328,2.98161340246e-21,,-2.6812527,-20.525549,-11.603401,17.543266
atnf,field,,J1906-1754,0.00287634963122,2.87635,3.91331214609e-21,,-2.5411583,-20.407456,-11.474307,17.565267
atnf,field,,J1908+0128,0.00470232427687,4.70232,5.26925471403e-20,,-2.3276874,-19.278251,-10.802969,16.649533
atnf,field,,J1908+1036,0.0106901954145,10.6902,1.57249662529e-20,,-1.9710144,-19.80341,-10.887212,17.531366
atnf,field,,J1909-3744,0.00294710807054,2.94711,1.40253797638e-20,,-2.5306039,-19.853085,-11.191845,17.021451
atnf,field,,J1910+1256,0.00498358394257,4.98358,9.67982377649e-21,,-2.3024582,-20.014133,-11.158295,17.410644
atnf,field,,J1910-5320,0.00233236685551,2.33237,3.69915590109e-20,,-2.6322031,-19.431897,-11.03205,16.498664
atnf,field,,J1911+1253,0.0272387038109,27.2387,4.32555092428e-20,,-1.5648136,-19.363959,-10.464386,17.498115
atnf,field,,J1911+1347,0.00462596247127,4.62596,1.69240313354e-20,,-2.3347979,-19.771496,-11.053147,17.135668
atnf,field,,J1912+1416,0.00316624139067,3.16624,8.05916546494e-21,,-2.499456,-20.09371,-11.296583,17.293224
atnf,field,,J1912-0952,0.0250680482597,25.068,2.85925204816e-20,,-1.6008795,-19.543748,-10.572314,17.641838
atnf,field,,J1913+0618,0.00502686123175,5.02686,9.61245459399e-21,,-2.2987031,-20.017166,-11.157934,17.417433
atnf,field,,J1913+1102,0.0272850068525,27.285,1.60805865371e-19,,-1.5640759,-18.793698,-10.178887,16.928592
atnf,field,,J1914+0659,0.0185118225514,18.5118,3.1e-20,,-1.7325508,-19.508638,-10.620595,17.475057
atnf,field,,J1916+0740,0.0112196601704,11.2197,2.001504312e-20,,-1.9500203,-19.698643,-10.824332,17.447593
atnf,field,,J1917+0615_P,0.00396769942932,3.9677,2.11266212178e-20,,-2.4014612,-19.67517,-11.038316,16.972679
atnf,field,,J1917+1259_P,0.00563746844036,5.63747,6.5468963857e-21,,-2.2489159,-20.183965,-11.21644,17.634019
atnf,field,,J1918+0621_P,0.00210368262905,2.10368,5.57610556076e-22,,-2.6770198,-21.253669,-11.965344,18.275619
atnf,field,,J1918-0642,0.00764587276964,7.64587,2.56914318107e-20,,-2.1165729,-19.590212,-10.853392,17.172609
atnf,field,,J1923+2515,0.00378815552088,3.78816,9.55500020018e-21,,-2.4215722,-20.019769,-11.220671,17.297167
atnf,field,,J1924+1342,0.00572108595313,5.72109,8.98133823818e-20,,-2.2425215,-19.046659,-10.64459,16.503107
atnf,field,,J1928+1245,0.00302160634797,3.02161,1.67993930566e-20,,-2.5197621,-19.774706,-11.147234,16.953914
atnf,field,,J1928-0548,0.028040913765,28.0409,1.05520499769e-19,,-1.5522078,-18.976663,-10.264435,17.123425
atnf,field,,J1929+0132,0.00641821690373,6.41822,8.56001100881e-21,,-2.1925856,-20.067526,-11.130056,17.57391
atnf,field,,J1930+1403_P,0.00320944837353,3.20945,8.15804261899e-22,,-2.4935696,-21.088414,-11.790992,18.293814
atnf,field,,J1930+2441,0.0057674069327,5.76741,8.64837550911e-21,,-2.2390194,-20.063065,-11.151042,17.523016
atnf,field,,J1932+2121_P,0.0142447035656,14.2447,3.52457413892e-19,,-1.8463466,-18.452893,-10.14962,16.305517
atnf,field,,J1933+1726,0.0215072337864,21.5072,4.9e-20,,-1.6674154,-19.309804,-10.48861,17.341358
atnf,field,,J1933-6211,0.00354343149574,3.54343,3.87098605565e-21,,-2.450576,-20.412178,-11.431377,17.660572
atnf,field,,J1937+1658,0.00395766764534,3.95767,1.32024549666e-20,,-2.4025607,-19.879345,-11.140953,17.175755
atnf,field,,J1938+2012,0.00263413512755,2.63414,7.5e-22,,-2.579362,-21.124939,-11.85215,18.244547
atnf,field,,J1938+6604,0.022258801226,22.2588,1.94713513184e-20,,-1.6524982,-19.710604,-10.681551,17.757076
atnf,field,,J1939+2134,0.00155780656704,1.55781,1.05102716438e-19,,-2.8074865,-18.978386,-10.892936,15.86987
atnf,field,,J1943+2206,0.00468167130296,4.68167,1.75344369512e-22,,-2.3295991,-21.756108,-12.042854,19.125479
atnf,field,,J1943+2210,0.00508417368995,5.08417,8.78859951727e-21,,-2.2937796,-20.05608,-11.17493,17.461271
atnf,field,,J1944+0907,0.0051852019088,5.1852,1.73366747933e-20,,-2.2852343,-19.761034,-11.023134,17.17477
atnf,field,,J1944+2236,0.00361799307811,3.61799,7.46122813056e-21,,-2.4415323,-20.12719,-11.284361,17.384627
atnf,field,,J1946+0904_P,0.0257722599788,25.7723,2.3911537839e-21,,-1.5888475,-20.621392,-11.10512,18.731515
atnf,field,,J1946+2052,0.016960175323,16.9602,9.20472150355e-19,,-1.7705697,-18.035989,-9.9032795,15.96439
atnf,field,,J1947+2011_P,0.00817755192435,8.17755,2.31645839367e-20,,-2.0873767,-19.635175,-10.861276,17.246769
atnf,field,,J1949+3106,0.0131381831522,13.1382,9.39234621109e-20,,-1.8814647,-19.027226,-10.454345,16.844731
atnf,field,,J1952+2630,0.0207323600914,20.7324,4.27161935801e-18,,-1.6833513,-17.369407,-9.5263794,15.385026
atnf,field,,J1952+2837,0.0180209426868,18.0209,2.11333909741e-19,,-1.7442225,-18.675031,-10.209627,16.629778
atnf,field,,J1953+1844,0.00444408092433,4.44408,2.19223393408e-20,,-2.352218,-19.659113,-11.005666,17.005865
atnf,field,,J1955+2527,0.00487276586298,4.87277,9.11763730768e-21,,-2.3122245,-20.040118,-11.176171,17.426863
atnf,field,,J1955+2908,0.00613316651623,6.13317,2.97397496511e-20,,-2.2123152,-19.526663,-10.869489,17.013317
atnf,field,,J1955+6708,0.00856540626781,8.56541,1.25969738843e-20,,-2.067252,-19.899734,-10.983493,17.531452
atnf,field,,J2001+0701,0.00681995856076,6.81996,1.4381459311e-20,,-2.1662183,-19.842197,-11.004208,17.374949
atnf,field,,J2007+2722,0.0244973885459,24.4974,9.61095455981e-19,,-1.6108802,-18.017233,-9.8140568,16.105323
atnf,field,,J2010+3051,0.00481627451331,4.81627,4.86662573935e-21,,-2.3172888,-20.312772,-11.31503,17.694453
atnf,field,,J2010-1323,0.00522327101686,5.22327,4.82502988668e-21,,-2.2820574,-20.3165,-11.299279,17.733413
atnf,field,,J2015+0756,0.00432798395699,4.32798,6.66839446697e-21,,-2.3637144,-20.175979,-11.269847,17.511234
atnf,field,,J2019+2425,0.00393452408033,3.93452,7.0237e-21,,-2.4051078,-20.153434,-11.279271,17.447296
atnf,field,,J2022+2534,0.00264593576759,2.64594,6.16085895585e-21,,-2.5774207,-20.210359,-11.39389,17.331908
atnf,field,,J2027+0255,0.0105955198215,10.5955,5.26972099113e-20,,-1.9748777,-19.278212,-10.626545,17.002305
atnf,field,,J2031-1254,0.00578835784713,5.78836,6.01751354732e-21,,-2.2374446,-20.220583,-11.229014,17.682108
atnf,field,,J2033+1734,0.00594895754059,5.94896,1.11464645794e-20,,-2.2255591,-19.952863,-11.089211,17.426274
atnf,field,,J2035+3655,0.0245649675628,24.565,1.24048673879e-18,,-1.6096838,-17.906408,-9.7580458,15.995694
atnf,field,,J2045-6837,0.00296225485844,2.96225,1.28026576618e-20,,-2.5283776,-19.8927,-11.210539,17.063292
atnf,field,,J2053+4650,0.0125862753144,12.5863,1.72275579839e-19,,-1.9001028,-18.763776,-10.33194,16.562644
atnf,field,,J2055+3829,0.00208929030219,2.08929,9.99615678404e-22,,-2.6800012,-21.000167,-11.840084,18.019136
atnf,field,,J2129-5721,0.00372634848602,3.72635,2.08536009701e-20,,-2.4287165,-19.680819,-11.054768,16.951072
atnf,field,,J2144-5237,0.00504145377852,5.04145,9.05581208439e-21,,-2.2974442,-20.043073,-11.170258,17.444598
atnf,field,,J2145-0750,0.0160524239211,16.0524,2.97926371224e-20,,-1.7944594,-19.525891,-10.660175,17.430402
atnf,field,,J2150-0326,0.00351070285701,3.5107,8.16163787918e-21,,-2.4546059,-20.088223,-11.271414,17.332587
atnf,field,,J2212+2450,0.00390751512659,3.90752,1.98492768039e-21,,-2.4080993,-20.702255,-11.555177,17.993126
atnf,field,,J2229+2643,0.00297781929575,2.97782,1.52368667508e-21,,-2.5261017,-20.817104,-11.671603,17.989973
atnf,field,,J2234+0611,0.00357658163167,3.57658,1.2014186449e-20,,-2.4465319,-19.920306,-11.183419,17.172744
